"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)"
"60602100000052","Nodes","52","21.000000","24.530229","Default Known Flow Node","Known Flow","371212.795000","770837.685000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60602100000053","Nodes","53","21.000000","24.332537","DDS demands","Known Flow","371148.045000","770890.435000","","0.000000","","","","","","-6.510000","","","","","","-5.821358","-6.510000","","","","","","","","D1 PROFILE","","","","",""
"60602100000228","Nodes","228","21.000000","29.357424","Default Known Flow Node","Known Flow","371035.920000","771469.185000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60602100000229","Nodes","229","21.000000","29.357424","Default Known Flow Node","Known Flow","371045.545000","771482.685000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60602100000140","Nodes","140","21.000000","33.047649","Default Known Flow Node","Known Flow","372067.045000","771271.810000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60602100000054","Nodes","54","21.000000","24.062604","DDS demands","Known Flow","371147.670000","770944.185000","","0.000000","","","","","","-5.280000","","","","","","-4.721470","-5.280000","","","","","","","","D1 PROFILE","","","","",""
"60602100000137","Nodes","137","21.000000","33.161668","DDS demands","Known Flow","372017.295000","771409.310000","","0.000000","","","","","","-31.139999","","","","","","-27.845945","-31.139999","","","","","","","","D1 PROFILE","","","","",""
"60602100000192","Nodes","192","21.000000","33.161668","Default Known Flow Node","Known Flow","372003.920000","771401.310000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60602100000021","Nodes","21","21.000000","43.874543","DDS demands","Known Flow","371603.045000","771834.560000","","0.000000","","","","","","-3.049999","","","","","","-2.727364","-3.049999","","","","","","","","D1 PROFILE","","","","",""
"60602100000189","Nodes","189","21.000000","44.062578","Default Known Flow Node","Known Flow","371597.045000","771832.810000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60602100000024","Nodes","24","21.000000","43.242697","DDS demands","Known Flow","371633.545000","771760.185000","","0.000000","","","","","","-1.679999","","","","","","-1.502286","-1.679999","","","","","","","","D1 PROFILE","","","","",""
"60602100000160","Nodes","160","21.000000","21.756155","DDS demands","Known Flow","371023.795000","771049.685000","","0.000000","","","","","","-2.349999","","","","","","-2.101411","-2.349999","","","","","","","","D1 PROFILE","","","","",""
"60602100000163","Nodes","163","21.000000","21.792363","DDS demands","Known Flow","371067.295000","771017.310000","","0.000000","","","","","","-3.599999","","","","","","-3.219184","-3.599999","","","","","","","","D1 PROFILE","","","","",""
"60602100000136","Nodes","136","21.000000","33.398829","Default Known Flow Node","Known Flow","371944.795000","771476.685000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60602100000232","Nodes","232","21.000000","33.119374","Default Known Flow Node","Known Flow","371889.920000","771656.060000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60602100000130","Nodes","130","21.000000","33.113183","Default Known Flow Node","Known Flow","371890.045000","771657.810000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60602100000185","Nodes","185","21.000000","32.357860","Default Known Flow Node","Known Flow","371808.920000","771782.497500","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60602100000187","Nodes","187","21.000000","32.274715","Default Known Flow Node","Known Flow","371812.295000","771804.435000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60602100000174","Nodes","174","21.000000","27.754094","Default Known Flow Node","Known Flow","371365.295000","771097.560000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60602100000183","Nodes","183","21.000000","42.509241","Default Known Flow Node","Known Flow","371650.795000","771735.560000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60602100000233","Nodes","233","21.000000","42.476512","Default Known Flow Node","Known Flow","371651.420000","771733.060000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60602100000234","Nodes","234","21.000000","42.479307","Default Known Flow Node","Known Flow","371651.170000","771733.560000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60602100000219","Nodes","219","21.000000","33.421984","Default Known Flow Node","Known Flow","371833.295000","771580.685000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60602100000190","Nodes","190","21.000000","31.691399","Default Known Flow Node","Known Flow","371954.357500","771847.497500","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60602100000213","Nodes","213","21.000000","23.542017","Default Known Flow Node","Known Flow","371092.170000","771118.185000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60602100000203","Nodes","203","21.000000","23.422703","DDS demands","Known Flow","371072.545000","771133.935000","","0.000000","","","","","","-5.339999","0.000000","","","","","-4.775123","-5.339999","","","","","","","","D1 PROFILE","DC PROFILE","","","",""
"60602100000001","Nodes","LAURENCEKIRK D.G , Tel, Site ID: 1576","21.000000","45.000001","Default Known Pressure Node","Known Pressure","371591.295000","771832.560000","","3999.999958","","","","","","","","","","","","1212.326830","1355.740057","","","","","","","","","","","","",""
"60602100000216","Nodes","216","21.000000","27.934544","Default Known Flow Node","Known Flow","371967.920000","771164.685000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60602100000105","Nodes","105","21.000000","27.796028","DDS demands","Known Flow","371967.920000","771162.685000","","0.000000","","","","","","-6.900000","","","","","","-6.170103","-6.900000","","","","","","","","D1 PROFILE","","","","",""
"60602100000195","Nodes","195","21.000000","32.773172","DDS demands","Known Flow","372029.670000","771231.810000","","0.000000","","","","","","-6.249999","","","","","","-5.588861","-6.249999","","","","","","","","D1 PROFILE","","","","",""
"60602100000221","Nodes","221","21.000000","32.833942","Default Known Flow Node","Known Flow","372036.045000","771275.435000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60602100000161","Nodes","161","21.000000","22.280188","DDS demands","Known Flow","371033.295000","771082.685000","","0.000000","","","","","","-2.319999","","","","","","-2.074585","-2.319999","","","","","","","","D1 PROFILE","","","","",""
"60602100000212","Nodes","212","21.000000","42.460181","Default Known Flow Node","Known Flow","371652.420000","771730.935000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60602100000188","Nodes","188","21.000000","32.274715","Default Known Flow Node","Known Flow","371808.451250","771807.310000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60602100000119","Nodes","119","21.000000","42.374907","DDS demands","Known Flow","371666.670000","771700.435000","","0.000000","0.000000","","","","","-8.159999","","","","","","-7.296817","-8.159999","","","C1 PROFILE","","","","","D1 PROFILE","","","","",""
"60602100000120","Nodes","120","21.000000","42.326927","DDS demands","Known Flow","371630.795000","771674.060000","","0.000000","","","","","","-5.709999","","","","","","-5.105984","-5.709999","","","","","","","","D1 PROFILE","","","","",""
"60602100000193","Nodes","193","21.000000","42.412690","Default Known Flow Node","Known Flow","371596.545000","771616.435000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60602100000201","Nodes","201","21.000000","32.724882","DDS demands","Known Flow","372028.170000","771333.435000","","0.000000","","","","","","-3.970000","","","","","","-3.550045","-3.970000","","","","","","","","D1 PROFILE","","","","",""
"60602100000055","Nodes","55","21.000000","24.233272","DDS demands","Known Flow","371109.295000","770888.560000","","0.000000","","","","","","-5.229999","","","","","","-4.676759","-5.229999","","","","","","","","D1 PROFILE","","","","",""
"60602100000058","Nodes","58","21.000000","22.760608","DDS demands","Known Flow","371096.920000","770943.310000","","0.000000","","","","","","-13.000000","","","","","","-11.624833","-13.000000","","","","","","","","D1 PROFILE","","","","",""
"60602100000208","Nodes","208","21.000000","32.357860","Default Known Flow Node","Known Flow","371819.263750","771784.435000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60602100000235","Nodes","235","21.000000","28.020301","Default Known Flow Node","Known Flow","371550.779835","771146.093195","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60602100000011","Nodes","11","21.000000","20.583737","DDS demands","Known Flow","370772.193381","770913.098011","","0.000000","","","","","","-1.799999","","","","","","-1.609592","-1.799999","","","","","","","","D1 PROFILE","","","","",""
"60602100000074","Nodes","74","21.000000","22.695800","DDS demands","Known Flow","371083.386887","770926.186196","","0.000000","","","","","","","","","-7.109999","","","-6.357889","-7.109999","","","","","","","","","","","PL-AF PROFILE","",""
"60602100000179","Nodes","179","21.000000","27.475827","Default Known Flow Node","Known Flow","370946.795000","771417.810000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60602100000128","Nodes","128","21.000000","27.648302","Default Known Flow Node","Known Flow","371402.420000","771059.435000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60602100000181","Nodes","181","21.000000","25.743641","Default Known Flow Node","Known Flow","371247.268179","770871.107255","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60602100000002","Nodes","0002,","21.000000","24.237437","Default Known Flow Node","Known Flow","371124.920000","770876.685000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60602100000302","Nodes","","21.000000","33.118244","Default Known Flow Node","Known Flow","371800.469824","771522.496827","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60602100000300","Nodes","","21.000000","33.050374","Default Known Flow Node","Known Flow","371801.399497","771520.045869","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60602100000301","Nodes","","21.000000","33.050374","Default Known Flow Node","Known Flow","371798.764192","771519.057075","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60602100000306","Nodes","","21.000000","30.683855","Default Known Flow Node","Known Flow","371838.570891","771432.698208","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60602100000305","Nodes","","21.000000","30.679904","Default Known Flow Node","Known Flow","371840.443801","771433.859006","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60602100000304","Nodes","","21.000000","30.683855","Default Known Flow Node","Known Flow","371839.177349","771431.682965","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60602100000003","Nodes","","21.000000","31.689120","Default Known Flow Node","Known Flow","371962.797098","771849.728609","","0.000000","","","","","","","","","","-155.070006","","-138.666372","-155.070006","","","","","","","","","","","","DC PROFILE",""
