"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)"
"60211400000024","Nodes","P08117744, Kinneddar Mains Farm, -22.06","22.999998","26.426994","CSEP DDS Matched","Known Flow","302345.019035","692176.899623","","0.000000","","","","","-6.860000","-22.059999","-25.860781","-28.920000","","","","","","","D1 PROFILE","DC PROFILE"
"60211400000265","Nodes","-68372","21.000000","36.007442","Default Known Flow Node","Known Flow","301721.965459","692662.239541","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60211400000037","Nodes","37","21.000000","30.797467","DDS demands","Known Flow","301920.816311","692787.206723","","0.000000","","","","","-20.139999","","-18.009548","-20.139999","","","","","","","D1 PROFILE",""
"60211400000042","Nodes","42","21.000000","44.528343","DDS demands","Known Flow","302352.023657","692277.191378","","0.000000","","","","","-13.470000","","-12.045115","-13.470000","","","","","","","D1 PROFILE",""
"60211400000023","Nodes","23","21.000000","45.110759","DDS demands","Known Flow","302343.932456","692313.264834","","0.000000","","","","","-5.530000","","-4.945025","-5.530000","","","","","","","D1 PROFILE",""
"60211400000021","Nodes","21","21.000000","45.498162","DDS demands","Known Flow","302312.585982","692441.021034","","0.000000","-17.549999","-23.200001","","","-30.580000","","-63.784563","-71.330002","","","C1 PROFILE","C2 PROFILE","","","D1 PROFILE",""
"60211400000044","Nodes","44","21.000000","44.199777","DDS demands","Known Flow","302282.264409","692213.587567","","0.000000","","","","","-10.640000","","-9.514479","-10.640000","","","","","","","D1 PROFILE",""
"60211400000022","Nodes","22","21.000000","44.992662","DDS demands","Known Flow","302247.199400","692474.192638","","0.000000","","","-2.009999","","-16.200001","","-16.283709","-18.210000","","","","","C3 PROFILE","","D1 PROFILE",""
"60211400000253","Nodes","-61871","21.000000","44.545505","Default Known Flow Node","Known Flow","302113.065300","692468.347656","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60211400000014","Nodes","14","21.000000","48.544417","DDS demands","Known Flow","302626.131503","692108.715539","","0.000000","","","","","-10.640000","","-9.514479","-10.640000","","","","","","","D1 PROFILE",""
"60211400000010","Nodes","10","21.000000","49.446958","DDS demands","Known Flow","302727.924499","692169.696126","","0.000000","","","","","-10.209999","","-9.129964","-10.209999","","","","","","","D1 PROFILE",""
"60211400000018","Nodes","18","21.000000","52.019947","DDS demands","Known Flow","302676.910814","692278.568531","","0.000000","","","","","-17.040000","","-15.237473","-17.040000","","","","","","","D1 PROFILE",""
"60211400000017","Nodes","17","21.000000","46.858398","DDS demands","Known Flow","302613.280077","692202.300759","","0.000000","","","","","-16.520000","","-14.772480","-16.520000","","","","","","","D1 PROFILE",""
"60211400000256","Nodes","-61897","21.000000","51.895829","Default Known Flow Node","Known Flow","302798.740550","692216.155568","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60211400000046","Nodes","46","21.000000","51.810123","Default Known Flow Node","Known Flow","302737.344533","692218.360568","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60211400000258","Nodes","-61899","21.000000","48.795891","Default Known Flow Node","Known Flow","302804.534552","692161.111553","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60211400000045","Nodes","45","21.000000","48.620777","DDS demands","Known Flow","302735.203537","692146.788737","","0.000000","","","","","-9.880000","","-8.834873","-9.880000","","","","","","","D1 PROFILE",""
"60211400000019","Nodes","19","21.000000","47.003779","DDS demands","Known Flow","302682.220518","692193.484562","","0.000000","","","","","-4.060000","","-3.630524","-4.060000","","","","","","","D1 PROFILE",""
