"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-DC)"
"60203000000001","Nodes","Dreelside DG, Tel, Clocked, Site ID 1875","21.000000","37.000000","Default Known Pressure Node","Known Pressure","356238.223091","703434.332620","","1914.999937","","","","","","","","","","","281.496945","314.796797","","","","","","","","","","","",""
"60203000009058","Nodes","-285","21.000000","36.973439","Default Known Flow Node","Known Flow","356236.117091","703435.956621","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60203000002341","Nodes","2341","21.000000","43.394793","DDS demands","Known Flow","357310.155383","704878.480013","","0.000000","","","","","-4.679999","","","","","","-4.184939","-4.679999","","","","","","","D1 PROFILE","","","","",""
"60203000009099","Nodes","-379","21.000000","30.438638","Default Known Flow Node","Known Flow","356652.590204","703687.712689","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60203000009098","Nodes","-375","21.000000","30.453364","DDS demands","Known Flow","356666.810208","703679.304687","","0.000000","","","","","-1.159999","","","","","","-1.037292","-1.159999","","","","","","","D1 PROFILE","","","","",""
"60203000009076","Nodes","-321","21.000000","30.629062","Default Known Flow Node","Known Flow","357028.852307","703529.657646","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60203000001003","Nodes","Logger 9024, O/S Manse, East Green","21.000000","30.386651","Val Log Post","Known Flow","357002.780441","703521.128213","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60203000000201","Nodes","201","21.000000","30.452715","DDS demands","Known Flow","356980.372293","703511.798641","","0.000000","-0.009999","","","","-24.440000","","","-4.699999","","","-21.863627","-24.450001","","","C1 PROFILE","","","","D1 PROFILE","","","DM PROFILE","",""
"60203000000105","Nodes","105","21.000000","35.064618","DDS demands","Known Flow","357119.457331","704076.443795","","0.000000","","","","","-2.109999","","","","","","-1.886799","-2.109999","","","","","","","D1 PROFILE","","","","",""
"60203000001000","Nodes","1000","21.000000","29.136169","Default Known Flow Node","Known Flow","357252.363367","703834.946729","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
