"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(D1)","NodeFlowByCategory(I2)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(I2)"
"60206100000159","Nodes","159","21.000000","27.720714","DDS demands","Known Flow","343190.326206","728919.200755","","0.000000","","","","","","-16.860000","","-15.076514","-16.860000","","","","","","","","D1 PROFILE",""
"60206100000343","Nodes","1507","21.000000","22.902735","DDS demands","Known Flow","339707.270507","725548.589567","","0.000000","","","","","","-8.300000","","-7.422008","-8.300000","","","","","","","","D1 PROFILE",""
"60206100009033","Nodes","9033","21.000000","27.066287","Default Known Flow Node","Known Flow","339620.016649","726072.030257","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100000309","Nodes","309","21.000000","27.061668","DDS demands","Known Flow","339619.802660","726070.996915","","0.000000","","","","","","-4.429999","","-3.961385","-4.429999","","","","","","","","D1 PROFILE",""
"60206100009046","Nodes","9046","21.000000","25.538196","Default Known Flow Node","Known Flow","339957.325043","726274.983906","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100009026","Nodes","9026","21.000000","25.323897","DDS demands","Known Flow","341335.189036","727330.464123","","0.000000","","","","","","-3.430000","","-3.067167","-3.430000","","","","","","","","D1 PROFILE",""
"60206100009034","Nodes","9034","21.000000","26.253822","DDS demands","Known Flow","341432.816483","727297.111643","","0.000000","","","","","","-7.960000","","-7.117974","-7.960000","","","","","","","","D1 PROFILE",""
"60206100009048","Nodes","9048","21.000000","26.760611","DDS demands","Known Flow","342423.415679","728424.314865","","0.000000","","","","","","-10.699999","","-9.568131","-10.699999","","","","","","","","D1 PROFILE",""
"60206100009029","Nodes","9029","21.000000","25.926647","Default Known Flow Node","Known Flow","342253.713250","728212.595069","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100009025","Nodes","Logger id : 9404","21.000000","26.077307","Val Log Cath","Known Flow","342248.343140","728185.443621","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100009018","Nodes","9018","21.000000","26.950205","Default Known Flow Node","Known Flow","340151.145714","726700.952951","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100009003","Nodes","9003","21.000000","27.205436","Default Known Flow Node","Known Flow","340748.317628","726928.996750","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100009031","Nodes","9031","21.000000","30.616355","Default Known Flow Node","Known Flow","342441.407950","727613.688925","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001507","Nodes","1507","21.000000","22.900425","Default Known Flow Node","Known Flow","339710.596408","725544.576464","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001502","Nodes","1502","21.000000","36.353757","Default Known Flow Node","Known Flow","339371.790502","725835.248716","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001505","Nodes","1505","21.000000","36.353757","Default Known Flow Node","Known Flow","339373.338502","725841.042717","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001508","Nodes","","0.000000","22.835853","DDS demands","Known Flow","339802.300016","725431.290120","","0.000000","","","","","","-10.300000","","-9.210445","-10.300000","","","","","","","","D1 PROFILE",""
"60206100001509","Nodes","1509","21.000000","30.860586","DDS demands","Known Flow","339349.629496","726142.690800","","0.000000","","","","","","-12.550000","","-11.222435","-12.550000","","","","","","","","D1 PROFILE",""
"60206100001511","Nodes","1511","21.000000","27.077782","Default Known Flow Node","Known Flow","339619.576569","726074.017781","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001529","Nodes","1529","21.000000","31.033701","Default Known Flow Node","Known Flow","339388.372506","726063.401778","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001515","Nodes","1515","21.000000","27.002108","Default Known Flow Node","Known Flow","339621.985567","726096.348415","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001517","Nodes","1517","21.000000","26.994086","Default Known Flow Node","Known Flow","339675.075750","726237.929075","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001510","Nodes","1510","21.000000","30.304833","Default Known Flow Node","Known Flow","339245.951468","726029.802769","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001520","Nodes","1520","21.000000","33.089619","Default Known Flow Node","Known Flow","339496.054536","726292.281840","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001522","Nodes","1522","21.000000","25.784492","DDS demands","Known Flow","339597.536563","726203.920816","","0.000000","","","","","","-17.190000","","-15.371606","-17.190000","","","","","","","","D1 PROFILE",""
"60206100001523","Nodes","1523","21.000000","25.341897","DDS demands","Known Flow","339937.424656","726316.488847","","0.000000","","","","","","-1.139999","","-1.019408","-1.139999","","","","","","","","D1 PROFILE",""
"60206100001525","Nodes","1525","21.000000","33.088809","Default Known Flow Node","Known Flow","339499.517537","726289.905840","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001526","Nodes","1526","21.000000","25.957391","DDS demands","Known Flow","339799.308578","726210.996259","","0.000000","","","","","","-19.639999","","-17.562439","-19.639999","","","","","","","","D1 PROFILE",""
"60206100001530","Nodes","1530","21.000000","25.260017","Default Known Flow Node","Known Flow","339607.860566","726282.755838","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001531","Nodes","1531","21.000000","27.041093","Default Known Flow Node","Known Flow","339678.464585","726239.115826","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001533","Nodes","1533","21.000000","33.127349","Default Known Flow Node","Known Flow","339484.260532","726282.207838","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001535","Nodes","1535","21.000000","33.127349","Default Known Flow Node","Known Flow","339493.746535","726290.036840","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001503","Nodes","1503","21.000000","34.527104","Default Known Flow Node","Known Flow","339543.092548","726257.576831","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001532","Nodes","1532","21.000000","27.001567","Default Known Flow Node","Known Flow","339623.466570","726091.508786","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001536","Nodes","1536","21.000000","26.341564","Default Known Flow Node","Known Flow","339685.647587","726184.542811","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001521","Nodes","1521","21.000000","33.303961","Default Known Flow Node","Known Flow","339505.570538","726272.323835","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001539","Nodes","1539","21.000000","25.260017","Default Known Flow Node","Known Flow","339671.431583","726281.760837","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001540","Nodes","1540,","21.000000","28.130933","DDS demands","Known Flow","339846.403631","726387.504866","","0.000000","","","","-4.119999","","","","-3.684177","-4.119999","","","","","","C4 PROFILE","","",""
"60206100001541","Nodes","Logger id : 9425","21.000000","29.665808","Val Log Cath","Known Flow","339870.153637","726407.760872","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001574","Nodes","1574","21.000000","26.909163","DDS demands","Known Flow","340261.265672","726733.089584","","0.000000","","","","","","-9.149999","","-8.182093","-9.149999","","","","","","","","D1 PROFILE",""
"60206100001551","Nodes","1551","21.000000","25.162700","Default Known Flow Node","Known Flow","339953.501660","726276.248836","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001549","Nodes","1549","21.000000","25.997453","Default Known Flow Node","Known Flow","340077.338694","726429.359878","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001550","Nodes","1550","21.000000","25.339698","DDS demands","Known Flow","339931.389654","726307.734844","","0.000000","-6.000000","","","","","-26.979999","","-29.491305","-32.979998","","","C1 PROFILE","","","","","D1 PROFILE",""
"60206100001553","Nodes","1553","21.000000","25.142212","Default Known Flow Node","Known Flow","339955.161661","726277.656836","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001554","Nodes","1554","21.000000","25.538196","Default Known Flow Node","Known Flow","339972.584665","726250.766829","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001555","Nodes","1555","21.000000","25.802439","Default Known Flow Node","Known Flow","340007.850675","726243.455827","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001556","Nodes","1556","21.000000","26.130043","Default Known Flow Node","Known Flow","340048.380673","726419.098887","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001589","Nodes","1589","21.000000","28.561448","DDS demands","Known Flow","340239.321738","726715.197955","","0.000000","","","","","","-10.649999","","-9.523420","-10.649999","","","","","","","","D1 PROFILE",""
"60206100001560","Nodes","1560","21.000000","27.371468","Default Known Flow Node","Known Flow","340282.805750","726557.566912","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001561","Nodes","1561","21.000000","26.722281","DDS demands","Known Flow","340140.206711","726550.789911","","0.000000","","","","","","-9.069999","","-8.110555","-9.069999","","","","","","","","D1 PROFILE",""
"60206100001562","Nodes","1562","21.000000","26.027694","DDS demands","Known Flow","340222.300733","726600.964924","","0.000000","","","","","","-10.909999","","-9.755916","-10.909999","","","","","","","","D1 PROFILE",""
"60206100001563","Nodes","1563","21.000000","26.747333","Default Known Flow Node","Known Flow","340336.946764","726780.736973","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001564","Nodes","1564","21.000000","26.710863","Default Known Flow Node","Known Flow","340370.797774","726801.865979","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001567","Nodes","1567","21.000000","26.537806","Default Known Flow Node","Known Flow","340419.713787","726832.672987","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001570","Nodes","1570","21.000000","26.709071","Default Known Flow Node","Known Flow","340357.971770","726824.410985","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001579","Nodes","1579","21.000000","26.535712","Default Known Flow Node","Known Flow","340401.110782","726862.729995","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001581","Nodes","1581","21.000000","26.511529","Default Known Flow Node","Known Flow","340389.287779","726872.811998","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001582","Nodes","1582","21.000000","26.120571","Default Known Flow Node","Known Flow","340406.076783","726883.024001","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001583","Nodes","1583","21.000000","26.120571","Default Known Flow Node","Known Flow","340421.021787","726892.366004","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001558","Nodes","1558","21.000000","27.799055","Default Known Flow Node","Known Flow","340436.613792","726840.344989","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001585","Nodes","1585","21.000000","26.604597","DDS demands","Known Flow","340101.085700","726536.200907","","0.000000","","","","","","-2.019999","","-1.806320","-2.019999","","","","","","","","D1 PROFILE",""
"60206100001578","Nodes","1578","21.000000","27.420051","Default Known Flow Node","Known Flow","340349.434768","726720.288957","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001594","Nodes","1594","21.000000","26.611762","Default Known Flow Node","Known Flow","340575.208829","726880.293000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001595","Nodes","1595","21.000000","26.939864","Default Known Flow Node","Known Flow","340588.171833","726810.606981","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001596","Nodes","1596","21.000000","27.197507","DDS demands","Known Flow","340757.732879","726934.111015","","0.000000","-1.409999","","","","","","-5.209999","-5.919722","-6.619999","","","C1 PROFILE","","","","","","I2 PROFILE"
"60206100001609","Nodes","1609","21.000000","27.192470","Default Known Flow Node","Known Flow","340764.276881","726935.833015","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001601","Nodes","1601","21.000000","27.605271","Default Known Flow Node","Known Flow","340641.058847","726904.123007","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001602","Nodes","1602","21.000000","27.205436","Default Known Flow Node","Known Flow","340748.036876","726930.503014","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001604","Nodes","1604","21.000000","27.631474","Default Known Flow Node","Known Flow","340509.564811","726553.307911","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001605","Nodes","1605","21.000000","27.281336","Default Known Flow Node","Known Flow","340462.534799","726593.188922","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001618","Nodes","1618","21.000000","26.465890","Default Known Flow Node","Known Flow","340611.348839","726892.823004","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001607","Nodes","1607","21.000000","27.346749","Default Known Flow Node","Known Flow","340467.763800","726914.087009","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001614","Nodes","1614","21.000000","27.279705","Default Known Flow Node","Known Flow","340817.859185","726957.105356","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001610","Nodes","1610","21.000000","27.192470","Default Known Flow Node","Known Flow","340764.975881","726932.586014","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001611","Nodes","1611","21.000000","26.668402","Default Known Flow Node","Known Flow","341038.800955","727065.790051","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001572","Nodes","1572","21.000000","27.258123","Default Known Flow Node","Known Flow","340457.235797","726639.888935","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001613","Nodes","1613","21.000000","27.274566","Default Known Flow Node","Known Flow","340715.147867","726927.862013","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001615","Nodes","1615","21.000000","26.141145","Default Known Flow Node","Known Flow","340977.608939","726943.531017","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001619","Nodes","1619","21.000000","25.944873","Default Known Flow Node","Known Flow","340967.147936","726934.735015","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001622","Nodes","1622","21.000000","26.355350","Default Known Flow Node","Known Flow","341082.774967","727109.376063","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001633","Nodes","1633","21.000000","26.761783","Default Known Flow Node","Known Flow","340596.368835","726869.884997","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001634","Nodes","1634","21.000000","26.761783","Default Known Flow Node","Known Flow","340604.560837","726869.579997","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001635","Nodes","1635","21.000000","26.474255","Default Known Flow Node","Known Flow","340618.223841","726878.194000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001639","Nodes","1639","21.000000","26.465890","Default Known Flow Node","Known Flow","340611.127839","726900.874006","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001640","Nodes","1640","21.000000","26.465890","Default Known Flow Node","Known Flow","340617.331841","726904.090007","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001644","Nodes","1644","21.000000","26.537144","Default Known Flow Node","Known Flow","340595.176835","726901.386006","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001647","Nodes","1647","21.000000","26.474255","Default Known Flow Node","Known Flow","340609.287839","726892.071003","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001646","Nodes","1646","21.000000","26.691930","Default Known Flow Node","Known Flow","340614.123840","726873.624998","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001650","Nodes","1650","21.000000","27.683137","Default Known Flow Node","Known Flow","340750.764877","726915.867010","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001603","Nodes","1603","21.000000","27.683137","Default Known Flow Node","Known Flow","340732.361872","726912.050009","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001651","Nodes","1651","21.000000","27.683137","Default Known Flow Node","Known Flow","340758.219879","726917.414010","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001654","Nodes","1654","21.000000","26.411298","Default Known Flow Node","Known Flow","341111.886975","727059.301049","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001675","Nodes","1675","21.000000","26.411298","Default Known Flow Node","Known Flow","341114.212976","727061.111049","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001656","Nodes","1656","21.000000","25.638361","Default Known Flow Node","Known Flow","341376.986047","727067.805051","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001658","Nodes","1658","21.000000","23.120835","DDS demands","Known Flow","341512.821084","727123.153066","","0.000000","","","-1.129999","","","-30.280001","","-28.087384","-31.410002","","","","","C3 PROFILE","","","D1 PROFILE",""
"60206100001660","Nodes","1660","21.000000","22.480439","Default Known Flow Node","Known Flow","341532.166090","727040.889044","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001661","Nodes","1661","21.000000","22.480439","Default Known Flow Node","Known Flow","341551.454095","727051.720047","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001662","Nodes","1662","21.000000","26.190091","Default Known Flow Node","Known Flow","341362.557044","727093.194058","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001665","Nodes","1665","21.000000","24.423657","DDS demands","Known Flow","341422.980060","727074.405053","","0.000000","","","","","","-8.680000","","-7.761811","-8.680000","","","","","","","","D1 PROFILE",""
"60206100001666","Nodes","1666","21.000000","23.987130","DDS demands","Known Flow","341428.787062","727063.556050","","0.000000","","-36.700000","","","","","","-32.817798","-36.700000","","","","C2 PROFILE","","","","",""
"60206100001668","Nodes","1668","21.000000","25.927993","DDS demands","Known Flow","341184.432995","727080.329055","","0.000000","","-36.540000","","","","","","-32.674723","-36.540000","","","","C2 PROFILE","","","","",""
"60206100001669","Nodes","1669","21.000000","25.394249","DDS demands","Known Flow","341360.598043","726954.946021","","0.000000","-11.199999","","","","","","","-10.015240","-11.199999","","","C1 PROFILE","","","","","",""
"60206100001657","Nodes","Logger id : 9163","21.000000","25.173015","Val Log Cath","Known Flow","341394.943052","727061.504050","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001659","Nodes","1659","21.000000","22.259353","Default Known Flow Node","Known Flow","341519.282086","727032.373042","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001673","Nodes","1673","21.000000","26.060922","Default Known Flow Node","Known Flow","341149.386986","727139.268071","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001655","Nodes","1655","21.000000","26.411298","Default Known Flow Node","Known Flow","341116.770977","727063.927050","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001674","Nodes","1674","21.000000","26.411298","Default Known Flow Node","Known Flow","341109.806892","727067.584240","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001612","Nodes","1612","21.000000","26.457395","Default Known Flow Node","Known Flow","341051.571959","727042.286044","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001678","Nodes","1678","21.000000","26.161654","Default Known Flow Node","Known Flow","341271.504019","727213.121091","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001706","Nodes","1706","21.000000","24.867904","Default Known Flow Node","Known Flow","341392.987882","727226.875667","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001682","Nodes","1682","21.000000","24.761303","DDS demands","Known Flow","341417.509059","727197.055086","","0.000000","","","","","","-7.519999","","-6.724518","-7.519999","","","","","","","","D1 PROFILE",""
"60206100001683","Nodes","1683","21.000000","24.777333","Default Known Flow Node","Known Flow","341415.307058","727196.140086","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001684","Nodes","1684","21.000000","26.316218","Default Known Flow Node","Known Flow","341427.114061","727139.650071","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001695","Nodes","1695","21.000000","26.231719","DDS demands","Known Flow","341571.746100","727391.758139","","0.000000","","","-4.340000","","","","","-3.880905","-4.340000","","","","","C3 PROFILE","","","",""
"60206100001688","Nodes","1688","21.000000","26.488490","Default Known Flow Node","Known Flow","341686.882132","727383.846137","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001690","Nodes","1690","21.000000","26.290558","DDS demands","Known Flow","341332.019035","727249.399101","","0.000000","","","","","","-3.339999","","-2.986687","-3.339999","","","","","","","","D1 PROFILE",""
"60206100001693","Nodes","1693","21.000000","26.433218","Default Known Flow Node","Known Flow","341356.697042","727100.752060","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001694","Nodes","1694","21.000000","25.254603","DDS demands","Known Flow","341436.590064","727162.683077","","0.000000","","","","","","-1.320000","","-1.180367","-1.320000","","","","","","","","D1 PROFILE",""
"60206100001710","Nodes","1710","21.000000","24.776182","Default Known Flow Node","Known Flow","341420.325059","727188.137084","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001696","Nodes","1696","21.000000","26.231719","Default Known Flow Node","Known Flow","341539.916092","727394.724140","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001671","Nodes","1671,","21.000000","23.504279","Default Known Flow Node","Known Flow","341502.289082","727117.607065","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001698","Nodes","1698","21.000000","26.280366","Default Known Flow Node","Known Flow","341192.467997","727160.867077","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001704","Nodes","1704","21.000000","26.269609","Default Known Flow Node","Known Flow","341197.460999","727164.339078","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001701","Nodes","1701","21.000000","26.402947","Default Known Flow Node","Known Flow","341329.564035","727138.271070","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001702","Nodes","1702","21.000000","26.222951","DDS demands","Known Flow","341523.488087","727342.988126","","0.000000","","","","","","-1.240000","","-1.108830","-1.240000","","","","","","","","D1 PROFILE",""
"60206100001705","Nodes","1705","21.000000","26.269609","Default Known Flow Node","Known Flow","341199.559999","727161.792077","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001681","Nodes","1681","21.000000","24.865753","DDS demands","Known Flow","341395.503053","727228.119095","","0.000000","","","","","","-2.339999","","-2.092469","-2.339999","","","","","","","","D1 PROFILE",""
"60206100001700","Nodes","1700","21.000000","26.184545","Default Known Flow Node","Known Flow","341324.032033","727144.743072","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001711","Nodes","1711","21.000000","25.039063","Default Known Flow Node","Known Flow","341379.007048","727166.855078","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001714","Nodes","1714","21.000000","26.371365","Default Known Flow Node","Known Flow","341579.807103","727385.454138","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001715","Nodes","1715","21.000000","26.184545","Default Known Flow Node","Known Flow","341315.996031","727139.223071","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001716","Nodes","1716","21.000000","24.840275","DDS demands","Known Flow","341492.556079","727236.390097","","0.000000","","","","","","-4.030000","","-3.603698","-4.030000","","","","","","","","D1 PROFILE",""
"60206100001717","Nodes","1717","21.000000","26.124171","Default Known Flow Node","Known Flow","341657.324124","727450.369155","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001718","Nodes","1718","21.000000","26.098732","Default Known Flow Node","Known Flow","341745.799148","727495.834168","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001719","Nodes","1719","21.000000","24.627094","Default Known Flow Node","Known Flow","341799.395162","727458.104157","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001723","Nodes","1723","21.000000","24.630351","Default Known Flow Node","Known Flow","341799.099162","727459.725158","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001724","Nodes","1724","21.000000","24.190094","Default Known Flow Node","Known Flow","341832.520171","727470.692161","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001726","Nodes","1726","21.000000","26.141084","Default Known Flow Node","Known Flow","341774.245156","727509.135171","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001728","Nodes","1728","21.000000","21.178583","Default Known Flow Node","Known Flow","341760.530152","727209.960090","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001731","Nodes","1731","21.000000","26.313173","Default Known Flow Node","Known Flow","341886.696863","727636.509546","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001732","Nodes","1732","21.000000","33.303566","Default Known Flow Node","Known Flow","342140.965255","727447.655155","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001743","Nodes","1743","21.000000","33.519433","Default Known Flow Node","Known Flow","342226.356403","727483.057897","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001729","Nodes","1729","21.000000","21.178583","Default Known Flow Node","Known Flow","341830.632171","727193.028085","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001735","Nodes","1735","21.000000","25.782540","Default Known Flow Node","Known Flow","341852.799177","727633.741205","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001721","Nodes","1721","21.000000","26.087188","Default Known Flow Node","Known Flow","341930.385198","727717.206228","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001736","Nodes","1736","21.000000","25.782540","Default Known Flow Node","Known Flow","341852.271177","727632.685205","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001725","Nodes","1725","21.000000","21.854917","DDS demands","Known Flow","341841.452174","727448.615155","","0.000000","","-39.999997","","","","","","-35.768714","-39.999997","","","","C2 PROFILE","","","","",""
"60206100001740","Nodes","1740","21.000000","27.924293","DDS demands","Known Flow","342010.915220","727820.489256","","0.000000","","","","","","-1.019999","","-0.912102","-1.019999","","","","","","","","D1 PROFILE",""
"60206100001742","Nodes","1742","21.000000","33.020095","DDS demands","Known Flow","342163.587262","727560.913185","","0.000000","","","","","","-0.930000","","-0.831622","-0.930000","","","","","","","","D1 PROFILE",""
"60206100001733","Nodes","1733","21.000000","33.803840","DDS demands","Known Flow","342303.696300","727505.550170","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001749","Nodes","1749","21.000000","32.069118","Default Known Flow Node","Known Flow","342245.735284","727870.592270","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001752","Nodes","1752","21.000000","30.805699","Default Known Flow Node","Known Flow","342255.075286","727993.272303","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206100001745","Nodes","1745","21.000000","27.759541","Default Known Flow Node","Known Flow","342008.417219","727900.648278","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
