"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)"
"60602800000170","Nodes","170","21.000000","47.684603","DDS demands","Known Flow","380791.250000","826973.375000","","0.000000","","","","","-5.223999","","","","-4.671393","-5.223999","","","","","","","D1 PROFILE","","",""
"60602800000165","Nodes","165","21.000000","47.950506","DDS demands","Known Flow","380831.875000","826932.750000","","0.000000","","","","","-2.641999","","","","-2.362523","-2.641999","","","","","","","D1 PROFILE","","",""
"60602800000148","Nodes","148","21.000000","27.676846","DDS demands","Known Flow","380799.125000","827264.625000","","0.000000","","","","","-17.732999","","","","-15.857163","-17.732999","","","","","","","D1 PROFILE","","",""
"60602800000194","Nodes","194","21.000000","27.962999","Default Known Flow Node","Known Flow","380791.656250","827292.000000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60602800000149","Nodes","149","21.000000","28.386176","DDS demands","Known Flow","380783.000000","827322.875000","","0.000000","","","","","-4.199999","","","","-3.755714","-4.199999","","","","","","","D1 PROFILE","","",""
"60602800000169","Nodes","169","21.000000","46.791641","DDS demands","Known Flow","380990.125000","826944.375000","","0.000000","","","","","-8.579999","","","","-7.672388","-8.579999","","","","","","","D1 PROFILE","","",""
"606028-19","Nodes","-19","21.000000","46.860859","Default Known Flow Node","Known Flow","380991.500000","826927.125000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60602800000167","Nodes","167","21.000000","47.089090","DDS demands","Known Flow","380893.500000","826968.625000","","0.000000","","","","","-14.326999","","","","-12.811458","-14.326999","","","","","","","D1 PROFILE","","",""
"60602800000168","Nodes","168","21.000000","47.252269","DDS demands","Known Flow","380975.125000","826972.625000","","0.000000","","","","","-5.104000","","","","-4.564087","-5.104000","","","","","","","D1 PROFILE","","",""
"60602800000155","Nodes","155","21.000000","48.019531","DDS demands","Known Flow","380790.750000","826946.250000","","0.000000","","","","","-1.034999","","","","-0.925515","-1.034999","","","","","","","D1 PROFILE","","",""
"606028-16","Nodes","-16","21.000000","47.857481","Default Known Flow Node","Known Flow","380792.375000","826918.250000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60602800000161","Nodes","161","21.000000","48.902732","DDS demands","Known Flow","380726.875000","826942.750000","","0.000000","","","","","-4.942999","","","","-4.420118","-4.942999","","","","","","","D1 PROFILE","","",""
"60602800000171","Nodes","171, ""PROVOST FLORENCE DRIVE RRI.""","21.000000","49.999998","Default Known Pressure Node","Known Pressure","380706.750000","826941.500000","","999998.967025","","","","","","","","","36.441164","40.751998","","","","","","","","","",""
"60602800000162","Nodes","162","21.000000","48.567817","DDS demands","Known Flow","380730.375000","826868.500000","","0.000000","","","","","-6.058000","","","","-5.417171","-6.058000","","","","","","","D1 PROFILE","","",""
"606028-26","Nodes","-26","21.000000","49.999998","Default Known Flow Node","Known Flow","380706.750000","826940.750000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60602800000156","Nodes","156","21.000000","47.836531","DDS demands","Known Flow","380794.250000","826901.125000","","0.000000","","","","","-4.230000","","","","-3.782541","-4.230000","","","","","","","D1 PROFILE","","",""
"606028-1462528","Nodes","-1462528","21.000000","47.857481","Default Known Flow Node","Known Flow","380815.125000","826918.875000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"606028-22","Nodes","-22","21.000000","46.945788","Default Known Flow Node","Known Flow","380896.375000","826933.500000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"606028-1462480","Nodes","-1462480","21.000000","46.945788","Default Known Flow Node","Known Flow","380880.000000","826933.250000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"606028-1462503","Nodes","-1462503","21.000000","46.604022","Default Known Flow Node","Known Flow","380992.250000","826916.875000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60602800000095","Nodes","95","21.000000","26.559017","DDS demands","Known Flow","381054.875000","826939.625000","","0.000000","","","","","-4.340000","","","","-3.880905","-4.340000","","","","","","","D1 PROFILE","","",""
"60602800000096","Nodes","96","21.000000","26.773663","DDS demands","Known Flow","381115.250000","826938.250000","","0.000000","","","","","-5.355000","","","","-4.788536","-5.355000","","","","","","","D1 PROFILE","","",""
"60602800000098","Nodes","98","21.000000","26.379905","DDS demands","Known Flow","381072.125000","826898.250000","","0.000000","","","","","-3.375999","","","","-3.018879","-3.375999","","","","","","","D1 PROFILE","","",""
"60602800000097","Nodes","97","21.000000","26.584080","DDS demands","Known Flow","381142.000000","826916.375000","","0.000000","","","","","-2.049999","","","","-1.833146","-2.049999","","","","","","","D1 PROFILE","","",""
"60602800000099","Nodes","99","21.000000","26.155938","DDS demands","Known Flow","381102.250000","826873.875000","","0.000000","","","","","-0.864000","","","","-0.772604","-0.864000","","","","","","","D1 PROFILE","","",""
"606028-62","Nodes","-62","21.000000","23.780961","Default Known Flow Node","Known Flow","380406.625000","827176.625000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60602800000032","Nodes","32, ""332544  73313-01"", ""COMMERCIAL ROAD"", 9.30","22.999998","23.627189","CSEP DDS Matched","Known Flow","380400.875000","827064.375000","","0.000000","-1.399999","","","","","-7.840000","","","-8.262572","-9.240000","","","C1 PROFILE","","","","","DC PROFILE","",""
"60602800000029","Nodes","29","21.000000","23.673154","Default Known Flow Node","Known Flow","380427.500000","827192.875000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"606028-1462470","Nodes","-1462470","21.000000","23.673154","Default Known Flow Node","Known Flow","380426.375000","827193.125000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60602800000030","Nodes","30","21.000000","23.516990","DDS demands","Known Flow","380416.625000","827176.000000","","0.000000","","","","","-9.967000","","","","-8.912669","-9.967000","","","","","","","D1 PROFILE","","",""
"60602800000031","Nodes","31","21.000000","23.786306","Default Known Flow Node","Known Flow","380407.125000","827197.750000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"606028-1462541","Nodes","-1462541","21.000000","23.786306","Default Known Flow Node","Known Flow","380410.125000","827197.000000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"606028-1462487","Nodes","-1462487","21.000000","23.786306","Default Known Flow Node","Known Flow","380392.250000","827201.125000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60602800000193","Nodes","193","21.000000","49.946491","DDS demands","Known Flow","380325.000000","827155.125000","","0.000000","","","","","-4.018999","","","","-3.593861","-4.018999","","","","","","","D1 PROFILE","","",""
"606028-1462478","Nodes","-1462478","21.000000","49.904085","Default Known Flow Node","Known Flow","380319.125000","827140.875000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"606028-1462500","Nodes","-1462500","21.000000","49.946491","Default Known Flow Node","Known Flow","380346.000000","827149.750000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60602800000037","Nodes","37","21.000000","27.582839","DDS demands","Known Flow","380896.125000","827226.625000","","0.000000","-15.810000","","","","-1.828999","","","","-15.773108","-17.639000","","","C1 PROFILE","","","","D1 PROFILE","","",""
"606028-78","Nodes","-78","21.000000","27.541089","Default Known Flow Node","Known Flow","380891.500000","827221.500000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60602800000131","Nodes","131","21.000000","27.004857","DDS demands","Known Flow","380880.250000","827241.375000","","0.000000","","","","","-11.303000","","","","-10.107343","-11.303000","","","","","","","D1 PROFILE","","",""
"606028-86","Nodes","-86","21.000000","27.134548","Default Known Flow Node","Known Flow","380860.375000","827240.875000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60602800000084","Nodes","84","21.000000","28.936778","DDS demands","Known Flow","380759.500000","827375.625000","","0.000000","-0.930000","","","","-18.978999","","","","-17.802981","-19.908998","","","C1 PROFILE","","","","D1 PROFILE","","",""
"606028-106","Nodes","-106","21.000000","28.841074","Default Known Flow Node","Known Flow","380753.250000","827375.250000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"606028-1462517","Nodes","-1462517","21.000000","26.934883","Default Known Flow Node","Known Flow","380637.625000","827374.875000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
