"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(PL-AF)"
"60202100001035","Nodes","","21.000000","26.371383","Default Known Flow Node","Known Flow","326824.170088","686270.846950","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60202100001036","Nodes","","21.000000","26.290880","Default Known Flow Node","Known Flow","326832.284090","686269.679950","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60202100001037","Nodes","","21.000000","26.491338","Default Known Flow Node","Known Flow","326908.364110","686202.645932","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60202100001118","Nodes","","21.000000","26.491338","Default Known Flow Node","Known Flow","326907.768110","686204.167932","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60202100001038","Nodes","","21.000000","26.518776","Default Known Flow Node","Known Flow","326913.275112","686208.178933","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60202100001039","Nodes","","21.000000","26.526917","Default Known Flow Node","Known Flow","326914.171112","686206.071932","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60202100001040","Nodes","","21.000000","28.769501","Default Known Flow Node","Known Flow","326926.404115","686616.368044","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60202100001133","Nodes","","21.000000","30.162664","Default Known Flow Node","Known Flow","326915.637112","686704.373068","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60202100001042","Nodes","1042","21.000000","25.650912","DDS demands","Known Flow","326387.053969","686390.561983","","0.000000","","","","-2.309999","","","","-2.065643","-2.309999","","","","","","D1 PROFILE","","",""
"60202100001044","Nodes","","21.000000","23.771402","Default Known Flow Node","Known Flow","326670.663046","686303.981959","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60202100001045","Nodes","","21.000000","25.768902","Default Known Flow Node","Known Flow","326753.037068","686420.334991","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60202100001046","Nodes","","21.000000","27.139769","Default Known Flow Node","Known Flow","326761.657071","686561.084029","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60202100001048","Nodes","","21.000000","27.159238","Default Known Flow Node","Known Flow","326754.922069","686574.078033","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60202100001047","Nodes","","21.000000","27.115763","Default Known Flow Node","Known Flow","326745.610066","686588.018036","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60202100001050","Nodes","","21.000000","26.273246","Default Known Flow Node","Known Flow","326791.506079","686361.875975","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
