"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)"
"60208100000003","Nodes","3","21.000000","28.744806","DDS demands","Known Flow","300295.371869","689353.200789","","0.000000","","","","-6.719999","","0.000000","0.000000","","","","","","D1 PROFILE",""
"60208100001026","Nodes","-59080","21.000000","28.947699","Default Known Flow Node","Known Flow","300295.600869","689358.543790","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60208100000038","Nodes","38","21.000000","28.914715","DDS demands","Known Flow","300299.845870","689314.671778","","0.000000","","","","-14.449999","","-12.921448","-14.449999","","","","","","D1 PROFILE",""
"60208100000040","Nodes","40","21.000000","28.810404","DDS demands","Known Flow","300295.270869","689398.881801","","0.000000","","","","-4.689999","","-4.193881","-4.689999","","","","","","D1 PROFILE",""
"60208100000041","Nodes","41","21.000000","28.818089","DDS demands","Known Flow","300333.937879","689392.494800","","0.000000","","","","-5.209999","","-4.658875","-5.209999","","","","","","D1 PROFILE",""
"60208100000006","Nodes","6","21.000000","28.853842","DDS demands","Known Flow","300296.784869","689469.378820","","0.000000","","","","-7.020000","","-6.277409","-7.020000","","","","","","D1 PROFILE",""
"60208100000002","Nodes","P07115761, Houldsworth Street, -21.05","24.000000","28.556909","CSEP DDS Matched","Known Flow","300207.873674","689378.528128","","0.000000","","","","","-21.049999","-18.823285","-21.049999","","","","","","","DC PROFILE"
"60208100001024","Nodes","-59077","21.000000","28.460909","Default Known Flow Node","Known Flow","300209.848841","689392.465672","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60208100001025","Nodes","-59079","21.000000","29.004603","DDS demands","Known Flow","300230.984154","689322.457779","","0.000000","-4.330000","","","","","-3.871963","-4.330000","","","C1 PROFILE","","","",""
"60208100001030","Nodes","-59089","21.000000","24.296255","Default Known Flow Node","Known Flow","300404.455898","689689.356880","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60208100000035","Nodes","35","21.000000","24.296255","DDS demands","Known Flow","300402.108898","689683.388879","","0.000000","","","","-10.750000","","-9.612842","-10.750000","","","","","","D1 PROFILE",""
"60208100000016","Nodes","16","21.000000","24.463758","DDS demands","Known Flow","300473.963917","689671.848876","","0.000000","","","","-2.369999","","-2.119296","-2.369999","","","","","","D1 PROFILE",""
"60208100000037","Nodes","37","21.000000","27.305702","DDS demands","Known Flow","300210.328846","689499.533829","","0.000000","","","","-12.870000","","-11.508585","-12.870000","","","","","","D1 PROFILE",""
"60208100000042","Nodes","42","21.000000","26.101186","DDS demands","Known Flow","300324.666877","689516.495833","","0.000000","","","","-12.119999","","-10.837920","-12.119999","","","","","","D1 PROFILE",""
"60208100000043","Nodes","43","21.000000","26.040941","DDS demands","Known Flow","300386.580274","689516.382871","","0.000000","-12.720000","","","-26.219999","","-34.820844","-38.940000","","","C1 PROFILE","","","D1 PROFILE",""
"60208100001029","Nodes","-59088","21.000000","26.040941","Default Known Flow Node","Known Flow","300391.620895","689516.717833","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60208100000055","Nodes","55","21.000000","25.738894","DDS demands","Known Flow","300471.787917","689525.739836","","0.000000","","","","-7.809999","","-6.983841","-7.809999","","","","","","D1 PROFILE",""
"60208100000054","Nodes","54","21.000000","25.738894","Default Known Flow Node","Known Flow","300469.413916","689543.492841","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60208100001028","Nodes","-59087","21.000000","25.697985","DDS demands","Known Flow","300373.024890","689563.410846","","0.000000","","","","-7.170000","","-6.411542","-7.170000","","","","","","D1 PROFILE",""
"60208100000036","Nodes","36","21.000000","24.636193","DDS demands","Known Flow","300450.535911","689642.282867","","0.000000","","","","-8.520000","","-7.618736","-8.520000","","","","","","D1 PROFILE",""
"60208100001032","Nodes","-59091","21.000000","25.228455","Default Known Flow Node","Known Flow","300427.007905","689612.660859","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60208100000032","Nodes","32","21.000000","25.289142","DDS demands","Known Flow","300420.616903","689617.954861","","0.000000","","","","-20.820000","","-18.617616","-20.820000","","","","","","D1 PROFILE",""
"60208100000018","Nodes","18","21.000000","24.573612","Default Known Flow Node","Known Flow","300495.087923","689699.624883","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60208100000059","Nodes","59","21.000000","24.784872","DDS demands","Known Flow","300491.679922","689909.391940","","0.000000","","","","-2.309999","","-2.065643","-2.309999","","","","","","D1 PROFILE",""
"60208100000062","Nodes","62","21.000000","24.572453","DDS demands","Known Flow","300437.836908","689893.372936","","0.000000","","","","-6.489999","","-5.803474","-6.489999","","","","","","D1 PROFILE",""
"60208100000061","Nodes","61","21.000000","25.092058","DDS demands","Known Flow","300322.465876","689605.916858","","0.000000","","","","-1.840000","","-1.645360","-1.840000","","","","","","D1 PROFILE",""
"60208100001031","Nodes","-59090","21.000000","25.139824","Default Known Flow Node","Known Flow","300424.262904","689609.429859","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60208100000056","Nodes","56","21.000000","25.811872","DDS demands","Known Flow","300557.211940","689525.550836","","0.000000","","","","-1.590000","","-1.421806","-1.590000","","","","","","D1 PROFILE",""
"60208100000034","Nodes","34","21.000000","23.939633","DDS demands","Known Flow","300510.653927","689588.295853","","0.000000","","","","-12.749999","","-11.401277","-12.749999","","","","","","D1 PROFILE",""
"60208100000019","Nodes","19","21.000000","24.560891","DDS demands","Known Flow","300508.682927","689686.342879","","0.000000","","","","-2.910000","","-2.602174","-2.910000","","","","","","D1 PROFILE",""
"60208100001034","Nodes","-59098","21.000000","23.939633","Default Known Flow Node","Known Flow","300518.565929","689593.336854","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60208100000024","Nodes","24","21.000000","24.515087","DDS demands","Known Flow","300576.743945","689678.215877","","0.000000","","","","-3.390000","","-3.031398","-3.390000","","","","","","D1 PROFILE",""
"60208100001036","Nodes","-59101","21.000000","24.453587","Default Known Flow Node","Known Flow","300544.896937","689630.301864","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60208100000021","Nodes","21","21.000000","24.554303","DDS demands","Known Flow","300518.357929","689677.849877","","0.000000","","","","-5.429999","","-4.855602","-5.429999","","","","","","D1 PROFILE",""
"60208100000022","Nodes","22","21.000000","24.541146","DDS demands","Known Flow","300559.499941","689716.320888","","0.000000","","","","-1.820000","","-1.627476","-1.820000","","","","","","D1 PROFILE",""
"60208100001037","Nodes","-59102","21.000000","24.455502","Default Known Flow Node","Known Flow","300557.838940","689647.523869","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60208100000020","Nodes","P00102646, Rintoul Avenue, -119.54","24.000000","24.889566","CSEP DDS Matched","Known Flow","300524.181694","689773.936237","","0.000000","","","","","-119.540003","-106.894812","-119.540003","","","","","","","DC PROFILE"
"60208100000058","Nodes","58","21.000000","25.060950","Default Known Flow Node","Known Flow","300558.746940","689882.964933","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60208100000057","Nodes","57","21.000000","25.060950","Default Known Flow Node","Known Flow","300571.275944","689897.241937","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60208100001035","Nodes","-59099","21.000000","24.930070","DDS demands","Known Flow","300526.770932","689780.717905","","0.000000","","-36.290001","","-8.790000","","-40.311342","-45.080000","","","","C2 PROFILE","","D1 PROFILE",""
"60208100001033","Nodes","-59095","21.000000","24.974487","Default Known Flow Node","Known Flow","300498.389924","689785.872907","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60208100000025","Nodes","25","21.000000","24.364559","DDS demands","Known Flow","300540.517935","689625.075863","","0.000000","","","","-3.910000","","-3.496392","-3.910000","","","","","","D1 PROFILE",""
"60208100000026","Nodes","26","21.000000","24.435014","DDS demands","Known Flow","300574.445945","689645.225868","","0.000000","","","","-2.419999","","-2.164007","-2.419999","","","","","","D1 PROFILE",""
"60208100001023","Nodes","-357180","21.000000","29.003777","Default Known Flow Node","Known Flow","300207.563845","689339.298785","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60208100001022","Nodes","-357178","21.000000","29.882474","Default Known Flow Node","Known Flow","300154.877831","689326.229781","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60208100000053","Nodes","Blairhall DG, Tel, Clocked, Site ID 2044","21.000000","30.000000","Default Known Pressure Node","Known Pressure","300150.977829","689329.132782","","600.000000","","","","","","396.666121","443.590004","","","","","","",""
