"NAME","TYPE","FlowCategoryTotalVolumetricFlow","FlowCategoryTotalThermalFlow","FlowCategoryMultiplier","FlowCategoryType","CategoryActive"
"Base Volumetric","Flow Categories","0.000000","0.000000","1.000000","Volumetric","-1.000000"
"Base Thermal","Flow Categories","","","1.000000","Thermal","-1.000000"
"D1","Flow Categories","-239.219998","0.000000","1.000000","Volumetric","-1.000000"
"I2","Flow Categories","-54.219998","0.000000","1.000000","Volumetric","-1.000000"
"C3","Flow Categories","-3.170000","0.000000","1.000000","Volumetric","-1.000000"
"PL-AF","Flow Categories","-32.299999","0.000000","1.000000","Volumetric","-1.000000"
"Base Diversified Volumetric","Flow Categories","","","1.000000","Diversified Volumetric","-1.000000"
"Base Diversified Thermal","Flow Categories","","","1.000000","Diversified Thermal","-1.000000"
"CT","Flow Categories","-44.770000","0.000000","1.000000","Volumetric","-1.000000"
"DC","Flow Categories","-27.780001","0.000000","1.000000","Volumetric","-1.000000"
"C1","Flow Categories","-14.409999","0.000000","1.000000","Volumetric","-1.000000"
"DM","Flow Categories","","","1.000000","Volumetric","0"
"PL-DC","Flow Categories","-31.940000","0.000000","1.000000","Volumetric","0"
