"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)"
"60602200000184","Nodes","184","21.000000","22.729098","DDS demands","Known Flow","348568.958759","868373.826055","","0.000000","","","","-11.449999","-10.238795","-11.449999","","","","","","D1 PROFILE"
"60602200002162","Nodes","-184","21.000000","22.729098","Default Known Flow Node","Known Flow","348624.035019","868347.665495","","0.000000","","","","","0.000000","0.000000","","","","","",""
"60602200002150","Nodes","-1462501","21.000000","24.477643","Default Known Flow Node","Known Flow","348887.482091","868432.485518","","0.000000","","","","","0.000000","0.000000","","","","","",""
"60602200002170","Nodes","-42","21.000000","24.477643","DDS demands","Known Flow","348862.941085","868435.419519","","0.000000","","","","-4.230000","-3.782541","-4.230000","","","","","","D1 PROFILE"
"60602200000062","Nodes","62","21.000000","25.792062","DDS demands","Known Flow","348981.297594","868422.873512","","0.000000","","","-4.369999","-6.340000","-9.577073","-10.710000","","","","","C4 PROFILE","D1 PROFILE"
"60602200001001","Nodes","1001","21.000000","26.112279","Default Known Flow Node","Known Flow","348994.700183","868397.158536","","0.000000","","","","","0.000000","0.000000","","","","","",""
"60602200000103","Nodes","103","21.000000","24.722702","DDS demands","Known Flow","348860.059084","868410.548512","","0.000000","","","","-18.219999","-16.292649","-18.219999","","","","","","D1 PROFILE"
"60602200000080","Nodes","80","21.000000","25.598142","DDS demands","Known Flow","348785.339046","868213.079747","","0.000000","","","","-10.010000","-8.951121","-10.010000","","","","","","D1 PROFILE"
"60602200000081","Nodes","81","21.000000","25.598142","Default Known Flow Node","Known Flow","348846.009080","868196.099454","","0.000000","","","","","0.000000","0.000000","","","","","",""
"60602200000079","Nodes","79","21.000000","26.331374","DDS demands","Known Flow","348601.472013","868220.517460","","0.000000","","","","-9.699999","-8.673912","-9.699999","","","","","","D1 PROFILE"
"60602200000190","Nodes","190","21.000000","26.007546","DDS demands","Known Flow","348754.555258","868220.259232","","0.000000","","","","-8.180000","-7.314702","-8.180000","","","","","","D1 PROFILE"
"60602200000078","Nodes","78","21.000000","26.509047","DDS demands","Known Flow","348690.848038","868294.953480","","0.000000","","","","-16.309999","-14.584693","-16.309999","","","","","","D1 PROFILE"
"60602200000074","Nodes","74","21.000000","26.507226","DDS demands","Known Flow","348619.086018","868317.790487","","0.000000","","","","-9.819999","-8.781219","-9.819999","","","","","","D1 PROFILE"
"60602200002160","Nodes","-15","21.000000","26.444974","Default Known Flow Node","Known Flow","348633.172022","868266.069473","","0.000000","","","","","0.000000","0.000000","","","","","",""
"60602200000022","Nodes","22","21.000000","23.027516","DDS demands","Known Flow","348669.167032","868478.466530","","0.000000","","","","-12.250000","-10.954169","-12.250000","","","","","","D1 PROFILE"
"60602200000196","Nodes","196","21.000000","23.027516","Default Known Flow Node","Known Flow","348742.398052","868494.390535","","0.000000","","","","","0.000000","0.000000","","","","","",""
"60602200000195","Nodes","195","21.000000","22.848659","DDS demands","Known Flow","348589.567010","868464.890527","","0.000000","","","","-9.620000","-8.602376","-9.620000","","","","","","D1 PROFILE"
"60602200000105","Nodes","105","21.000000","22.705953","DDS demands","Known Flow","348742.830052","868385.931505","","0.000000","","","","-19.639999","-17.562439","-19.639999","","","","","","D1 PROFILE"
"60602200000194","Nodes","194","21.000000","22.274398","DDS demands","Known Flow","348662.488030","868399.365509","","0.000000","","","","-8.770000","-7.842291","-8.770000","","","","","","D1 PROFILE"
"60602200000066","Nodes","66","21.000000","24.200917","DDS demands","Known Flow","348857.522083","868436.109519","","0.000000","","","","-8.100000","-7.243165","-8.100000","","","","","","D1 PROFILE"
"60602200000104","Nodes","104","21.000000","23.314360","DDS demands","Known Flow","348685.833036","868439.850520","","0.000000","","","","-18.830000","-16.838123","-18.830000","","","","","","D1 PROFILE"
"60602200000110","Nodes","110","21.000000","23.449689","DDS demands","Known Flow","348839.100078","868369.375501","","0.000000","","","","-6.939999","-6.205872","-6.939999","","","","","","D1 PROFILE"
"60602200000111","Nodes","111","21.000000","23.214782","DDS demands","Known Flow","348832.626076","868332.402491","","0.000000","","","","-4.709999","-4.211766","-4.709999","","","","","","D1 PROFILE"
"60602200002152","Nodes","-1462504","21.000000","26.444974","Default Known Flow Node","Known Flow","348632.143022","868274.386475","","0.000000","","","","","0.000000","0.000000","","","","","",""
"60602200002166","Nodes","-29","21.000000","22.745064","Default Known Flow Node","Known Flow","348685.096036","868342.632493","","0.000000","","","","","0.000000","0.000000","","","","","",""
"60602200000112","Nodes","112","21.000000","22.722280","DDS demands","Known Flow","348686.783037","868351.800496","","0.000000","","","","-6.350000","-5.678283","-6.350000","","","","","","D1 PROFILE"
"60602200002159","Nodes","-1462521","21.000000","22.745064","Default Known Flow Node","Known Flow","348683.737036","868336.857492","","0.000000","","","","","0.000000","0.000000","","","","","",""
