"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-PL)"
"60603300000181","Nodes","181","21.000000","32.205710","DDS demands","Known Flow","382910.901349","806798.986747","","0.000000","","","","-13.520000","","","","","","-12.089825","-13.520000","","","","","","D1 PROFILE","","","","",""
"60603300002601","Nodes","-268","21.000000","32.205710","Default Known Flow Node","Known Flow","382922.636413","806797.930813","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603300000070","Nodes","70","21.000000","30.201956","DDS demands","Known Flow","382798.509329","806803.679152","","0.000000","","","","-24.420000","","","","","","-21.836802","-24.420000","","","","","","D1 PROFILE","","","","",""
"60603300000069","Nodes","69","21.000000","29.800888","DDS demands","Known Flow","382793.538317","806862.771764","","0.000000","","","","-10.529999","","","","","","-9.416113","-10.529999","","","","","","D1 PROFILE","","","","",""
"60603300000071","Nodes","71","21.000000","31.460600","DDS demands","Known Flow","382865.049337","806899.264774","","0.000000","","","","-13.959999","","","","","","-12.483281","-13.959999","","","","","","D1 PROFILE","","","","",""
"60603300000067","Nodes","67","21.000000","30.376248","DDS demands","Known Flow","382677.031645","806848.401731","","0.000000","","","","-14.529999","","","","","","-12.992986","-14.529999","","","","","","D1 PROFILE","","","","",""
"60603300000068","Nodes","68","21.000000","30.019192","DDS demands","Known Flow","382749.856207","806858.147189","","0.000000","","","","-8.729999","","","","","","-7.806521","-8.729999","","","","","","D1 PROFILE","","","","",""
"60603300000064","Nodes","64","21.000000","30.754729","DDS demands","Known Flow","382698.646292","806914.784778","","0.000000","","","","-21.200001","","","","","","-18.957421","-21.200001","","","","","","D1 PROFILE","","","","",""
"60603300000065","Nodes","65","21.000000","30.912988","DDS demands","Known Flow","382654.682280","806984.742797","","0.000000","","","","-24.199999","","","","","","-21.640074","-24.199999","","","","","","D1 PROFILE","","","","",""
"60603300000063","Nodes","63","21.000000","31.722030","DDS demands","Known Flow","382769.325799","806946.704433","","0.000000","","","","-17.419999","","","","","","-15.577275","-17.419999","","","","","","D1 PROFILE","","","","",""
"60603300000066","Nodes","66","21.000000","30.865117","DDS demands","Known Flow","382735.397302","806991.703799","","0.000000","","","","-5.019999","","","","","","-4.488973","-5.019999","","","","","","D1 PROFILE","","","","",""
"60603300000073","Nodes","73","21.000000","32.572732","DDS demands","Known Flow","382956.802362","806950.057788","","0.000000","","","","-16.790000","","","","","","-15.013919","-16.790000","","","","","","D1 PROFILE","","","","",""
"60603300000241","Nodes","241","21.000000","32.597059","Default Known Flow Node","Known Flow","382990.345518","806987.256700","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603300002602","Nodes","-285","21.000000","32.616084","Default Known Flow Node","Known Flow","382961.079363","806972.162794","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603300000074","Nodes","74","21.000000","32.727087","DDS demands","Known Flow","382962.074363","806981.032796","","0.000000","","","","-1.860000","","","","","","-1.663245","-1.860000","","","","","","D1 PROFILE","","","","",""
"60603300000155","Nodes","155","21.000000","32.726692","DDS demands","Known Flow","382974.784131","806978.660355","","0.000000","","","","-1.299999","","","","","","-1.162483","-1.299999","","","","","","D1 PROFILE","","","","",""
"60603300000319","Nodes","319","21.000000","33.857834","DDS demands","Known Flow","382653.514279","806577.748687","","0.000000","","","","-12.319999","","","","","","-11.016764","-12.319999","","","","","","D1 PROFILE","","","","",""
"60603300002598","Nodes","-258","21.000000","32.110505","Default Known Flow Node","Known Flow","382789.521895","806674.493810","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603300002599","Nodes","-259","21.000000","32.112359","Default Known Flow Node","Known Flow","382803.617958","806682.486486","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603300000156","Nodes","156","21.000000","31.733785","DDS demands","Known Flow","383173.893421","806939.620785","","0.000000","","","","-9.779999","","","","","","-8.745450","-9.779999","","","","","","D1 PROFILE","","","","",""
"60603300000322","Nodes","322","21.000000","43.304715","DDS demands","Known Flow","381759.694036","807323.630890","","0.000000","","","","-5.929999","","","","","","-5.302711","-5.929999","","","","","","D1 PROFILE","","","","",""
"60603300000321","Nodes","321","21.000000","43.139579","DDS demands","Known Flow","381779.905042","807298.667883","","0.000000","","","","-5.949999","","","","","","-5.320596","-5.949999","","","","","","D1 PROFILE","","","","",""
"60603300000304","Nodes","304","21.000000","44.357380","DDS demands","Known Flow","381918.817079","807397.258910","","0.000000","","","","-1.590000","","","","","","-1.421806","-1.590000","","","","","","D1 PROFILE","","","","",""
"60603300000303","Nodes","303","21.000000","44.358083","DDS demands","Known Flow","381942.333086","807391.797908","","0.000000","","","","-7.519999","","","","","","-6.724518","-7.519999","","","","","","D1 PROFILE","","","","",""
"60603300002558","Nodes","-1462480","21.000000","37.391702","Default Known Flow Node","Known Flow","381896.971073","807260.912873","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603300000226","Nodes","226","21.000000","37.391702","DDS demands","Known Flow","381875.806068","807245.615868","","0.000000","","","","-18.719999","","","","","","-16.739759","-18.719999","","","","","","D1 PROFILE","","","","",""
"60603300000323","Nodes","323","21.000000","43.100472","DDS demands","Known Flow","381759.674036","807292.251881","","0.000000","","","","-4.739999","","","","","","-4.238592","-4.739999","","","","","","D1 PROFILE","","","","",""
"60603300000308","Nodes","308","21.000000","43.926756","DDS demands","Known Flow","381838.800058","807300.732883","","0.000000","","","","-4.099999","","","","","","-3.666293","-4.099999","","","","","","D1 PROFILE","","","","",""
"60603300000307","Nodes","307","21.000000","44.031760","DDS demands","Known Flow","381868.884066","807291.706881","","0.000000","","","","-7.250000","","","","","","-6.483080","-7.250000","","","","","","D1 PROFILE","","","","",""
"60603300000306","Nodes","306","21.000000","44.037851","DDS demands","Known Flow","381906.048076","807273.237876","","0.000000","","","","-4.760000","","","","","","-4.256477","-4.760000","","","","","","D1 PROFILE","","","","",""
"60603300000293","Nodes","293","21.000000","37.123604","DDS demands","Known Flow","381905.663076","807178.055850","","0.000000","","","","-4.320000","","","","","","-3.863021","-4.320000","","","","","","D1 PROFILE","","","","",""
"60603300000224","Nodes","224","21.000000","37.412607","DDS demands","Known Flow","381837.485057","807222.149862","","0.000000","","","","-7.389999","","","","","","-6.608270","-7.389999","","","","","","D1 PROFILE","","","","",""
"60603300000225","Nodes","225","21.000000","37.561637","DDS demands","Known Flow","381780.742042","807244.945868","","0.000000","","","","-3.989999","","","","","","-3.567929","-3.989999","","","","","","D1 PROFILE","","","","",""
"60603300000222","Nodes","222","21.000000","37.837457","DDS demands","Known Flow","381829.002055","807168.601847","","0.000000","","","","-9.359999","","","","","","-8.369879","-9.359999","","","","","","D1 PROFILE","","","","",""
"60603300000310","Nodes","310","21.000000","34.880698","DDS demands","Known Flow","381721.484026","807151.182843","","0.000000","","","","-6.000000","","","","","","-5.365307","-6.000000","","","","","","D1 PROFILE","","","","",""
"60603300000311","Nodes","311","21.000000","34.219063","DDS demands","Known Flow","381720.853026","807115.116833","","0.000000","","","","-15.120000","","","","","","-13.520574","-15.120000","","","","","","D1 PROFILE","","","","",""
"60603300000312","Nodes","312","21.000000","34.142456","DDS demands","Known Flow","381720.444025","807076.127822","","0.000000","","","","-5.579999","","","","","","-4.989735","-5.579999","","","","","","D1 PROFILE","","","","",""
"60603300000313","Nodes","313","21.000000","33.372762","DDS demands","Known Flow","381842.227059","807094.419827","","0.000000","","","","-13.049999","","","","","","-11.669543","-13.049999","","","","","","D1 PROFILE","","","","",""
"60603300000221","Nodes","221","21.000000","38.376389","Default Known Flow Node","Known Flow","381823.421053","807128.555837","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603300000291","Nodes","291","21.000000","41.503430","DDS demands","Known Flow","381902.605578","807103.785833","","0.000000","","","","-4.419999","","","","","","-3.952443","-4.419999","","","","","","D1 PROFILE","","","","",""
"60603300000223","Nodes","223","21.000000","37.911783","DDS demands","Known Flow","381783.870043","807181.939851","","0.000000","","","","-1.990000","","","","","","-1.779493","-1.990000","","","","","","D1 PROFILE","","","","",""
"60603300002619","Nodes","","21.000000","27.762249","DDS demands","Known Flow","381635.385977","807014.605830","","0.000000","","","","-5.980000","","","","","","-5.347423","-5.980000","","","","","","D1 PROFILE","","","","",""
"60603300000314","Nodes","314","21.000000","33.263693","DDS demands","Known Flow","381842.156059","807067.284820","","0.000000","","","","-10.199999","","","","","","-9.121022","-10.199999","","","","","","D1 PROFILE","","","","",""
"60603300002571","Nodes","-1462588","21.000000","33.372762","Default Known Flow Node","Known Flow","381850.684061","807094.080827","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603300000315","Nodes","315","21.000000","32.855008","DDS demands","Known Flow","381788.616192","807018.367028","","0.000000","","","","-6.780000","","","","","","-6.062797","-6.780000","","","","","","D1 PROFILE","","","","",""
"60603300000285","Nodes","285","21.000000","44.344636","DDS demands","Known Flow","381987.013098","807014.375805","","0.000000","","","","-10.779999","","","","","","-9.639668","-10.779999","","","","","","D1 PROFILE","","","","",""
"60603300000287","Nodes","287","21.000000","44.334617","DDS demands","Known Flow","381980.418096","807018.356807","","0.000000","","","","-7.099999","","","","","","-6.348946","-7.099999","","","","","","D1 PROFILE","","","","",""
"60603300000286","Nodes","286","21.000000","43.446225","DDS demands","Known Flow","381960.014091","806911.265777","","0.000000","","","","-12.270000","","","","","","-10.972053","-12.270000","","","","","","D1 PROFILE","","","","",""
"60603300000292","Nodes","292","21.000000","41.384597","DDS demands","Known Flow","381886.793071","807047.099814","","0.000000","","","","-4.340000","","","","","","-3.880905","-4.340000","","","","","","D1 PROFILE","","","","",""
"60603300000282","Nodes","282","21.000000","44.665287","Default Known Flow Node","Known Flow","382047.295114","806998.937801","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603300000219","Nodes","219","21.000000","45.182291","DDS demands","Known Flow","382063.401839","807078.142541","","0.000000","","","","-4.400000","","","","","","-3.934558","-4.400000","","","","","","D1 PROFILE","","","","",""
"60603300000302","Nodes","302","21.000000","43.447885","DDS demands","Known Flow","381863.161064","807365.320901","","0.000000","","","","-9.060000","","","","","","-8.101614","-9.060000","","","","","","D1 PROFILE","","","","",""
"60603300000301","Nodes","301","21.000000","43.918380","DDS demands","Known Flow","382016.259106","807315.672887","","0.000000","","","","-16.200001","","","","","","-14.486330","-16.200001","","","","","","D1 PROFILE","","","","",""
"60603300000297","Nodes","297","21.000000","43.813701","DDS demands","Known Flow","381982.485097","807171.022848","","0.000000","","","","-4.110000","","","","","","-3.675235","-4.110000","","","","","","D1 PROFILE","","","","",""
"60603300002550","Nodes","-134","21.000000","43.840508","Default Known Flow Node","Known Flow","382005.417216","807170.954724","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603300000284","Nodes","284","21.000000","44.466868","DDS demands","Known Flow","381993.309100","807060.510818","","0.000000","","","","-3.540000","","","","","","-3.165531","-3.540000","","","","","","D1 PROFILE","","","","",""
"60603300000283","Nodes","283","21.000000","44.460321","DDS demands","Known Flow","382010.421447","807018.851855","","0.000000","","","","-2.269999","","","","","","-2.029874","-2.269999","","","","","","D1 PROFILE","","","","",""
"60603300002589","Nodes","-176","21.000000","43.913211","DDS demands","Known Flow","382019.325350","807319.954643","","0.000000","","","","-9.850000","","","","","","-8.808046","-9.850000","","","","","","D1 PROFILE","","","","",""
"60603300002563","Nodes","-1462515","21.000000","47.069586","Default Known Flow Node","Known Flow","382305.282185","807203.255857","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603300000029","Nodes","29","21.000000","47.069586","DDS demands","Known Flow","382305.155185","807209.354859","","0.000000","","","","-15.390000","","","","","","-13.762014","-15.390000","","","","","","D1 PROFILE","","","","",""
"60603300000153","Nodes","153","21.000000","40.410660","Default Known Flow Node","Known Flow","382453.826143","807181.126703","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603300000296","Nodes","296","21.000000","43.927491","DDS demands","Known Flow","382036.604295","807154.665236","","0.000000","","","","-8.140000","","","","","","-7.278933","-8.140000","","","","","","D1 PROFILE","","","","",""
"60603300000305","Nodes","305","21.000000","43.902694","DDS demands","Known Flow","382046.631114","807168.006847","","0.000000","","","","-12.770000","","","","","","-11.419162","-12.770000","","","","","","D1 PROFILE","","","","",""
"60603300000294","Nodes","294","21.000000","43.928613","DDS demands","Known Flow","382021.963107","807134.572838","","0.000000","","","","-7.050000","","","","","","-6.304236","-7.050000","","","","","","D1 PROFILE","","","","",""
"60603300002548","Nodes","-115","21.000000","43.936685","Default Known Flow Node","Known Flow","382010.968556","807111.858999","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603300000295","Nodes","295","21.000000","43.879245","DDS demands","Known Flow","382074.614182","807106.076976","","0.000000","","","","-3.390000","","","","","","-3.031398","-3.390000","","","","","","D1 PROFILE","","","","",""
"60603300000217","Nodes","217","21.000000","45.251287","DDS demands","Known Flow","382071.553373","807077.777360","","0.000000","","","","-6.399999","","","","","","-5.722994","-6.399999","","","","","","D1 PROFILE","","","","",""
"60603300000034","Nodes","34","21.000000","42.432786","Default Known Flow Node","Known Flow","382271.568334","807056.243924","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603300000048","Nodes","48","21.000000","41.087334","Default Known Flow Node","Known Flow","382384.217736","807041.433508","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603300000227","Nodes","227","21.000000","44.393713","DDS demands","Known Flow","382193.603154","807071.928821","","0.000000","","-39.999997","","-1.429999","","","","","","-37.047443","-41.429995","","","","C2 PROFILE","","D1 PROFILE","","","","",""
"60603300000228","Nodes","228","21.000000","44.111737","DDS demands","Known Flow","382119.764134","807036.366811","","0.000000","","","","-5.889999","","","","","","-5.266943","-5.889999","","","","","","D1 PROFILE","","","","",""
"60603300000033","Nodes","33","21.000000","45.770099","DDS demands","Known Flow","382144.682141","807077.054823","","0.000000","","","","-2.329999","","","","","","-2.083527","-2.329999","","","","","","D1 PROFILE","","","","",""
"60603300000031","Nodes","31","21.000000","47.377320","Default Known Flow Node","Known Flow","382147.384142","807114.316833","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603300000001","Nodes","Westhill District DG, Two Stage Clocked, Site ID 1321","21.000000","47.999998","Default Known Pressure Node","Known Pressure","382166.298147","807111.057832","","7176.399627","","","","","","","","","","1998.874684","2235.333235","","","","","","","","","","",""
"60603300000036","Nodes","36","21.000000","47.464345","DDS demands","Known Flow","382300.099183","807096.877828","","0.000000","","","","-7.979999","","","","","","-7.135858","-7.979999","","","","","","D1 PROFILE","","","","",""
"60603300000035","Nodes","35","21.000000","47.416834","DDS demands","Known Flow","382255.136171","807100.127829","","0.000000","","","","-7.499999","","","","","","-6.706634","-7.499999","","","","","","D1 PROFILE","","","","",""
"60603300000037","Nodes","37","21.000000","47.553597","DDS demands","Known Flow","382303.673800","807147.201805","","0.000000","","","","-11.369999","","","","","","-10.167257","-11.369999","","","","","","D1 PROFILE","","","","",""
"60603300000039","Nodes","39","21.000000","47.315680","DDS demands","Known Flow","382345.088195","807144.143841","","0.000000","","","","-1.129999","","","","","","-1.010466","-1.129999","","","","","","D1 PROFILE","","","","",""
"60603300000030","Nodes","30","21.000000","47.452226","DDS demands","Known Flow","382150.652142","807159.124845","","0.000000","","","","-12.199999","","","","","","-10.909458","-12.199999","","","","","","D1 PROFILE","","","","",""
"60603300000077","Nodes","77","21.000000","46.996813","DDS demands","Known Flow","382111.193132","807167.999847","","0.000000","","","","-2.450000","","","","","","-2.190834","-2.450000","","","","","","D1 PROFILE","","","","",""
"60603300000032","Nodes","32","21.000000","46.894624","DDS demands","Known Flow","382108.047131","807126.635836","","0.000000","","","","-5.850000","","","","","","-5.231174","-5.850000","","","","","","D1 PROFILE","","","","",""
"60603300000025","Nodes","25","21.000000","47.086110","DDS demands","Known Flow","382112.991132","807194.525854","","0.000000","","","","-6.049999","","","","","","-5.410018","-6.049999","","","","","","D1 PROFILE","","","","",""
"60603300002553","Nodes","-139","21.000000","47.224731","Default Known Flow Node","Known Flow","382153.610143","807191.301854","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603300000023","Nodes","23","21.000000","47.075335","DDS demands","Known Flow","382124.039135","807271.002875","","0.000000","","","","-14.609999","","","","","","-13.064523","-14.609999","","","","","","D1 PROFILE","","","","",""
"60603300000024","Nodes","24","21.000000","47.236673","DDS demands","Known Flow","382182.009151","807332.987892","","0.000000","","","","-8.369999","","","","","","-7.484603","-8.369999","","","","","","D1 PROFILE","","","","",""
"60603300000026","Nodes","26","21.000000","47.220424","Default Known Flow Node","Known Flow","382153.674896","807192.536496","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603300002576","Nodes","-1462634","21.000000","47.220424","Default Known Flow Node","Known Flow","382153.923143","807197.269855","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603300002552","Nodes","-138","21.000000","47.134829","Default Known Flow Node","Known Flow","382178.183150","807190.654853","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603300000028","Nodes","28","21.000000","47.240771","DDS demands","Known Flow","382303.408184","807275.462877","","0.000000","","","","-14.739999","","","","","","-13.180771","-14.739999","","","","","","D1 PROFILE","","","","",""
"60603300000027","Nodes","27","21.000000","47.041431","DDS demands","Known Flow","382182.909151","807217.054861","","0.000000","","","","-24.249999","","","","","","-21.684784","-24.249999","","","","","","D1 PROFILE","","","","",""
"60603300000152","Nodes","152","21.000000","40.594963","DDS demands","Known Flow","382302.277184","807459.213927","","0.000000","","","","-19.999998","","","","","","-17.884357","-19.999998","","","","","","D1 PROFILE","","","","",""
"60603300000202","Nodes","202","21.000000","40.383997","DDS demands","Known Flow","382394.958209","807350.250897","","0.000000","","","","-17.569999","","","","","","-15.711408","-17.569999","","","","","","D1 PROFILE","","","","",""
"60603300000151","Nodes","151","21.000000","40.601115","DDS demands","Known Flow","382335.825193","807348.314896","","0.000000","","","","-19.160000","","","","","","-17.133215","-19.160000","","","","","","D1 PROFILE","","","","",""
"60603300000150","Nodes","150","21.000000","40.723400","Default Known Flow Node","Known Flow","382367.003201","807300.107883","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603300000041","Nodes","41","21.000000","40.734940","DDS demands","Known Flow","382367.527201","807277.105877","","0.000000","","","","-6.220000","","","","","","-5.562035","-6.220000","","","","","","D1 PROFILE","","","","",""
"60603300000042","Nodes","42","21.000000","40.683862","DDS demands","Known Flow","382455.786226","807276.751877","","0.000000","","","","-10.239999","","","","","","-9.156791","-10.239999","","","","","","D1 PROFILE","","","","",""
"60603300000040","Nodes","Logger 9752 - 30 Shaw Circle","21.000000","40.580086","Val Log Cath","Known Flow","382367.952202","807213.148860","","0.000000","","","","-8.060000","","","","","","-7.207396","-8.060000","","","","","","D1 PROFILE","","","","",""
"60603300000043","Nodes","43","21.000000","40.454632","DDS demands","Known Flow","382457.321226","807213.883860","","0.000000","","","","-12.899999","","","","","","-11.535410","-12.899999","","","","","","D1 PROFILE","","","","",""
"60603300002557","Nodes","-1462476","21.000000","40.683862","Default Known Flow Node","Known Flow","382455.569225","807295.041882","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603300002554","Nodes","-142","21.000000","40.429889","Default Known Flow Node","Known Flow","382457.735226","807193.890854","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603300000044","Nodes","44","21.000000","40.731332","DDS demands","Known Flow","382394.866209","807145.714841","","0.000000","","","","-9.970000","","","","","","-8.915352","-9.970000","","","","","","D1 PROFILE","","","","",""
"60603300000045","Nodes","45","21.000000","40.679448","DDS demands","Known Flow","382433.047715","807142.094098","","0.000000","","","","-8.050000","","","","","","-7.198454","-8.050000","","","","","","D1 PROFILE","","","","",""
"60603300000046","Nodes","46","21.000000","40.545915","DDS demands","Known Flow","382478.068390","807138.166673","","0.000000","","","","-3.579999","","","","","","-3.201299","-3.579999","","","","","","D1 PROFILE","","","","",""
"60603300000047","Nodes","47","21.000000","40.777478","DDS demands","Known Flow","382390.262208","807095.928828","","0.000000","","","","-16.889998","","","","","","-15.103339","-16.889998","","","","","","D1 PROFILE","","","","",""
"60603300000049","Nodes","Logger 9111 - 1 Beechwood Close","21.000000","40.429954","Val Log Cath","Known Flow","382478.020934","807049.507205","","0.000000","-2.150000","","","-13.380000","","","","","","-13.887204","-15.530000","","","C1 PROFILE","","","D1 PROFILE","","","","",""
"60603300000328","Nodes","328","21.000000","40.923611","DDS demands","Known Flow","382411.376561","807042.596364","","0.000000","","","","-6.110000","","","","","","-5.463671","-6.110000","","","","","","D1 PROFILE","","","","",""
"60603300000329","Nodes","329","21.000000","40.286698","DDS demands","Known Flow","382414.743214","806959.053790","","0.000000","","","","-8.819999","","","","","","-7.887001","-8.819999","","","","","","D1 PROFILE","","","","",""
"60603300002555","Nodes","-1462470","21.000000","43.925022","Default Known Flow Node","Known Flow","381988.640098","807196.994855","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603300002556","Nodes","-1462475","21.000000","43.979893","Default Known Flow Node","Known Flow","381975.483593","807127.080310","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603300002579","Nodes","-1462652","21.000000","43.879619","DDS demands","Known Flow","382051.501116","807308.714886","","0.000000","","","","-3.700000","","","","","","-3.308606","-3.700000","","","","","","D1 PROFILE","","","","",""
"60603300000038","Nodes","38","21.000000","47.335341","DDS demands","Known Flow","382357.363869","807061.401418","","0.000000","","","","-1.609999","","","","","","-1.439690","-1.609999","","","","","","D1 PROFILE","","","","",""
"60603300002551","Nodes","-135","21.000000","40.647792","Default Known Flow Node","Known Flow","382368.579202","807179.634850","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603300002583","Nodes","-1462681","21.000000","40.429889","Default Known Flow Node","Known Flow","382457.778226","807191.253854","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603300000326","Nodes","326","21.000000","38.047675","DDS demands","Known Flow","382565.378255","807047.986815","","0.000000","","","","-12.310000","","","","","","-11.007822","-12.310000","","","","","","D1 PROFILE","","","","",""
"60603300000248","Nodes","248","21.000000","30.826234","DDS demands","Known Flow","382963.662240","807125.190231","","0.000000","","","","-12.979999","","","","","","-11.606948","-12.979999","","","","","","D1 PROFILE","","","","",""
"60603300000246","Nodes","246","21.000000","31.529164","DDS demands","Known Flow","382967.286365","807074.828822","","0.000000","","","","-2.430000","","","","","","-2.172949","-2.430000","","","","","","D1 PROFILE","","","","",""
"60603300002569","Nodes","-1462562","21.000000","30.912988","Default Known Flow Node","Known Flow","382634.334279","807011.603813","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603300000114","Nodes","114","21.000000","24.674009","DDS demands","Known Flow","382848.859234","807276.217885","","0.000000","","","","-14.199999","","","","","","-12.697893","-14.199999","","","","","","D1 PROFILE","","","","",""
"60603300000242","Nodes","242","21.000000","32.370444","DDS demands","Known Flow","382980.451368","807017.251806","","0.000000","","","","-9.479999","","","","","","-8.477185","-9.479999","","","","","","D1 PROFILE","","","","",""
"60603300000244","Nodes","244","21.000000","31.914231","DDS demands","Known Flow","382974.861398","807045.196836","","0.000000","","","","-7.909999","","","","","","-7.073263","-7.909999","","","","","","D1 PROFILE","","","","",""
"60603300000245","Nodes","245","21.000000","31.712146","DDS demands","Known Flow","382934.149356","807055.484817","","0.000000","","","","-6.849999","","","","","","-6.125392","-6.849999","","","","","","D1 PROFILE","","","","",""
"60603300000233","Nodes","233","21.000000","32.900849","DDS demands","Known Flow","382834.536773","807002.346062","","0.000000","","","","-3.880000","","","","","","-3.469565","-3.880000","","","","","","D1 PROFILE","","","","",""
"60603300000062","Nodes","62","21.000000","33.026181","DDS demands","Known Flow","382784.505871","807010.669819","","0.000000","","","","-7.610000","","","","","","-6.804998","-7.610000","","","","","","D1 PROFILE","","","","",""
"60603300000105","Nodes","105","21.000000","32.897883","DDS demands","Known Flow","382844.124331","807045.444814","","0.000000","","","","-8.749999","","","","","","-7.824406","-8.749999","","","","","","D1 PROFILE","","","","",""
"60603300002605","Nodes","-344","21.000000","32.899725","Default Known Flow Node","Known Flow","382843.925331","807043.863813","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603300000095","Nodes","95","21.000000","37.315086","DDS demands","Known Flow","382595.466264","807042.935813","","0.000000","","","","-3.049999","","","","","","-2.727364","-3.049999","","","","","","D1 PROFILE","","","","",""
"60603300000096","Nodes","96","21.000000","36.235611","DDS demands","Known Flow","382581.278514","807120.127847","","0.000000","","","","-11.289999","","","","","","-10.095719","-11.289999","","","","","","D1 PROFILE","","","","",""
"60603300000097","Nodes","97","21.000000","36.298159","DDS demands","Known Flow","382554.180252","807158.391845","","0.000000","","","","-2.069999","","","","","","-1.851031","-2.069999","","","","","","D1 PROFILE","","","","",""
"60603300000098","Nodes","98","21.000000","35.923692","DDS demands","Known Flow","382622.999271","807139.034839","","0.000000","","","","-0.910000","","","","","","-0.813738","-0.910000","","","","","","D1 PROFILE","","","","",""
"60603300000327","Nodes","327","21.000000","36.886908","DDS demands","Known Flow","382478.878232","806961.355791","","0.000000","","","","-11.109999","","","","","","-9.934760","-11.109999","","","","","","D1 PROFILE","","","","",""
"60603300000099","Nodes","99","21.000000","35.273061","DDS demands","Known Flow","382635.088274","807142.314840","","0.000000","","","","-4.760000","","","","","","-4.256477","-4.760000","","","","","","D1 PROFILE","","","","",""
"60603300000100","Nodes","100","21.000000","35.130869","DDS demands","Known Flow","382639.829276","807126.501836","","0.000000","","","","-7.469999","","","","","","-6.679807","-7.469999","","","","","","D1 PROFILE","","","","",""
"60603300000102","Nodes","102","21.000000","33.212335","DDS demands","Known Flow","382758.217308","807152.067843","","0.000000","","","","-9.310000","","","","","","-8.325168","-9.310000","","","","","","D1 PROFILE","","","","",""
"60603300000103","Nodes","103","21.000000","33.071296","DDS demands","Known Flow","382819.618388","807111.810948","","0.000000","","","","-6.469999","","","","","","-5.785589","-6.469999","","","","","","D1 PROFILE","","","","",""
"60603300000104","Nodes","104","21.000000","32.933312","DDS demands","Known Flow","382867.030829","807130.390828","","0.000000","","","","-6.099999","","","","","","-5.454729","-6.099999","","","","","","D1 PROFILE","","","","",""
"60603300000247","Nodes","247","21.000000","31.547818","DDS demands","Known Flow","382979.177368","807082.040824","","0.000000","","","","-5.310000","","","","","","-4.748297","-5.310000","","","","","","D1 PROFILE","","","","",""
