"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)"
"60212000000036","Nodes","36","21.000000","30.077057","Default Known Flow Node","Known Flow","331326.750000","729889.375000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"60212000000038","Nodes","38","21.000000","29.841394","DDS demands","Known Flow","331371.375000","729815.875000","","0.000000","","","-1.770000","","-1.582765","-1.770000","","","","","D1 PROFILE",""
"60212000000044","Nodes","44, ""303845"", ""STATION ROAD"", 53.35","27.000000","31.555819","CSEP DDS Matched","Known Flow","331271.250000","729998.125000","","0.000000","","","","-53.000001","-47.393548","-53.000001","","","","","","DC PROFILE"
"60212000001000","Nodes","1000","21.000000","33.462133","Default Known Flow Node","Known Flow","331218.562500","730052.000000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"60212000000033","Nodes","33","21.000000","32.974345","DDS demands","Known Flow","331221.750000","730042.375000","","0.000000","","","-7.649999","","-6.840766","-7.649999","","","","","D1 PROFILE",""
"60212000000028","Nodes","28","21.000000","44.479916","DDS demands","Known Flow","331186.625000","730143.500000","","0.000000","","","-13.229999","","-11.830502","-13.229999","","","","","D1 PROFILE",""
"60212000000029","Nodes","29","21.000000","44.419258","DDS demands","Known Flow","331244.875000","730154.375000","","0.000000","","","-5.189999","","-4.640990","-5.189999","","","","","D1 PROFILE",""
"60212000000027","Nodes","LONGFORGAN DG, Tel, Site ID 1706","21.000000","49.999998","Default Known Pressure Node","Known Pressure","331177.125000","730164.625000","","999998.967025","","","","","158.634244","177.400002","","","","","",""
"60212000000031","Nodes","31","21.000000","44.419258","Default Known Flow Node","Known Flow","331250.250000","730126.125000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"60212000000030","Nodes","30","21.000000","44.419258","Default Known Flow Node","Known Flow","331242.000000","730168.375000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"60212000000032","Nodes","32","21.000000","38.994612","DDS demands","Known Flow","331198.500000","730099.500000","","0.000000","","","-5.559999","","-4.971851","-5.559999","","","","","D1 PROFILE",""
"60212000000039","Nodes","39","21.000000","38.959389","DDS demands","Known Flow","330882.750000","730083.375000","","0.000000","","","-4.619999","","-4.131286","-4.619999","","","","","D1 PROFILE",""
"60212000000034","Nodes","34","21.000000","32.183932","DDS demands","Known Flow","331251.750000","730050.750000","","0.000000","","","-4.480000","","-4.006096","-4.480000","","","","","D1 PROFILE",""
"60212000000035","Nodes","35","21.000000","31.976966","DDS demands","Known Flow","331374.000000","730089.625000","","0.000000","","-2.759999","-2.779999","","-4.953967","-5.539999","","","","C4 PROFILE","D1 PROFILE",""
"60212000000041","Nodes","41","21.000000","29.173026","DDS demands","Known Flow","331193.750000","730034.375000","","0.000000","-14.529999","-2.009999","-28.550000","","-40.320285","-45.090001","","","C2 PROFILE","C4 PROFILE","D1 PROFILE",""
"60212000000042","Nodes","42","21.000000","29.129485","Default Known Flow Node","Known Flow","331196.875000","729983.625000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"60212000000005","Nodes","8 CASTLE GROVE RRI","21.000000","49.999998","Default Known Pressure Node","Known Pressure","330167.875000","729344.500000","","999998.967025","","","","","7.395181","8.270000","","","","","",""
"60212000000009","Nodes","9","21.000000","49.815802","DDS demands","Known Flow","330145.750000","729300.000000","","0.000000","","","-8.270000","","-7.395182","-8.270000","","","","","D1 PROFILE",""
"60212000000004","Nodes","7 CASTLE GROVE RRI","21.000000","49.999998","Default Known Pressure Node","Known Pressure","330207.875000","729328.375000","","999998.967025","","","","","5.481555","6.130000","","","","","",""
"60212000000008","Nodes","8","21.000000","49.864657","DDS demands","Known Flow","330217.625000","729286.125000","","0.000000","","","-6.130000","","-5.481555","-6.130000","","","","","D1 PROFILE",""
"60212000000003","Nodes","THE DRIVE RRI","21.000000","49.999998","Default Known Pressure Node","Known Pressure","330293.000000","729410.000000","","999998.967025","","","","","3.988211","4.460000","","","","","",""
"60212000000007","Nodes","7","21.000000","49.937475","DDS demands","Known Flow","330327.125000","729407.625000","","0.000000","","","-4.460000","","-3.988211","-4.460000","","","","","D1 PROFILE",""
"60212000000002","Nodes","1 THE AVENUE RRI","21.000000","49.999998","Default Known Pressure Node","Known Pressure","330388.125000","729547.125000","","999998.967025","","","","","10.390810","11.620000","","","","","",""
"60212000000006","Nodes","6","21.000000","48.710810","DDS demands","Known Flow","330375.000000","729408.375000","","0.000000","","","-11.620000","","-10.390811","-11.620000","","","","","D1 PROFILE",""
"60212000000037","Nodes","37","21.000000","29.855229","DDS demands","Known Flow","331354.250000","729898.125000","","0.000000","","","-12.529999","","-11.204550","-12.529999","","","","","D1 PROFILE",""
"60212000000040","Nodes","40","21.000000","24.558372","DDS demands","Known Flow","330898.500000","730019.875000","","0.000000","","","-18.740000","","-16.757644","-18.740000","","","","","D1 PROFILE",""
"60212000000011","Nodes","11","21.000000","49.413144","Default Known Flow Node","Known Flow","331631.125000","730167.750000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"60212000000010","Nodes","10","21.000000","49.413144","Default Known Flow Node","Known Flow","331658.875000","730108.750000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"60212000000014","Nodes","14","21.000000","47.240331","DDS demands","Known Flow","331808.375000","730079.250000","","0.000000","","","-14.800000","","-13.234425","-14.800000","","","","","D1 PROFILE",""
"60212000000012","Nodes","12","21.000000","48.939973","DDS demands","Known Flow","331670.000000","730092.000000","","0.000000","","","-9.289999","","-8.307284","-9.289999","","","","","D1 PROFILE",""
"60212000000001","Nodes","MCDONALD RD RRI","21.000000","49.999998","Default Known Pressure Node","Known Pressure","331635.250000","730100.000000","","999998.967025","","","","","21.541708","24.089999","","","","","",""
"60212000000013","Nodes","13","21.000000","48.939973","Default Known Flow Node","Known Flow","331668.500000","730072.875000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"60212000000047","Nodes","","21.000000","31.512481","Default Known Flow Node","Known Flow","331276.250000","730000.375000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"60212000000046","Nodes","","21.000000","32.530338","Default Known Flow Node","Known Flow","331249.875000","730045.500000","","0.000000","","","","","0.000000","0.000000","","","","","",""
