"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(PL-AF)"
"60206600000061","Nodes","61","21.000000","27.219070","DDS demands","Known Flow","302219.130807","725840.637012","","0.000000","","","","","-5.320000","","","-4.757239","-5.320000","","","","","","","D1 PROFILE","",""
"60206600000013","Nodes","13","21.000000","27.297645","Default Known Flow Node","Known Flow","302440.152752","725896.318079","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206600000037","Nodes","37","21.000000","25.969864","DDS demands","Known Flow","302336.955424","725936.803744","","0.000000","","","","","-8.039999","","","-7.189511","-8.039999","","","","","","","D1 PROFILE","",""
"60206610000031","Nodes","10000031","21.000000","25.880094","Default Known Flow Node","Known Flow","302286.665411","725921.320739","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206600000007","Nodes","7","21.000000","27.674754","DDS demands","Known Flow","302448.702898","725895.637954","","0.000000","","","","","-7.450000","","","-6.661923","-7.450000","","","","","","","D1 PROFILE","",""
"60206600000045","Nodes","45","21.000000","25.427087","Default Known Flow Node","Known Flow","302266.431405","725964.570751","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206601462479","Nodes","1462479","21.000000","25.559393","Default Known Flow Node","Known Flow","302259.999403","725975.619754","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206600000012","Nodes","12","21.000000","25.826811","DDS demands","Known Flow","302253.733402","725687.394676","","0.000000","","","","","-4.619999","","","-4.131286","-4.619999","","","","","","","D1 PROFILE","",""
"60206600000060","Nodes","60","21.000000","25.680433","DDS demands","Known Flow","302227.868395","725787.404703","","0.000000","","","","","-6.510000","","","-5.821358","-6.510000","","","","","","","D1 PROFILE","",""
"60206600000062","Nodes","62","21.000000","26.802737","DDS demands","Known Flow","302420.864719","725855.088164","","0.000000","","","","","-10.419999","","","-9.317750","-10.419999","","","","","","","D1 PROFILE","",""
"60206601462509","Nodes","1462509","21.000000","26.792958","DDS demands","Known Flow","302420.385447","725853.310721","","0.000000","","","","","-1.029999","","","-0.921044","-1.029999","","","","","","","D1 PROFILE","",""
"60206600000036","Nodes","36","21.000000","26.727796","DDS demands","Known Flow","302377.339405","725943.654925","","0.000000","","","-2.269999","","-5.300000","","","-6.769229","-7.570000","","","","","C3 PROFILE","","D1 PROFILE","",""
"60206610000040","Nodes","10000040","21.000000","26.708126","Default Known Flow Node","Known Flow","302378.841436","725943.909745","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206600000034","Nodes","34","21.000000","27.036244","Default Known Flow Node","Known Flow","302396.953441","725931.080742","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206600000071","Nodes","71","21.000000","27.746705","DDS demands","Known Flow","302472.968076","725902.042982","","0.000000","","","","","-3.270000","","","-2.924092","-3.270000","","","","","","","D1 PROFILE","",""
"60206600000070","Nodes","70","21.000000","27.767715","DDS demands","Known Flow","302477.553463","725894.338732","","0.000000","","","","","-6.540000","","","-5.848185","-6.540000","","","","","","","D1 PROFILE","",""
"60206600000072","Nodes","72","21.000000","27.181841","DDS demands","Known Flow","302101.326360","725808.179709","","0.000000","","","","","-2.160000","","","-1.931510","-2.160000","","","","","","","D1 PROFILE","",""
"60206610000025","Nodes","10000025","21.000000","25.195192","Default Known Flow Node","Known Flow","302215.451547","725911.702665","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206600000039","Nodes","39","21.000000","25.358146","Default Known Flow Node","Known Flow","302236.931397","725948.327747","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206601462495","Nodes","1462495","21.000000","25.195192","Default Known Flow Node","Known Flow","302207.069389","725910.958736","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60206600000042","Nodes","42","21.000000","25.361403","DDS demands","Known Flow","302257.281403","725953.812748","","0.000000","","","","","-7.020000","","","-6.277409","-7.020000","","","","","","","D1 PROFILE","",""
"60206601462516","Nodes","1462516","21.000000","25.361403","Default Known Flow Node","Known Flow","302259.946403","725943.559745","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
