"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)"
"60211100000081","Nodes","-56119","21.000000","52.037010","Default Known Flow Node","Known Flow","345707.494226","716436.236158","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60211100000023","Nodes","23","21.000000","52.037010","DDS demands","Known Flow","345745.771236","716435.573158","","0.000000","","","","-5.140000","","-4.596280","-5.140000","","","","","","D1 PROFILE",""
"60211100000073","Nodes","-2962199","21.000000","49.309582","Default Known Flow Node","Known Flow","345722.392230","716325.929128","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60211100000090","Nodes","-826928","21.000000","49.232157","Default Known Flow Node","Known Flow","345745.692613","716352.163518","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60211100000006","Nodes","P11125850, Strathkinness Central Dev, -39.69","24.000000","59.705926","CSEP DDS Matched","Known Flow","345883.572274","716210.310097","","0.000000","-4.340000","","","","-39.689998","-39.372411","-44.029999","","","C1 PROFILE","","","","DC PROFILE"
"60211100000005","Nodes","5","21.000000","52.882682","DDS demands","Known Flow","345877.539272","716429.144156","","0.000000","","","-3.819999","-14.210000","","-16.122748","-18.029999","","","","","C4 PROFILE","D1 PROFILE",""
"60211100000004","Nodes","4","21.000000","55.945897","DDS demands","Known Flow","345882.559274","716279.174116","","0.000000","","","","-9.600000","","-8.584492","-9.600000","","","","","","D1 PROFILE",""
"60211100000083","Nodes","","21.000000","54.439064","DDS demands","Known Flow","345879.277987","716338.225411","","0.000000","","","","-12.459999","","-11.141954","-12.459999","","","","","","D1 PROFILE",""
"60211100000003","Nodes","3","21.000000","70.611342","DDS demands","Known Flow","345887.969108","716097.296647","","0.000000","","-3.510000","","-26.910000","","-27.202109","-30.419999","","","","C3 PROFILE","","D1 PROFILE",""
"60211100000021","Nodes","21","21.000000","69.679335","DDS demands","Known Flow","345944.184290","716111.084070","","0.000000","","","","-6.719999","","-6.009144","-6.719999","","","","","","D1 PROFILE",""
