"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)"
"60204000001001","Nodes","107 Main Street, Logger 9130","21.000000","41.329142","Val Log Cath","Known Flow","301970.820315","686259.806056","","0.000000","","","","","-2.470000","","","","","-2.208718","-2.470000","","","","","","","D1 PROFILE","","","",""
"60204000003023","Nodes","3023","21.000000","41.399601","Default Known Flow Node","Known Flow","301990.163330","686376.760979","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60204000000155","Nodes","155","21.000000","23.684657","DDS demands","Known Flow","300171.160438","686493.825898","","0.000000","","","","","-9.670000","","","","","-8.647087","-9.670000","","","","","","","D1 PROFILE","","","",""
"60204000000174","Nodes","174","21.000000","24.079536","DDS demands","Known Flow","300188.690030","686502.663817","","0.000000","","","","","-2.850000","","","","","-2.548521","-2.850000","","","","","","","D1 PROFILE","","","",""
"60204000000166","Nodes","166","21.000000","23.587393","DDS demands","Known Flow","300163.859845","686490.136530","","0.000000","","","","","-10.729999","","","","","-9.594957","-10.729999","","","","","","","D1 PROFILE","","","",""
"60204000000044","Nodes","44","21.000000","33.558787","DDS demands","Known Flow","300488.157029","686543.134684","","0.000000","","","","","-8.300000","","","","","-7.422008","-8.300000","","","","","","","D1 PROFILE","","","",""
"60204000000022","Nodes","22","21.000000","34.254773","DDS demands","Known Flow","298589.269404","685899.080849","","0.000000","","","","","-11.159999","","","","","-9.979471","-11.159999","","","","","","","D1 PROFILE","","","",""
"60204000000146","Nodes","146","21.000000","34.970928","DDS demands","Known Flow","298668.267867","685950.516643","","0.000000","","","","","-8.260000","","","","","-7.386240","-8.260000","","","","","","","D1 PROFILE","","","",""
"60204000000317","Nodes","317","21.000000","27.495689","DDS demands","Known Flow","300281.982232","686551.959374","","0.000000","","","","","-1.500000","","","","","-1.341326","-1.500000","","","","","","","D1 PROFILE","","","",""
"60204000001003","Nodes","1003, P00062754, BLACKADDER HAVEN, 10.43","22.999998","40.981959","CSEP DDS Matched","Known Flow","298820.318829","685915.305329","","0.000000","","","","","","-10.430000","","","","-9.326693","-10.430000","","","","","","","","DC PROFILE","","",""
"60204000003002","Nodes","3002","21.000000","39.418936","Default Known Flow Node","Known Flow","298778.871469","685914.704813","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60204000000161","Nodes","161","21.000000","41.693071","DDS demands","Known Flow","301926.010524","686260.648579","","0.000000","","","","","-5.909999","","","","","-5.284827","-5.909999","","","","","","","D1 PROFILE","","","",""
"60204000000102","Nodes","102","21.000000","35.768267","DDS demands","Known Flow","298691.192597","685947.655238","","0.000000","","","","","-7.199999","","","","","-6.438368","-7.199999","","","","","","","D1 PROFILE","","","",""
"60204000000145","Nodes","145","21.000000","33.257498","DDS demands","Known Flow","298446.110948","685923.302723","","0.000000","","-6.000000","","","-23.599999","","","","","-26.468849","-29.600001","","","","C2 PROFILE","","","D1 PROFILE","","","",""
"60204000000183","Nodes","183","21.000000","49.750842","DDS demands","Known Flow","299403.779989","686079.298262","","0.000000","","","","","-5.879999","","","","","-5.258001","-5.879999","","","","","","","D1 PROFILE","","","",""
"60204000003076","Nodes","3076","21.000000","49.919652","Default Known Flow Node","Known Flow","299362.837319","686074.210907","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60204000000215","Nodes","215","21.000000","49.962560","DDS demands","Known Flow","300406.005899","686481.033007","","0.000000","","","","","-2.929999","","","","","-2.620058","-2.929999","","","","","","","D1 PROFILE","","","",""
"60204000000209","Nodes","209","21.000000","47.013379","DDS demands","Known Flow","300254.145628","686478.532076","","0.000000","","","","","-4.570000","","","","","-4.086576","-4.570000","","","","","","","D1 PROFILE","","","",""
"60204000000098","Nodes","98","21.000000","30.939945","DDS demands","Known Flow","300952.725781","686533.767458","","0.000000","-7.040000","","","","","","","","","-6.295294","-7.040000","","","C1 PROFILE","","","","","","","",""
"60204000000084","Nodes","84","21.000000","35.151762","DDS demands","Known Flow","301222.687300","686426.479947","","0.000000","","","","","-5.689999","","","","","-5.088099","-5.689999","","","","","","","D1 PROFILE","","","",""
"60204000003031","Nodes","3031","21.000000","35.151762","Default Known Flow Node","Known Flow","301220.822121","686427.252993","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60204000000187","Nodes","187","21.000000","35.280442","DDS demands","Known Flow","301269.120842","686407.264323","","0.000000","","","","","-6.610000","","","","","-5.910780","-6.610000","","","","","","","D1 PROFILE","","","",""
"60204000003015","Nodes","3015","21.000000","35.375563","Default Known Flow Node","Known Flow","301285.242138","686433.742994","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60204000000203","Nodes","203","21.000000","35.410182","DDS demands","Known Flow","301282.159295","686400.945688","","0.000000","","","","","-10.359999","","","","","-9.264096","-10.359999","","","","","","","D1 PROFILE","","","",""
"60204000000186","Nodes","186","21.000000","35.309649","DDS demands","Known Flow","301277.796428","686393.373355","","0.000000","","","","","-1.309999","","","","","-1.171425","-1.309999","","","","","","","D1 PROFILE","","","",""
"60204000003092","Nodes","3092","21.000000","35.095272","Default Known Flow Node","Known Flow","301326.632952","686245.551851","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60204000003036","Nodes","3036","21.000000","35.083358","Default Known Flow Node","Known Flow","301274.763135","686455.904000","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60204000003020","Nodes","3020","21.000000","35.162373","Default Known Flow Node","Known Flow","301269.780371","686441.254047","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60204000000189","Nodes","189","21.000000","32.758157","DDS demands","Known Flow","301284.424138","686466.140003","","0.000000","","","","","-9.899999","","","","","-8.852757","-9.899999","","","","","","","D1 PROFILE","","","",""
"60204000003083","Nodes","3083","21.000000","35.095231","Default Known Flow Node","Known Flow","301340.459084","686239.940244","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60204000003091","Nodes","3091","21.000000","35.223450","Default Known Flow Node","Known Flow","301380.182164","686230.764939","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60204000003079","Nodes","3079","21.000000","35.223426","Default Known Flow Node","Known Flow","301389.252973","686229.094001","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60204000003082","Nodes","3082","21.000000","35.223364","Default Known Flow Node","Known Flow","301411.193051","686227.920444","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60204000003081","Nodes","3081","21.000000","35.223306","Default Known Flow Node","Known Flow","301431.817593","686227.402239","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60204000003090","Nodes","3090","21.000000","35.223224","Default Known Flow Node","Known Flow","301460.309136","686227.431539","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60204000000188","Nodes","188","21.000000","35.094832","DDS demands","Known Flow","301479.425191","686227.459938","","0.000000","","","","","-11.220000","","","","","-10.033124","-11.220000","","","","","","","D1 PROFILE","","","",""
"60204000003001","Nodes","3001","21.000000","39.518417","Default Known Flow Node","Known Flow","301746.166264","686279.686952","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60204000003095","Nodes","3095","21.000000","40.409554","Default Known Flow Node","Known Flow","301804.572338","686249.093058","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60204000000160","Nodes","160","21.000000","40.831170","DDS demands","Known Flow","301823.223797","686297.023763","","0.000000","","","","","-27.200000","","","","","-24.322726","-27.200000","","","","","","","D1 PROFILE","","","",""
"60204000003077","Nodes","3077","21.000000","30.043104","Default Known Flow Node","Known Flow","302394.724425","686086.172169","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60204000003087","Nodes","3087","21.000000","34.208793","Default Known Flow Node","Known Flow","302356.770430","686139.554914","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60204000000089","Nodes","89","21.000000","34.091608","DDS demands","Known Flow","302308.162918","686149.340664","","0.000000","","","","","-12.879999","","","","","-11.517526","-12.879999","","","","","","","D1 PROFILE","","","",""
"60204000000094","Nodes","94","21.000000","34.187567","DDS demands","Known Flow","302381.676436","686127.111911","","0.000000","","","","","-16.719998","","","","","-14.951322","-16.719998","","","","","","","D1 PROFILE","","","",""
"60204000003088","Nodes","3088","21.000000","34.187567","Default Known Flow Node","Known Flow","302399.073625","686171.671391","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60204000000151","Nodes","151","21.000000","36.364418","DDS demands","Known Flow","302187.002153","686149.238996","","0.000000","","","","","-14.279999","","","","","-12.769430","-14.279999","","","","","","","D1 PROFILE","","","",""
"60204000003032","Nodes","3032","21.000000","36.290914","Default Known Flow Node","Known Flow","302191.187495","686147.932265","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60204000003089","Nodes","3089","21.000000","34.488157","Default Known Flow Node","Known Flow","302320.916471","686185.113020","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60204000003029","Nodes","3029","21.000000","34.208793","Default Known Flow Node","Known Flow","302354.465429","686140.434915","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60204000003084","Nodes","3084","21.000000","34.273343","Default Known Flow Node","Known Flow","302527.255644","686113.216859","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60204000000222","Nodes","222","21.000000","49.842432","DDS demands","Known Flow","300342.929154","686501.857266","","0.000000","","","","","-7.949999","","","","","-7.109032","-7.949999","","","","","","","D1 PROFILE","","","",""
"60204000000168","Nodes","168","21.000000","29.329635","DDS demands","Known Flow","300277.997441","686744.502829","","0.000000","","","","","-20.809999","","","","","-18.608673","-20.809999","","","","","","","D1 PROFILE","","","",""
"60204000000304","Nodes","304","21.000000","28.979335","DDS demands","Known Flow","300271.233862","686779.431088","","0.000000","","","","","-4.570000","","","","","-4.086576","-4.570000","","","","","","","D1 PROFILE","","","",""
"60204000000062","Nodes","62","21.000000","27.800127","DDS demands","Known Flow","300765.092159","686815.261658","","0.000000","","","","","-8.130000","","","","","-7.269991","-8.130000","","","","","","","D1 PROFILE","","","",""
"60204000000208","Nodes","208","21.000000","27.566661","Default Known Flow Node","Known Flow","300765.225790","686839.599945","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60204000000082","Nodes","82","21.000000","31.643464","DDS demands","Known Flow","300527.845922","686657.418141","","0.000000","","","","","-32.240002","","","","","-28.829587","-32.240002","","","","","","","D1 PROFILE","","","",""
