"NAME","TYPE","FlowCategoryTotalVolumetricFlow","FlowCategoryTotalThermalFlow","FlowCategoryMultiplier","FlowCategoryType","CategoryActive"
"Base Volumetric","Flow Categories","0.000000","0.000000","1.000000","Volumetric","-1.000000"
"Base Thermal","Flow Categories","","","1.000000","Thermal","-1.000000"
"C1","Flow Categories","-36.599999","0.000000","1.000000","Volumetric","-1.000000"
"D1","Flow Categories","-905.670003","0.000000","1.000000","Volumetric","-1.000000"
"C3","Flow Categories","-25.729999","0.000000","1.000000","Volumetric","-1.000000"
"I2","Flow Categories","-9.470000","0.000000","1.000000","Volumetric","-1.000000"
"C4","Flow Categories","-4.449999","0.000000","1.000000","Volumetric","-1.000000"
"C2","Flow Categories","-15.999999","0.000000","1.000000","Volumetric","-1.000000"
"Base Diversified Volumetric","Flow Categories","","","1.000000","Diversified Volumetric","-1.000000"
"Base Diversified Thermal","Flow Categories","","","1.000000","Diversified Thermal","-1.000000"
"DC","Flow Categories","-116.536998","0.000000","1.000000","Volumetric","-1.000000"
"DH","Flow Categories","","","1.000000","Volumetric","0"
