"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(I2)","NodeFlowByCategory(IH)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(IH)"
"60207600003053","Nodes","3053","21.000000","27.745895","DDS demands","Known Flow","302354.526429","688949.779679","","0.000000","","","","-1.519999","","","","","-1.359211","-1.519999","","","","","","D1 PROFILE","","","",""
"60207600003095","Nodes","3095","21.000000","27.767068","DDS demands","Known Flow","302352.687277","688995.302398","","0.000000","","","","-0.980000","","","","","-0.876333","-0.980000","","","","","","D1 PROFILE","","","",""
"60207600003045","Nodes","3045","21.000000","27.765818","DDS demands","Known Flow","302342.453426","688994.915691","","0.000000","","","","-1.320000","","","","","-1.180367","-1.320000","","","","","","D1 PROFILE","","","",""
"60207600003096","Nodes","3096","21.000000","27.789942","Default Known Flow Node","Known Flow","302374.705435","688999.981693","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600003069","Nodes","3069","21.000000","27.833608","DDS demands","Known Flow","302385.465437","688999.973693","","0.000000","","","","-0.550000","","","","","-0.491819","-0.550000","","","","","","D1 PROFILE","","","",""
"60207600000043","Nodes","43","21.000000","27.948114","Default Known Flow Node","Known Flow","302634.162505","688997.674692","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600000202","Nodes","202","21.000000","27.789847","DDS demands","Known Flow","302374.723435","689004.099694","","0.000000","","","","-0.569999","","","","","-0.509704","-0.569999","","","","","","D1 PROFILE","","","",""
"60207600000203","Nodes","203","21.000000","27.766953","DDS demands","Known Flow","302352.598429","689005.714694","","0.000000","","","","-0.399999","","","","","-0.357687","-0.399999","","","","","","D1 PROFILE","","","",""
"60207600003014","Nodes","3014","21.000000","31.034120","Default Known Flow Node","Known Flow","302479.220463","689227.549755","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600003088","Nodes","3088","21.000000","31.005197","Default Known Flow Node","Known Flow","302481.833464","689225.583754","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600003054","Nodes","3054","21.000000","33.086892","Default Known Flow Node","Known Flow","302466.005459","689346.949787","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600000206","Nodes","206","21.000000","27.649766","DDS demands","Known Flow","302714.418527","689313.668778","","0.000000","","","","-3.430000","","","","","-3.067167","-3.430000","","","","","","D1 PROFILE","","","",""
"60207600003011","Nodes","3011","21.000000","27.216587","Default Known Flow Node","Known Flow","301751.705265","689220.160753","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600003007","Nodes","3007","21.000000","27.121117","DDS demands","Known Flow","301744.983778","689210.145956","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600000041","Nodes","41","21.000000","28.592903","DDS demands","Known Flow","302501.019314","689043.412189","","0.000000","","","","-1.840000","","","","","-1.645360","-1.840000","","","","","","D1 PROFILE","","","",""
"60207600001004","Nodes","1004","21.000000","28.530292","Default Known Flow Node","Known Flow","302500.355479","689037.738788","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600002000","Nodes","2000","21.000000","25.344718","DDS demands","Known Flow","301860.927295","689058.943709","","0.000000","","","","-18.409999","","","","","-16.462551","-18.409999","","","","","","D1 PROFILE","","","",""
"60207600002001","Nodes","2001","21.000000","24.868134","DDS demands","Known Flow","301912.021309","689090.134717","","0.000000","","","","-5.090000","","","","","-4.551569","-5.090000","","","","","","D1 PROFILE","","","",""
"60207600002003","Nodes","2003","21.000000","28.668111","Default Known Flow Node","Known Flow","302495.787494","689048.737219","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600002004","Nodes","2004","21.000000","28.644339","Default Known Flow Node","Known Flow","302496.197468","689045.942705","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600002006","Nodes","2006","21.000000","27.406531","Default Known Flow Node","Known Flow","302694.266522","689264.772765","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600002007","Nodes","2007","21.000000","27.450534","Default Known Flow Node","Known Flow","302678.499517","689286.396771","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600002008","Nodes","2008","21.000000","27.351495","Default Known Flow Node","Known Flow","302691.853521","689078.042714","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600002010","Nodes","2010","21.000000","28.389384","Default Known Flow Node","Known Flow","302580.980491","689187.409744","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600002012","Nodes","2012","21.000000","27.985577","Default Known Flow Node","Known Flow","302647.792509","689197.688746","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600002013","Nodes","2013","21.000000","27.273355","Default Known Flow Node","Known Flow","302679.649745","689070.606989","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600002016","Nodes","2016","21.000000","23.927407","Default Known Flow Node","Known Flow","302822.878891","689285.676877","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600002018","Nodes","2018","21.000000","28.561539","Default Known Flow Node","Known Flow","302500.003469","689040.905704","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600002040","Nodes","2040","21.000000","30.298346","Default Known Flow Node","Known Flow","302491.420466","689194.166746","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600002024","Nodes","2024","21.000000","27.855430","DDS demands","Known Flow","302594.916494","689216.544752","","0.000000","","-22.129998","","","","","","","-19.789041","-22.129998","","","","C2 PROFILE","","","","","",""
"60207600002025","Nodes","2025","21.000000","27.757051","Default Known Flow Node","Known Flow","302694.835522","689199.743747","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600002031","Nodes","2031","21.000000","30.288938","DDS demands","Known Flow","302495.028467","689086.758716","","0.000000","-1.460000","","","-4.030000","","","","","-4.909256","-5.490000","","","C1 PROFILE","","","D1 PROFILE","","","",""
"60207600002032","Nodes","2032","21.000000","27.763523","Default Known Flow Node","Known Flow","302694.928142","689197.401560","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600002034","Nodes","2034","21.000000","28.088736","DDS demands","Known Flow","302560.405485","689068.852711","","0.000000","","","","-3.459999","","","","","-3.093993","-3.459999","","","","","","D1 PROFILE","","","",""
"60207600002036","Nodes","2036","21.000000","28.007941","Default Known Flow Node","Known Flow","302601.416496","689076.128713","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600002038","Nodes","2038","21.000000","31.085102","Default Known Flow Node","Known Flow","302481.266512","689231.245026","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600002041","Nodes","2041","21.000000","28.247597","DDS demands","Known Flow","302490.619466","689043.653705","","0.000000","","-99.999997","","","","","","","-89.421791","-99.999997","","","","C2 PROFILE","","","","","",""
"60207600002033","Nodes","2033","21.000000","23.921760","Default Known Flow Node","Known Flow","302849.838561","689280.317347","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600002042","Nodes","2042","21.000000","28.418213","Default Known Flow Node","Known Flow","302515.877473","689059.696709","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600002037","Nodes","2037","21.000000","27.406531","Default Known Flow Node","Known Flow","302713.902527","689246.851760","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600002044","Nodes","2044","21.000000","27.450534","Default Known Flow Node","Known Flow","302711.155577","689289.423212","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600002046","Nodes","2046","21.000000","25.049158","Default Known Flow Node","Known Flow","303175.460323","689094.723314","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600002047","Nodes","2047","21.000000","25.139433","Default Known Flow Node","Known Flow","303230.878245","689138.930021","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600002049","Nodes","Carnock Mill RRI","21.000000","49.999998","Default Known Pressure Node","Known Pressure","304220.767937","689147.166733","","999998.967025","","","","","","","","","15.282183","17.090000","","","","","","","","","",""
"60207600002055","Nodes","2055","21.000000","49.953133","DDS demands","Known Flow","304221.811281","689143.699873","","0.000000","","","","-4.050000","","","","","-3.621582","-4.050000","","","","","","D1 PROFILE","","","",""
"60207600002051","Nodes","2051","21.000000","49.915386","DDS demands","Known Flow","304230.979940","689161.273737","","0.000000","","","","-1.029999","","","","","-0.921044","-1.029999","","","","","","D1 PROFILE","","","",""
"60207600002052","Nodes","2052","21.000000","49.915386","Default Known Flow Node","Known Flow","304226.655938","689170.983739","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600002053","Nodes","2053","21.000000","44.878723","DDS demands","Known Flow","304288.592781","688913.233412","","0.000000","","","","-17.280001","","","","","-15.452086","-17.280001","","","","","","D1 PROFILE","","","",""
"60207600002062","Nodes","2062","21.000000","44.756196","DDS demands","Known Flow","304279.428085","688884.816082","","0.000000","","","","-3.309999","","","","","-2.959861","-3.309999","","","","","","D1 PROFILE","","","",""
"60207600002050","Nodes","2050","21.000000","49.918443","DDS demands","Known Flow","304285.656955","689151.248734","","0.000000","","","","-5.989999","","","","","-5.356365","-5.989999","","","","","","D1 PROFILE","","","",""
"60207600002057","Nodes","Carneil Terrace RRI","21.000000","49.999998","Default Known Pressure Node","Known Pressure","304327.334966","688954.783680","","999998.967025","","","","","","","","","38.710695","43.289998","","","","","","","","","",""
"60207600002058","Nodes","2058","21.000000","42.794488","DDS demands","Known Flow","304184.223927","688990.461690","","0.000000","","","","-13.669999","","-3.640000","","","-15.478911","-17.309999","","","","","","D1 PROFILE","","DH PROFILE","",""
"60207600002060","Nodes","2060","21.000000","41.068310","DDS demands","Known Flow","304437.973996","689085.566716","","0.000000","","","","-19.749999","","","","","-17.660804","-19.749999","","","","","","D1 PROFILE","","","",""
"60207600002061","Nodes","P00043528, Queens Haugh (West ), 25.85","25.000000","39.469998","CSEP DDS Matched","Known Flow","304380.128980","689088.040717","","0.000000","","","","","-25.850000","","","","-23.115534","-25.850000","","","","","","","DC PROFILE","","",""
"60207600002054","Nodes","2054","21.000000","44.792935","DDS demands","Known Flow","304272.987951","688869.287657","","0.000000","","","","-2.309999","","","","","-2.065643","-2.309999","","","","","","D1 PROFILE","","","",""
"60207600002064","Nodes","Main Street RRI","21.000000","49.999998","Default Known Pressure Node","Known Pressure","304407.561687","689034.025765","","999998.967025","","","","","","","","","55.217956","61.750002","","","","","","","","","",""
"60207600002066","Nodes","2066","21.000000","49.667610","DDS demands","Known Flow","305302.584605","689051.158468","","0.000000","","","","-2.130000","","","","","-1.904684","-2.130000","","","","","","D1 PROFILE","","","",""
"60207600002068","Nodes","2068","21.000000","49.496996","DDS demands","Known Flow","305311.374120","689096.225973","","0.000000","","","","-5.300000","","","","","-4.739355","-5.300000","","","","","","D1 PROFILE","","","",""
"60207600002072","Nodes","Dean Park  RRI","21.000000","49.999998","Default Known Pressure Node","Known Pressure","305379.119039","689048.694850","","999998.967025","","","","","","","","","8.906410","9.960000","","","","","","","","","",""
"60207600002020","Nodes","2020","21.000000","27.814788","DDS demands","Known Flow","302626.021375","689081.227569","","0.000000","-2.079999","","","","","","","","-1.859973","-2.079999","","","C1 PROFILE","","","","","","",""
"60207600002065","Nodes","P00076435, Queens Haugh (East), Carnock, 16.15","22.999998","40.124229","CSEP DDS Matched","Known Flow","304506.340015","689080.505715","","0.000000","","","","","-16.149999","","","","-14.441618","-16.149999","","","","","","","DC PROFILE","","",""
"60207600000009","Nodes","9","21.000000","26.280824","Default Known Flow Node","Known Flow","302908.998580","689041.751704","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600000039","Nodes","39","21.000000","29.809142","Default Known Flow Node","Known Flow","302485.798883","689140.476070","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600001001","Nodes","1001","21.000000","30.422473","Default Known Flow Node","Known Flow","302362.430255","689211.720752","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600001002","Nodes","1002","21.000000","30.299283","Default Known Flow Node","Known Flow","302346.549460","689197.771272","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600000038","Nodes","38","21.000000","30.392300","DDS demands","Known Flow","302489.151466","689140.205731","","0.000000","","","","-0.839999","","","","","-0.751143","-0.839999","","","","","","D1 PROFILE","","","",""
"60207600000037","Nodes","37","21.000000","30.403412","DDS demands","Known Flow","302486.041874","689168.470268","","0.000000","","","","-5.169999","","","","","-4.623106","-5.169999","","","","","","D1 PROFILE","","","",""
"60207600000118","Nodes","118","21.000000","28.389384","DDS demands","Known Flow","302583.320401","689187.408495","","0.000000","","","","-5.480000","","","","","-4.900314","-5.480000","","","","","","D1 PROFILE","","","",""
"60207600000047","Nodes","47","21.000000","28.357561","DDS demands","Known Flow","302608.940498","689187.421744","","0.000000","","","","-4.239999","","","","","-3.791483","-4.239999","","","","","","D1 PROFILE","","","",""
"60207600000044","Nodes","44","21.000000","27.217814","DDS demands","Known Flow","302688.468234","689066.662872","","0.000000","","","-4.980000","-19.279999","","","","","-21.693725","-24.260000","","","","","C4 PROFILE","D1 PROFILE","","","",""
"60207600001000","Nodes","Logger 9311, Sir George Bruce Road","21.000000","26.855683","DDS demands","Known Flow","302771.026199","689064.499469","","0.000000","","","","-11.799999","","","","","-10.551771","-11.799999","","","","","","D1 PROFILE","","","",""
"60207600000050","Nodes","50","21.000000","27.650978","DDS demands","Known Flow","302646.959509","689284.796770","","0.000000","","","","-7.610000","","","","","-6.804998","-7.610000","","","","","","D1 PROFILE","","","",""
"60207600000136","Nodes","136","21.000000","26.264756","DDS demands","Known Flow","302906.048175","689040.196042","","0.000000","","","","-6.690000","","","","","-5.982318","-6.690000","","","","","","D1 PROFILE","","","",""
"60207600000049","Nodes","49","21.000000","27.406531","DDS demands","Known Flow","302694.476522","689247.067760","","0.000000","","","","-18.440000","","","","","-16.489378","-18.440000","","","","","","D1 PROFILE","","","",""
"60207600000205","Nodes","205","21.000000","27.640194","DDS demands","Known Flow","302647.820167","689300.309200","","0.000000","","","","-1.479999","","","","","-1.323442","-1.479999","","","","","","D1 PROFILE","","","",""
"60207600000151","Nodes","Logger 9400, Sir George Bruce Road","21.000000","28.189982","DDS demands","Known Flow","302546.729692","689065.685667","","0.000000","","","","-5.179999","","","","","-4.632048","-5.179999","","","","","","D1 PROFILE","","","",""
"60207600000004","Nodes","4","21.000000","24.948173","DDS demands","Known Flow","301913.736576","689078.680687","","0.000000","","","","-4.889999","","","","","-4.372725","-4.889999","","","","","","D1 PROFILE","","","",""
"60207600004004","Nodes","4004","21.000000","27.762792","Default Known Flow Node","Known Flow","301759.822267","689266.364765","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600004006","Nodes","4006","21.000000","24.177168","Default Known Flow Node","Known Flow","302118.051365","689110.450723","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600004016","Nodes","4016","21.000000","26.568426","Default Known Flow Node","Known Flow","301813.187282","689260.798764","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600004017","Nodes","4017","21.000000","26.568426","Default Known Flow Node","Known Flow","301821.553284","689259.147763","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600004018","Nodes","4018","21.000000","26.393125","Default Known Flow Node","Known Flow","301941.009317","689249.248761","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600004020","Nodes","4020","21.000000","30.304764","Default Known Flow Node","Known Flow","302347.357427","689198.820747","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600004021","Nodes","4021","21.000000","33.542169","Default Known Flow Node","Known Flow","302209.223390","689292.680772","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600004003","Nodes","4003","21.000000","29.969186","Default Known Flow Node","Known Flow","302300.844414","689199.281747","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600004029","Nodes","4029","21.000000","29.909881","Default Known Flow Node","Known Flow","302293.328412","689237.427757","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600004015","Nodes","4015","21.000000","26.851014","Default Known Flow Node","Known Flow","301812.429282","689200.795747","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600004035","Nodes","4035","21.000000","28.486888","Default Known Flow Node","Known Flow","301762.130268","689335.617784","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600004039","Nodes","4039","21.000000","24.259538","Default Known Flow Node","Known Flow","302110.882363","689109.441722","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600004038","Nodes","4038","21.000000","24.259538","Default Known Flow Node","Known Flow","302111.668363","689106.062722","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600004040","Nodes","4040","21.000000","26.660582","Default Known Flow Node","Known Flow","301874.327298","689225.530754","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600004041","Nodes","4041","21.000000","26.528360","Default Known Flow Node","Known Flow","301882.746301","689224.566754","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600004042","Nodes","4042","21.000000","23.883512","Default Known Flow Node","Known Flow","302119.219365","689078.339714","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600004022","Nodes","4022","21.000000","33.672602","Default Known Flow Node","Known Flow","302282.441409","689281.026769","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600004047","Nodes","4047","21.000000","28.033976","Default Known Flow Node","Known Flow","301762.459268","689284.961770","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600004049","Nodes","4049","21.000000","26.494445","Default Known Flow Node","Known Flow","301877.720299","689247.663760","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600004050","Nodes","4050","21.000000","26.494445","Default Known Flow Node","Known Flow","301885.655301","689246.482760","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600004052","Nodes","4052","21.000000","23.625364","Default Known Flow Node","Known Flow","302032.656341","689104.872721","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600004031","Nodes","4031","21.000000","23.896330","Default Known Flow Node","Known Flow","302126.470367","689080.099714","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600004055","Nodes","4055","21.000000","26.668472","Default Known Flow Node","Known Flow","301817.631258","689234.283576","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600004056","Nodes","4056","21.000000","26.603686","Default Known Flow Node","Known Flow","301881.119300","689211.018750","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600004061","Nodes","4061","21.000000","26.310113","Default Known Flow Node","Known Flow","301951.845504","689266.164514","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600004060","Nodes","4060","21.000000","26.310113","Default Known Flow Node","Known Flow","301937.978316","689268.135766","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600004064","Nodes","4064","21.000000","28.918985","Default Known Flow Node","Known Flow","301766.649269","689379.304796","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600004073","Nodes","4073","21.000000","22.446000","Default Known Flow Node","Known Flow","302842.653562","688942.885677","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600004074","Nodes","4074","21.000000","28.678434","Default Known Flow Node","Known Flow","302495.609467","689049.950706","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600004075","Nodes","4075","21.000000","28.678434","Default Known Flow Node","Known Flow","302499.757469","689046.600705","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600004088","Nodes","4088","21.000000","27.267029","Default Known Flow Node","Known Flow","302680.647518","689070.142712","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600004089","Nodes","4089","21.000000","27.267029","Default Known Flow Node","Known Flow","302679.923518","689068.489711","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600004090","Nodes","4090","21.000000","30.430955","Default Known Flow Node","Known Flow","302482.169464","689194.095746","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600004091","Nodes","4091","21.000000","30.404477","Default Known Flow Node","Known Flow","302485.932465","689169.464739","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600004092","Nodes","4092","21.000000","27.948114","Default Known Flow Node","Known Flow","302633.678505","689000.334693","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600004097","Nodes","4097","21.000000","28.310198","Default Known Flow Node","Known Flow","302594.949494","689194.494746","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600004104","Nodes","4104","21.000000","27.898819","Default Known Flow Node","Known Flow","302442.162453","688978.149687","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600004109","Nodes","4109","21.000000","21.477134","Default Known Flow Node","Known Flow","302725.517530","688872.868658","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600004122","Nodes","4122","21.000000","28.489009","Default Known Flow Node","Known Flow","302490.125466","689049.684706","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600004127","Nodes","4127","21.000000","27.832008","Default Known Flow Node","Known Flow","302443.788453","688972.865685","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600004128","Nodes","4128","21.000000","27.832008","Default Known Flow Node","Known Flow","302447.344454","688973.170685","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600004129","Nodes","4129","21.000000","23.961677","Default Known Flow Node","Known Flow","302901.428578","689264.778765","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600004133","Nodes","4133","21.000000","28.035870","Default Known Flow Node","Known Flow","302505.806470","688982.957688","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600004138","Nodes","4138","21.000000","26.259728","Default Known Flow Node","Known Flow","302904.912579","689039.998704","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600004148","Nodes","4148","21.000000","28.010491","Default Known Flow Node","Known Flow","302499.777469","688988.395690","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600004149","Nodes","4149","21.000000","28.004233","DDS demands","Known Flow","302501.686469","688979.649687","","0.000000","-5.870000","","","","","","","","-5.249059","-5.870000","","","C1 PROFILE","","","","","","",""
"60207600004083","Nodes","4083","21.000000","27.793700","Default Known Flow Node","Known Flow","302375.029435","688957.970681","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600004161","Nodes","4161","21.000000","27.914968","DDS demands","Known Flow","302504.630470","688955.576681","","0.000000","","","","-1.739999","","","","","-1.555939","-1.739999","","","","","","D1 PROFILE","","","",""
"60207600004163","Nodes","4163","21.000000","27.798046","Default Known Flow Node","Known Flow","302393.511440","688963.512683","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600004164","Nodes","4164","21.000000","27.798046","Default Known Flow Node","Known Flow","302391.285439","688969.391684","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600004121","Nodes","4121","21.000000","26.270935","Default Known Flow Node","Known Flow","302908.799580","689038.924703","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600004165","Nodes","4165","21.000000","28.039737","Default Known Flow Node","Known Flow","302504.111470","689001.338693","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600004176","Nodes","4176","21.000000","31.108999","Default Known Flow Node","Known Flow","302481.108559","689232.830536","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600004178","Nodes","4178","21.000000","27.914919","DDS demands","Known Flow","302505.269470","688950.349679","","0.000000","","","","-0.569999","","","","","-0.509704","-0.569999","","","","","","D1 PROFILE","","","",""
"60207600004179","Nodes","4179","21.000000","27.914919","Default Known Flow Node","Known Flow","302517.032473","688825.926645","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600004180","Nodes","4180","21.000000","23.917901","Default Known Flow Node","Known Flow","302879.840572","688952.396680","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600004168","Nodes","4168","21.000000","30.661820","Default Known Flow Node","Known Flow","302411.830445","689222.444753","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600004205","Nodes","4205","21.000000","33.074006","Default Known Flow Node","Known Flow","302490.533466","689354.915789","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600004207","Nodes","4207","21.000000","22.728915","Default Known Flow Node","Known Flow","302976.705598","688784.376634","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600004209","Nodes","4209","21.000000","25.109805","Default Known Flow Node","Known Flow","303124.726639","689071.626712","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600004248","Nodes","4248","21.000000","24.886932","DDS demands","Known Flow","303308.543891","689099.019643","","0.000000","","","","-14.670000","","","","","-13.118176","-14.670000","","","","","","D1 PROFILE","","","",""
"60207600004215","Nodes","4215","21.000000","23.985260","Default Known Flow Node","Known Flow","302974.010598","688954.055680","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600004218","Nodes","4218","21.000000","24.826843","Default Known Flow Node","Known Flow","303233.292668","689175.945741","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600004261","Nodes","4261","21.000000","23.953975","Default Known Flow Node","Known Flow","303165.475650","689184.631743","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600004220","Nodes","4220","21.000000","22.687661","Default Known Flow Node","Known Flow","303012.051608","688701.374611","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600004221","Nodes","4221","21.000000","23.022270","Default Known Flow Node","Known Flow","303019.613610","688839.205649","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600004225","Nodes","4225","21.000000","22.961492","Default Known Flow Node","Known Flow","303120.587638","688973.566686","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600004226","Nodes","4226","21.000000","22.961492","Default Known Flow Node","Known Flow","303111.085635","688964.947683","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60207600004210","Nodes","4210","21.000000","25.099050","Default Known Flow Node","Known Flow","303170.204651","689092.234718","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
