"NAME","TYPE","FlowCategoryTotalVolumetricFlow","FlowCategoryTotalThermalFlow","FlowCategoryMultiplier","FlowCategoryType","CategoryActive"
"Base Volumetric","Flow Categories","0.000000","0.000000","1.000000","Volumetric","-1.000000"
"Base Thermal","Flow Categories","","","1.000000","Thermal","-1.000000"
"D1","Flow Categories","-14895.789989","0.000000","1.000000","Volumetric","-1.000000"
"C2","Flow Categories","-2877.539997","0.000000","1.000000","Volumetric","-1.000000"
"C4","Flow Categories","-506.150005","0.000000","1.000000","Volumetric","-1.000000"
"C1","Flow Categories","-5295.949988","0.000000","1.000000","Volumetric","-1.000000"
"DC","Flow Categories","-1626.580010","0.000000","1.000000","Volumetric","-1.000000"
"I2","Flow Categories","-208.069999","0.000000","1.000000","Volumetric","-1.000000"
"C3","Flow Categories","-562.119990","0.000000","1.000000","Volumetric","-1.000000"
"S2","Flow Categories","","","1.000000","Volumetric","-1.000000"
"PL-AF","Flow Categories","-1297.130000","0.000000","1.000000","Volumetric","-1.000000"
"PL-90","Flow Categories","","","1.000000","Volumetric","0"
"PL-PL","Flow Categories","","","1.000000","Volumetric","0"
"TT","Flow Categories","","","1.000000","Volumetric","-1.000000"
"Base Diversified Volumetric","Flow Categories","","","1.000000","Diversified Volumetric","-1.000000"
"Base Diversified Thermal","Flow Categories","","","1.000000","Diversified Thermal","-1.000000"
"CC","Flow Categories","-31.399999","0.000000","1.000000","Volumetric","-1.000000"
"CH","Flow Categories","","","1.000000","Volumetric","0"
"DM","Flow Categories","","","1.000000","Volumetric","0"
"CM","Flow Categories","","","1.000000","Volumetric","0"
"IM","Flow Categories","","","1.000000","Volumetric","0"
"IH","Flow Categories","","","1.000000","Volumetric","0"
"DL","Flow Categories","","","1.000000","Volumetric","0"
"DH","Flow Categories","-20.500000","0.000000","1.000000","Volumetric","0"
"PL-DC","Flow Categories","-155.450000","0.000000","1.000000","Volumetric","0"
