"NAME","TYPE","FlowCategoryTotalVolumetricFlow","FlowCategoryTotalThermalFlow","FlowCategoryMultiplier","FlowCategoryType","CategoryActive"
"Base Volumetric","Flow Categories","0.000000","0.000000","1.000000","Volumetric","-1.000000"
"Base Thermal","Flow Categories","","","1.000000","Thermal","-1.000000"
"D1","Flow Categories","-75.879999","0.000000","1.000000","Volumetric","-1.000000"
"C3","Flow Categories","-4.269999","0.000000","1.000000","Volumetric","-1.000000"
"CL","Flow Categories","","","1.000000","Volumetric","0"
"CM","Flow Categories","0.000000","0.000000","1.000000","Volumetric","0"
"Base Diversified Volumetric","Flow Categories","","","1.000000","Diversified Volumetric","-1.000000"
"Base Diversified Thermal","Flow Categories","","","1.000000","Diversified Thermal","-1.000000"
"DC","Flow Categories","-53.099996","0.000000","1.000000","Volumetric","-1.000000"
"C2","Flow Categories","-4.500000","0.000000","1.000000","Volumetric","-1.000000"
