"NAME","TYPE","FlowCategoryTotalVolumetricFlow","FlowCategoryTotalThermalFlow","FlowCategoryMultiplier","FlowCategoryType","CategoryActive"
"Base Volumetric","Flow Categories","0.000000","0.000000","1.000000","Volumetric","-1.000000"
"Base Thermal","Flow Categories","","","1.000000","Thermal","-1.000000"
"C4","Flow Categories","-4.439999","0.000000","1.000000","Volumetric","-1.000000"
"D1","Flow Categories","-374.059996","0.000000","1.000000","Volumetric","-1.000000"
"C1","Flow Categories","-27.659999","0.000000","1.000000","Volumetric","-1.000000"
"C3","Flow Categories","-13.339999","0.000000","1.000000","Volumetric","-1.000000"
"C2","Flow Categories","-46.910000","0.000000","1.000000","Volumetric","-1.000000"
"DC","Flow Categories","-66.619998","0.000000","1.000000","Volumetric","-1.000000"
"DL","Flow Categories","","","1.000000","Volumetric","0"
"DM","Flow Categories","0.000000","0.000000","1.000000","Volumetric","0"
"DH","Flow Categories","-12.899999","0.000000","1.000000","Volumetric","0"
"CL","Flow Categories","","","1.000000","Volumetric","0"
"Base Diversified Volumetric","Flow Categories","","","1.000000","Diversified Volumetric","-1.000000"
"Base Diversified Thermal","Flow Categories","","","1.000000","Diversified Thermal","-1.000000"
