"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(CC)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)"
"60211200000050","Nodes","50","21.000000","45.073847","DDS demands","Known Flow","329554.638831","741447.466964","","0.000000","","","","-0.790000","","-0.706432","-0.790000","","","","","","D1 PROFILE",""
"60211210000005","Nodes","-5","21.000000","41.770611","Default Known Flow Node","Known Flow","329690.659956","741213.386321","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60211201462477","Nodes","-1462477","21.000000","42.391090","Default Known Flow Node","Known Flow","329658.617859","741233.806906","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60211201462468","Nodes","-1462468","21.000000","41.770611","Default Known Flow Node","Known Flow","329673.722863","741208.554899","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60211210000002","Nodes","-2","21.000000","41.375950","Default Known Flow Node","Known Flow","329729.579878","741164.337887","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60211201462487","Nodes","-1462487","21.000000","41.605549","Default Known Flow Node","Known Flow","329718.115875","741444.280963","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60211200000019","Nodes","19","21.000000","41.322715","DDS demands","Known Flow","329696.690869","741097.346869","","0.000000","","","","-7.070000","","-6.322121","-7.070000","","","","","","D1 PROFILE",""
"60211200000033","Nodes","-33","21.000000","41.341586","Default Known Flow Node","Known Flow","329745.976883","741421.078957","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60211201462470","Nodes","-1462470","21.000000","41.298587","Default Known Flow Node","Known Flow","329733.947879","741435.867961","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60211200000026","Nodes","-26","21.000000","41.655325","Default Known Flow Node","Known Flow","329780.200892","741347.082937","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60211201462479","Nodes","-1462479","21.000000","41.712608","Default Known Flow Node","Known Flow","329797.572897","741316.819929","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60211201462476","Nodes","-1462476","21.000000","39.677537","Default Known Flow Node","Known Flow","329808.996900","741288.543921","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60211200000008","Nodes","8","21.000000","39.053293","Default Known Flow Node","Known Flow","329935.995934","741532.159987","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60211200000067","Nodes","P07113681, Dundee Road, -27.69","22.999998","34.920002","CSEP DDS Matched","Known Flow","329773.309149","741168.685719","","0.000000","","","-27.690000","","","-24.760893","-27.690000","","","","","CC PROFILE","",""
"60211200000068","Nodes","P07114109, Castle Street, -10.52","22.999998","41.470118","CSEP DDS Matched","Known Flow","329784.317469","741350.145461","","0.000000","","","","","-10.520000","-9.407172","-10.520000","","","","","","","DC PROFILE"
"60211200000051","Nodes","51","21.000000","37.226882","DDS demands","Known Flow","330029.504960","741438.559962","","0.000000","","","","-3.459999","","-3.093993","-3.459999","","","","","","D1 PROFILE",""
"60211200000052","Nodes","52","21.000000","36.984030","DDS demands","Known Flow","330046.028964","741497.391978","","0.000000","","","","-6.199999","","-5.544150","-6.199999","","","","","","D1 PROFILE",""
"60211200000042","Nodes","42","21.000000","37.174366","DDS demands","Known Flow","330007.968954","741476.020972","","0.000000","","","","-3.430000","","-3.067167","-3.430000","","","","","","D1 PROFILE",""
"60211200000021","Nodes","21","21.000000","38.966371","Default Known Flow Node","Known Flow","329908.588927","741275.579917","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"6021120001588","Nodes","1588","21.000000","39.009575","Default Known Flow Node","Known Flow","329987.098948","741253.770911","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60211200000079","Nodes","","21.000000","39.139570","Default Known Flow Node","Known Flow","329871.007917","741500.037978","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60211200000091","Nodes","","21.000000","49.636842","Default Known Flow Node","Known Flow","329485.304812","741279.957919","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60211200000092","Nodes","","21.000000","49.636842","Default Known Flow Node","Known Flow","329480.991810","741278.942918","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60211200000085","Nodes","","21.000000","48.898323","Default Known Flow Node","Known Flow","329502.460816","741284.133920","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60211200000119","Nodes","","21.000000","45.296587","Default Known Flow Node","Known Flow","329587.333710","741311.388104","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60211200000113","Nodes","","21.000000","45.208337","Default Known Flow Node","Known Flow","329593.880263","741315.811103","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60211200000111","Nodes","","21.000000","49.999998","Default Known Flow Node","Known Flow","329482.130811","741290.218921","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
