"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)"
"60203900003049","Nodes","3049","21.000000","23.150196","Default Known Flow Node","Known Flow","306690.224681","686240.385835","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60203900000068","Nodes","68","21.000000","23.211673","DDS demands","Known Flow","306753.153967","686208.742868","","0.000000","","","","","-8.319999","","","-7.439892","-8.319999","","","","","","","D1 PROFILE","",""
"60203900000069","Nodes","69","21.000000","23.135677","DDS demands","Known Flow","306788.552337","686167.080828","","0.000000","","","","","-5.749999","","","-5.141752","-5.749999","","","","","","","D1 PROFILE","",""
"60203900000129","Nodes","129","21.000000","23.167481","DDS demands","Known Flow","306805.932872","686180.008119","","0.000000","","","","","-9.000000","","","-8.047961","-9.000000","","","","","","","D1 PROFILE","",""
"60203900000070","Nodes","70","21.000000","23.185239","DDS demands","Known Flow","306836.544474","686108.931362","","0.000000","","","","","-11.369999","","","-10.167257","-11.369999","","","","","","","D1 PROFILE","",""
"60203900000071","Nodes","71","21.000000","22.826062","DDS demands","Known Flow","306797.358354","686073.001173","","0.000000","","","","","-10.790000","","","-9.648611","-10.790000","","","","","","","D1 PROFILE","",""
"60203900000078","Nodes","78","21.000000","24.393057","DDS demands","Known Flow","306915.046486","686157.406679","","0.000000","","","","","-4.199999","","","-3.755715","-4.199999","","","","","","","D1 PROFILE","",""
"60203900003046","Nodes","3046","21.000000","24.336252","Default Known Flow Node","Known Flow","306924.353024","686136.906964","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60203900000190","Nodes","190","21.000000","21.977155","Default Known Flow Node","Known Flow","306754.239418","686096.315181","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60203900000187","Nodes","187","21.000000","22.666322","DDS demands","Known Flow","306683.180978","686069.443214","","0.000000","","","-55.839999","","","","","-49.933125","-55.839999","","","","","C3 PROFILE","","","",""
"60203900003027","Nodes","3027","21.000000","22.666322","Default Known Flow Node","Known Flow","306676.314626","686068.338920","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60203900003032","Nodes","3032","21.000000","22.666435","Default Known Flow Node","Known Flow","306678.868722","686064.226392","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60203900000073","Nodes","73","21.000000","22.741106","DDS demands","Known Flow","306770.119936","686047.119891","","0.000000","","","","","-3.780000","","","-3.380143","-3.780000","","","","","","","D1 PROFILE","",""
"60203900000114","Nodes","114","21.000000","22.794531","DDS demands","Known Flow","306892.758664","686063.523894","","0.000000","","","","","-11.369999","","","-10.167257","-11.369999","","","","","","","D1 PROFILE","",""
"60203900000131","Nodes","131","21.000000","22.769084","DDS demands","Known Flow","306991.524691","686012.439880","","0.000000","","","","","-15.850000","","","-14.173353","-15.850000","","","","","","","D1 PROFILE","",""
"60203900003048","Nodes","3048","21.000000","23.167481","Default Known Flow Node","Known Flow","306834.946522","686188.167278","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
