"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(PL-AF)"
"60603600000057","Nodes","","21.000000","27.811807","Default Known Flow Node","Known Flow","399663.169429","825259.690318","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603600000077","Nodes","","21.000000","26.223458","Default Known Flow Node","Known Flow","400094.851410","825904.579279","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603600000058","Nodes","","21.000000","38.645654","Default Known Flow Node","Known Flow","399696.184142","825400.016614","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603600000078","Nodes","P00106867, Main Street, -18.73","24.000000","24.275323","CSEP Unmatched","Known Flow","400101.431209","825982.109748","","0.000000","","","","","","-18.729999","","","","-16.748701","-18.729999","","","","","","","","DC PROFILE","","",""
"60603600000055","Nodes","","21.000000","27.762029","Default Known Flow Node","Known Flow","400091.366680","825891.020541","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603600000079","Nodes","","21.000000","29.430850","Default Known Flow Node","Known Flow","400076.356083","825843.597544","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"606036-17","Nodes","-17","21.000000","39.409172","Default Known Flow Node","Known Flow","399983.125000","825613.500000","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603600000005","Nodes","NEW FOVERAN RRI FOR SCT 34146 CPM 5474","21.000000","49.999974","Default Known Pressure Node","Known Pressure","397089.736118","823780.819278","","0.000000","","","","","","","","","","72.708855","81.310001","","","","","","","","","","",""
"606036-000001","Nodes","","21.000000","48.937631","Default Known Flow Node","Known Flow","397052.559584","823768.875327","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603600000054","Nodes","","21.000000","49.784450","Default Known Flow Node","Known Flow","397269.202518","823844.777912","","0.000000","","","","","-29.999999","","","","","-26.826536","-29.999999","","","","","","","D1 PROFILE","","","",""
