"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)"
"60205400001080","Nodes","-1462490","21.000000","25.560926","Default Known Flow Node","Known Flow","322630.268946","698426.423258","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60205400001070","Nodes","-1462472","21.000000","26.363014","Default Known Flow Node","Known Flow","322765.277983","698424.916257","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60205400000108","Nodes","108","21.000000","29.039672","DDS demands","Known Flow","323070.752066","698477.689272","","0.000000","","","","-4.800000","","","-4.292246","-4.800000","","","","","","D1 PROFILE","",""
"60205400000089","Nodes","89","21.000000","28.978905","DDS demands","Known Flow","323091.236072","698463.750268","","0.000000","","","","-3.130000","","","-2.798902","-3.130000","","","","","","D1 PROFILE","",""
"60205400001078","Nodes","-1462487","21.000000","28.935120","Default Known Flow Node","Known Flow","323137.664084","698470.931270","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60205400000025","Nodes","25","21.000000","24.448479","DDS demands","Known Flow","323375.874149","698413.972254","","0.000000","","","","-16.799999","","","-15.022860","-16.799999","","","","","","D1 PROFILE","",""
"60205400001077","Nodes","-1462486","21.000000","24.448479","Default Known Flow Node","Known Flow","323456.505171","698411.125254","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60205400000078","Nodes","78","21.000000","27.415685","DDS demands","Known Flow","322860.220009","698525.866285","","0.000000","-3.359999","","-6.560000","-25.149998","","","-31.360221","-35.069999","","","C1 PROFILE","","C4 PROFILE","D1 PROFILE","",""
"60205400001081","Nodes","-1462492","21.000000","26.681606","Default Known Flow Node","Known Flow","322848.052006","698528.540285","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60205400000079","Nodes","79","21.000000","26.681606","DDS demands","Known Flow","322847.519466","698528.879262","","0.000000","","","","-8.790000","","","0.000000","0.000000","","","","","","D1 PROFILE","",""
"60205400001096","Nodes","-37","21.000000","27.221593","Default Known Flow Node","Known Flow","322790.154990","698574.946298","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60205400000116","Nodes","116","21.000000","27.814338","Default Known Flow Node","Known Flow","322868.224011","698538.708288","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60205400001082","Nodes","-1462497","21.000000","27.497673","Default Known Flow Node","Known Flow","322889.734017","698505.022279","","0.000000","","","","-1.630000","","","-1.457575","-1.630000","","","","","","D1 PROFILE","",""
"60205400000118","Nodes","118","21.000000","28.349385","DDS demands","Known Flow","322939.984100","698504.396176","","0.000000","","","","-7.620000","","","-6.813940","-7.620000","","","","","","D1 PROFILE","",""
"60205400000093","Nodes","93","21.000000","28.004549","DDS demands","Known Flow","322899.965020","698474.379271","","0.000000","","","","-10.640000","","","-9.514479","-10.640000","","","","","","D1 PROFILE","",""
"60205400000119","Nodes","119","21.000000","28.107796","DDS demands","Known Flow","323006.560049","698460.086267","","0.000000","","","","-5.739999","","","-5.132810","-5.739999","","","","","","D1 PROFILE","",""
"60205400000080","Nodes","80","21.000000","29.725941","DDS demands","Known Flow","322940.258031","698590.530302","","0.000000","-12.560000","","-2.319999","-15.940000","","","-27.559796","-30.820000","","","C1 PROFILE","","C4 PROFILE","D1 PROFILE","",""
"60205400000092","Nodes","92","21.000000","29.685205","DDS demands","Known Flow","322961.783203","698560.856079","","0.000000","","","","-9.800000","","","-8.763336","-9.800000","","","","","","D1 PROFILE","",""
"60205400001095","Nodes","-35","21.000000","29.752693","Default Known Flow Node","Known Flow","322984.183515","698540.160789","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60205400000027","Nodes","27","21.000000","26.706552","DDS demands","Known Flow","322770.140984","698569.611297","","0.000000","","","","-7.430000","","","-6.644039","-7.430000","","","","","","D1 PROFILE","",""
"60205400001094","Nodes","-33","21.000000","29.552455","Default Known Flow Node","Known Flow","322979.383906","698533.408077","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60205400000107","Nodes","107","21.000000","28.812732","DDS demands","Known Flow","323079.100068","698512.564281","","0.000000","","","","-7.979999","","","-7.135858","-7.979999","","","","","","D1 PROFILE","",""
"60205400000103","Nodes","103","21.000000","26.951247","DDS demands","Known Flow","323160.012090","698488.594275","","0.000000","","","","-6.639999","","","-5.937606","-6.639999","","","","","","D1 PROFILE","",""
"60205400000104","Nodes","104","21.000000","26.878012","DDS demands","Known Flow","323135.511084","698516.522282","","0.000000","","","","-5.119999","","","-4.578395","-5.119999","","","","","","D1 PROFILE","",""
"60205400000095","Nodes","95","21.000000","30.851845","DDS demands","Known Flow","323066.926065","698584.780301","","0.000000","","","","-36.000000","","","-32.191845","-36.000000","","","","","","D1 PROFILE","",""
"60205400000097","Nodes","97","21.000000","33.724261","DDS demands","Known Flow","323242.738038","698652.292703","","0.000000","","","","-25.180001","","","-22.516408","-25.180001","","","","","","D1 PROFILE","",""
"60205400000122","Nodes","122","21.000000","38.415883","DDS demands","Known Flow","323422.067162","698774.495352","","0.000000","","","","-2.529999","","","-2.262371","-2.529999","","","","","","D1 PROFILE","",""
"60205400001107","Nodes","-68","21.000000","38.396974","Default Known Flow Node","Known Flow","323429.070164","698775.382353","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60205400001075","Nodes","-1462481","21.000000","33.724261","Default Known Flow Node","Known Flow","323242.998113","698651.372319","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60205400000037","Nodes","P00102028, Mina Crescent, -211.02","26.000000","32.335021","CSEP DDS Matched","Known Flow","323465.481174","698684.520328","","0.000000","","","","-10.329999","-211.020011","-31.059998","-197.935144","-221.350013","","","","","","D1 PROFILE","DC PROFILE",""
"60205400001093","Nodes","-28","21.000000","29.861757","Default Known Flow Node","Known Flow","323013.960051","698519.695283","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60205400000101","Nodes","101","21.000000","29.903879","DDS demands","Known Flow","323243.397111","698511.640936","","0.000000","","","","-12.810000","","","-11.454931","-12.810000","","","","","","D1 PROFILE","",""
"60205400000100","Nodes","100","21.000000","30.087863","DDS demands","Known Flow","323376.539494","698529.693089","","0.000000","","","","-26.700000","","","-23.875618","-26.700000","","","","","","D1 PROFILE","",""
"60205400000102","Nodes","102","21.000000","32.506169","DDS demands","Known Flow","323233.601903","698576.260473","","0.000000","","","","-21.760000","","","-19.458181","-21.760000","","","","","","D1 PROFILE","",""
"60205400001099","Nodes","-47","21.000000","33.784044","Default Known Flow Node","Known Flow","323284.131124","698663.580322","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60205400000096","Nodes","96","21.000000","33.908359","DDS demands","Known Flow","323239.407112","698666.749323","","0.000000","","","","-5.300000","","","-4.739355","-5.300000","","","","","","D1 PROFILE","",""
"60205400000099","Nodes","99","21.000000","33.243800","DDS demands","Known Flow","323366.661147","698595.013304","","0.000000","","","","-7.150000","","","-6.393657","-7.150000","","","","","","D1 PROFILE","",""
"60205400000088","Nodes","88","21.000000","35.269161","DDS demands","Known Flow","323459.287172","698588.235302","","0.000000","","","","-4.539999","","","-4.059749","-4.539999","","","","","","D1 PROFILE","",""
"60205400000106","Nodes","106","21.000000","35.269161","Default Known Flow Node","Known Flow","323447.127169","698586.661301","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60205400000038","Nodes","38","21.000000","35.522621","DDS demands","Known Flow","323468.158174","698642.209316","","0.000000","","","","-4.309999","","","-3.854079","-4.309999","","","","","","D1 PROFILE","",""
"60205400001098","Nodes","-44","21.000000","35.505812","Default Known Flow Node","Known Flow","323464.904173","698641.408316","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60205400000098","Nodes","98","21.000000","33.898202","DDS demands","Known Flow","323360.683036","698667.754980","","0.000000","","-23.010000","","-10.960000","","","-30.376582","-33.970000","","","","C2 PROFILE","","D1 PROFILE","",""
"60205400001097","Nodes","-43","21.000000","33.286314","Default Known Flow Node","Known Flow","323371.185950","698597.198632","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60205400000039","Nodes","39","21.000000","34.492526","DDS demands","Known Flow","323389.223227","698673.883856","","0.000000","","","","-11.109999","","","-9.934760","-11.109999","","","","","","D1 PROFILE","",""
"60205400000036","Nodes","36","21.000000","36.689096","DDS demands","Known Flow","323435.640165","698769.641351","","0.000000","","","","-34.669998","","","0.000000","0.000000","","","","","","D1 PROFILE","",""
"60205400000032","Nodes","32","21.000000","37.002223","DDS demands","Known Flow","323365.027936","698759.838683","","0.000000","","","","-11.589999","","","0.000000","0.000000","","","","","","D1 PROFILE","",""
"60205400001106","Nodes","-66","21.000000","36.685151","Default Known Flow Node","Known Flow","323438.009202","698771.739233","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60205400000033","Nodes","33","21.000000","38.038096","DDS demands","Known Flow","323362.613146","698773.272352","","0.000000","","","","-5.559999","","","-4.971851","-5.559999","","","","","","D1 PROFILE","",""
"60205400001086","Nodes","-1462503","21.000000","35.874759","Default Known Flow Node","Known Flow","323147.470087","698714.200336","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60205400001088","Nodes","-1462511","21.000000","34.222782","Default Known Flow Node","Known Flow","323365.628146","698685.249328","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60205400001101","Nodes","-4904539","21.000000","34.500301","Default Known Flow Node","Known Flow","323389.733518","698673.964415","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60205400001104","Nodes","-63","21.000000","37.364381","Default Known Flow Node","Known Flow","323433.576165","698763.974350","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60205400001084","Nodes","-1462499","21.000000","36.923458","Default Known Flow Node","Known Flow","323435.110165","698758.648348","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60205400001105","Nodes","-64","21.000000","37.364381","Default Known Flow Node","Known Flow","323437.562166","698764.357350","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60205400001108","Nodes","-69","21.000000","36.755269","Default Known Flow Node","Known Flow","323485.558179","698779.581354","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60205400000087","Nodes","87","21.000000","35.234801","DDS demands","Known Flow","323388.183153","698626.608312","","0.000000","","","","-5.219999","","","-4.667817","-5.219999","","","","","","D1 PROFILE","",""
"60205400001074","Nodes","-1462478","21.000000","39.140108","Default Known Flow Node","Known Flow","323480.833682","698794.816198","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60205400000105","Nodes","105","21.000000","29.808509","DDS demands","Known Flow","323505.722185","698561.901295","","0.000000","","","","-4.559999","","","-4.077633","-4.559999","","","","","","D1 PROFILE","",""
"60205400001109","Nodes","-70","21.000000","36.712990","Default Known Flow Node","Known Flow","323519.078014","698785.649319","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60205400000044","Nodes","44","21.000000","41.029010","DDS demands","Known Flow","323657.988226","698811.132362","","0.000000","","","","-25.549999","","","-22.847266","-25.549999","","","","","","D1 PROFILE","",""
"60205400000115","Nodes","115","21.000000","40.546885","DDS demands","Known Flow","323771.634257","698801.523360","","0.000000","","","","-6.809999","","","-6.089623","-6.809999","","","","","","D1 PROFILE","",""
"60205400001072","Nodes","-1462475","21.000000","39.511127","Default Known Flow Node","Known Flow","323516.856188","698804.228361","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60205400001111","Nodes","-72","21.000000","36.659269","Default Known Flow Node","Known Flow","323561.628200","698793.359358","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60205400001112","Nodes","-73","21.000000","36.566022","Default Known Flow Node","Known Flow","323601.203966","698800.471236","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60205400001068","Nodes","-1462468","21.000000","39.975277","Default Known Flow Node","Known Flow","323558.261199","698813.129363","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60205400001113","Nodes","-74","21.000000","36.477444","Default Known Flow Node","Known Flow","323637.028220","698807.140361","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60205400001087","Nodes","-1462504","21.000000","40.364924","Default Known Flow Node","Known Flow","323599.739525","698807.100097","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60205400001083","Nodes","-1462498","21.000000","40.721584","Default Known Flow Node","Known Flow","323635.074220","698823.202366","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60205400001115","Nodes","-78","21.000000","41.025028","Default Known Flow Node","Known Flow","323671.094592","698819.142707","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60205400000120","Nodes","120","21.000000","41.025028","DDS demands","Known Flow","323674.135230","698819.629365","","0.000000","","","","-1.200000","","","-1.073061","-1.200000","","","","","","D1 PROFILE","",""
"60205400001100","Nodes","-49","21.000000","33.784044","Default Known Flow Node","Known Flow","323282.562124","698670.355324","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60205400001076","Nodes","-1462483","21.000000","34.622882","Default Known Flow Node","Known Flow","323386.986152","698687.867329","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60205400001102","Nodes","-51","21.000000","33.784044","Default Known Flow Node","Known Flow","323281.282123","698678.291326","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60205400001103","Nodes","-52","21.000000","33.784044","Default Known Flow Node","Known Flow","323282.671124","698678.345326","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60205400001114","Nodes","-77","21.000000","41.016911","Default Known Flow Node","Known Flow","323664.299084","698818.247793","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60205400001110","Nodes","-71","21.000000","36.671631","Default Known Flow Node","Known Flow","323551.887197","698791.425357","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60205400001089","Nodes","-1462518","21.000000","41.031907","Default Known Flow Node","Known Flow","323667.301228","698821.695365","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60205400001116","Nodes","-80","21.000000","41.073628","Default Known Flow Node","Known Flow","323669.792229","698826.171366","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60205400001117","Nodes","-82","21.000000","41.391986","Default Known Flow Node","Known Flow","323669.459644","698827.191382","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60205400000001","Nodes","KINGLASSIE DG, Tel, Clocked, Site ID 1904","21.000000","42.000001","Default Known Pressure Node","Known Pressure","323671.305230","698827.530367","","999998.967025","","","","","","","758.082077","847.760002","","","","","","","",""
"60205400000051","Nodes","51","21.000000","24.985336","DDS demands","Known Flow","323215.802106","698419.696256","","0.000000","","","","-20.449999","","","-18.286756","-20.449999","","","","","","D1 PROFILE","",""
"60205400001090","Nodes","-15","21.000000","25.226666","Default Known Flow Node","Known Flow","323136.948452","698424.677046","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60205400001091","Nodes","-21","21.000000","25.832395","Default Known Flow Node","Known Flow","323142.663620","698448.700430","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60205400001092","Nodes","-24","21.000000","26.874889","Default Known Flow Node","Known Flow","323157.970090","698486.232274","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60205400000082","Nodes","82","21.000000","38.039781","DDS demands","Known Flow","323329.580137","698759.114348","","0.000000","","-1.860000","0.000000","-13.309999","","","-13.565286","-15.169999","","","","C2 PROFILE","C4 PROFILE","D1 PROFILE","",""
"60205400000003","Nodes","","21.000000","36.169968","Default Known Flow Node","Known Flow","323214.729105","698732.839341","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60205400000926","Nodes","","21.000000","25.577438","Default Known Flow Node","Known Flow","322599.026938","698308.548226","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60205400000931","Nodes","","21.000000","23.147525","Default Known Flow Node","Known Flow","322766.056983","698427.573258","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60205400000932","Nodes","","21.000000","23.147543","Default Known Flow Node","Known Flow","322767.993984","698428.903258","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60205400000952","Nodes","","21.000000","23.164853","Default Known Flow Node","Known Flow","322766.749983","698425.918258","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60205400000934","Nodes","","21.000000","26.407903","Default Known Flow Node","Known Flow","322802.229993","698447.794264","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60205400000938","Nodes","","21.000000","22.302201","Default Known Flow Node","Known Flow","322680.495960","698430.953259","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60205400000121","Nodes","200","21.000000","25.551057","DDS demands","Known Flow","322681.233520","698429.962424","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60205400000945","Nodes","","21.000000","22.299070","Default Known Flow Node","Known Flow","322678.417959","698429.389259","","0.000000","","","","-1.290000","","","-1.153541","-1.290000","","","","","","D1 PROFILE","",""
"60205400000955","Nodes","","21.000000","24.353455","Default Known Flow Node","Known Flow","322846.393005","698529.596286","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60205400000947","Nodes","","21.000000","23.027642","Default Known Flow Node","Known Flow","322831.559001","698383.276246","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60205400000949","Nodes","","21.000000","23.225326","Default Known Flow Node","Known Flow","322778.741991","698433.692168","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60205400000953","Nodes","","21.000000","26.354365","Default Known Flow Node","Known Flow","322791.252990","698441.740262","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60205400000950","Nodes","","21.000000","23.225326","Default Known Flow Node","Known Flow","322758.287981","698462.820268","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60205400000954","Nodes","","21.000000","23.288862","Default Known Flow Node","Known Flow","322787.437989","698448.325264","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60205400000990","Nodes","","21.000000","22.186116","Default Known Flow Node","Known Flow","323136.544084","698422.377257","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60205400000998","Nodes","","21.000000","33.726031","Default Known Flow Node","Known Flow","323242.330113","698653.736320","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60205400000961","Nodes","","21.000000","29.491729","Default Known Flow Node","Known Flow","323234.874111","698576.391299","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60205400000965","Nodes","","21.000000","32.287087","Default Known Flow Node","Known Flow","323460.173172","698686.618329","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60205400000967","Nodes","","21.000000","32.352115","Default Known Flow Node","Known Flow","323464.447173","698687.428329","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60205400001019","Nodes","","21.000000","32.340686","Default Known Flow Node","Known Flow","323465.113138","698685.555382","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60205400000970","Nodes","","21.000000","26.657621","Default Known Flow Node","Known Flow","322983.684042","698540.506289","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60205400000971","Nodes","","21.000000","26.487853","Default Known Flow Node","Known Flow","322980.348042","698534.117287","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60205400000972","Nodes","","21.000000","26.817729","Default Known Flow Node","Known Flow","323008.838049","698523.099284","","0.000000","","","","-8.699999","","","-7.779695","-8.699999","","","","","","D1 PROFILE","",""
"60205400000974","Nodes","","21.000000","31.499961","Default Known Flow Node","Known Flow","323408.372099","698677.298190","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60205400000975","Nodes","","21.000000","34.913907","Default Known Flow Node","Known Flow","323406.324157","698693.200330","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60205400000980","Nodes","","21.000000","25.785973","Default Known Flow Node","Known Flow","323142.498086","698446.811263","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60205400000984","Nodes","","21.000000","33.275340","Default Known Flow Node","Known Flow","323249.325115","698604.165306","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60205400000985","Nodes","","21.000000","30.340591","Default Known Flow Node","Known Flow","323239.624112","698643.806317","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60205400000988","Nodes","","21.000000","25.284128","Default Known Flow Node","Known Flow","322939.322030","698503.908279","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60205400000992","Nodes","","21.000000","30.761054","Default Known Flow Node","Known Flow","323369.429147","698669.024324","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60205400000999","Nodes","","21.000000","29.887118","Default Known Flow Node","Known Flow","323256.287117","698579.249299","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60205400001000","Nodes","","21.000000","26.992972","Default Known Flow Node","Known Flow","323376.722149","698528.485285","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60205400001002","Nodes","","21.000000","30.570537","Default Known Flow Node","Known Flow","323361.348145","698667.829323","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60205400000966","Nodes","","21.000000","31.134955","Default Known Flow Node","Known Flow","323385.181152","698672.030325","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60205400001006","Nodes","","21.000000","32.333811","Default Known Flow Node","Known Flow","323460.788172","698686.209328","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60205400001018","Nodes","","21.000000","32.333811","Default Known Flow Node","Known Flow","323461.232774","698684.563220","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60205400000126","Nodes","1000","21.000000","36.297756","Default Known Flow Node","Known Flow","323450.533191","698723.520537","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60205400001014","Nodes","","21.000000","30.428298","Default Known Flow Node","Known Flow","323299.671128","698664.497322","","0.000000","","","","-9.409999","","","-8.414590","-9.409999","","","","","","D1 PROFILE","",""
"60205400001015","Nodes","","21.000000","30.428298","Default Known Flow Node","Known Flow","323299.343128","698673.790325","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60205400000962","Nodes","","21.000000","29.858798","Default Known Flow Node","Known Flow","323243.594113","698510.144280","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60205400001017","Nodes","","21.000000","31.854669","Default Known Flow Node","Known Flow","323431.728164","698681.399327","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60205400001016","Nodes","","21.000000","31.854669","Default Known Flow Node","Known Flow","323429.460164","698696.517331","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
