"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)"
"60602900000107","Nodes","","21.000000","42.801364","Default Known Flow Node","Known Flow","390558.991430","793364.726091","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60602900001005","Nodes","","21.000000","42.293414","Default Known Flow Node","Known Flow","390538.171971","793334.683127","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60602900001805","Nodes","","21.000000","35.783946","Default Known Flow Node","Known Flow","390479.258352","793118.672873","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60602900000101","Nodes","P11127350, Cairnhill Drive, -98.22","24.000000","34.764260","CSEP DDS Matched","Known Flow","390470.880883","793101.673109","","0.000000","","","","-1.549999","-98.220005","","-89.216112","-99.770004","","","","","","D1 PROFILE","DC PROFILE",""
"60602900001444","Nodes","","21.000000","35.316849","Default Known Flow Node","Known Flow","390476.100231","793110.233588","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60602900001797","Nodes","","21.000000","37.879379","Default Known Flow Node","Known Flow","390959.672540","793376.717095","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60602900000122","Nodes","","21.000000","37.879379","DDS demands","Known Flow","390956.424249","793376.832978","","0.000000","","","","-2.640000","","","-2.360735","-2.640000","","","","","","D1 PROFILE","",""
"60602900001769","Nodes","","21.000000","42.670905","Default Known Flow Node","Known Flow","390569.196433","793418.636106","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60602900000024","Nodes","","21.000000","42.670905","DDS demands","Known Flow","390564.821432","793420.261106","","0.000000","","","","-4.920000","","","-4.399551","-4.920000","","","","","","D1 PROFILE","",""
"60602900000043","Nodes","","21.000000","29.288935","DDS demands","Known Flow","390935.546533","793240.343057","","0.000000","","","","-7.179999","","","-6.420483","-7.179999","","","","","","D1 PROFILE","",""
"60602900001754","Nodes","","21.000000","29.191990","Default Known Flow Node","Known Flow","390890.593426","793161.698665","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60602900000047","Nodes","","21.000000","29.574712","DDS demands","Known Flow","390918.792528","793204.085048","","0.000000","","","","-2.480000","","","-2.217660","-2.480000","","","","","","D1 PROFILE","",""
"60602900000045","Nodes","","21.000000","28.302842","DDS demands","Known Flow","390815.296500","793291.592071","","0.000000","","","","-17.959999","","","-16.060151","-17.959999","","","","","","D1 PROFILE","",""
"60602900000048","Nodes","","21.000000","29.092659","DDS demands","Known Flow","390878.261479","793138.002936","","0.000000","","","","-2.339999","","","-2.092469","-2.339999","","","","","","D1 PROFILE","",""
"60602900001808","Nodes","","21.000000","29.087598","Default Known Flow Node","Known Flow","390877.388487","793136.125075","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60602900000067","Nodes","","21.000000","28.667702","DDS demands","Known Flow","390815.839875","793141.498836","","0.000000","","","","-9.050000","","","-8.092671","-9.050000","","","","","","D1 PROFILE","",""
"60602900000123","Nodes","","21.000000","28.619893","DDS demands","Known Flow","390859.519551","793101.515821","","0.000000","","","","-9.239999","","","-8.262572","-9.239999","","","","","","D1 PROFILE","",""
"60602900001798","Nodes","","21.000000","28.242172","Default Known Flow Node","Known Flow","390972.919543","793090.726017","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60602900000124","Nodes","","21.000000","28.437041","DDS demands","Known Flow","390840.709405","793074.699831","","0.000000","","","","-1.830000","","","-1.636418","-1.830000","","","","","","D1 PROFILE","",""
"60602900000125","Nodes","","21.000000","28.391293","DDS demands","Known Flow","390810.967453","793079.155261","","0.000000","","","","-9.639999","","","-8.620259","-9.639999","","","","","","D1 PROFILE","",""
"60602900000126","Nodes","","21.000000","28.161928","DDS demands","Known Flow","390750.986769","793081.820313","","0.000000","","","","-9.180000","","","-8.208919","-9.180000","","","","","","D1 PROFILE","",""
"60602900000166","Nodes","","21.000000","28.588387","DDS demands","Known Flow","390788.965008","793122.882943","","0.000000","","","","-3.339999","","","-2.986687","-3.339999","","","","","","D1 PROFILE","",""
"60602900000165","Nodes","","21.000000","26.512357","DDS demands","Known Flow","390642.342757","793173.160479","","0.000000","","","","-10.830000","","","-9.684379","-10.830000","","","","","","D1 PROFILE","",""
"60602900000162","Nodes","","21.000000","27.073637","DDS demands","Known Flow","390709.895472","793226.744054","","0.000000","","","","-12.470000","","","-11.150896","-12.470000","","","","","","D1 PROFILE","",""
"60602900001760","Nodes","","21.000000","27.455398","Default Known Flow Node","Known Flow","390741.218092","793224.294356","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60602900000161","Nodes","","21.000000","26.968542","DDS demands","Known Flow","390603.467875","793234.663636","","0.000000","","","","-8.270000","","","-7.395181","-8.270000","","","","","","D1 PROFILE","",""
"60602900000159","Nodes","","21.000000","26.878394","DDS demands","Known Flow","390584.343414","793235.574636","","0.000000","","","","-11.379999","","","-10.176197","-11.379999","","","","","","D1 PROFILE","",""
"60602900000046","Nodes","","21.000000","27.985856","DDS demands","Known Flow","390757.797485","793237.967057","","0.000000","","","","-12.850000","","","-11.490699","-12.850000","","","","","","D1 PROFILE","",""
"60602900001791","Nodes","","21.000000","27.961234","Default Known Flow Node","Known Flow","390741.422480","793299.218073","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60602900000158","Nodes","","21.000000","27.958589","DDS demands","Known Flow","390710.546472","793298.843073","","0.000000","","","","-15.829999","","","-14.155466","-15.829999","","","","","","D1 PROFILE","",""
"60602900000038","Nodes","","21.000000","37.092926","DDS demands","Known Flow","390968.247542","793480.288123","","0.000000","-4.030000","","","-12.729999","","","-14.987089","-16.759998","","","C1 PROFILE","","","D1 PROFILE","",""
"60602900001811","Nodes","","21.000000","37.092630","Default Known Flow Node","Known Flow","390966.741877","793479.822742","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60602900000037","Nodes","","21.000000","37.295512","DDS demands","Known Flow","390915.315527","793480.282123","","0.000000","","","","-9.920000","","","-8.870641","-9.920000","","","","","","D1 PROFILE","",""
"60602900000036","Nodes","","21.000000","37.661081","DDS demands","Known Flow","390781.451491","793488.495125","","0.000000","","","","-14.340000","","","-12.823083","-14.340000","","","","","","D1 PROFILE","",""
"60602900001787","Nodes","","21.000000","37.661081","Default Known Flow Node","Known Flow","390782.702491","793444.383113","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60602900000028","Nodes","","21.000000","39.159202","DDS demands","Known Flow","390692.980467","793465.582119","","0.000000","","","","-15.129999","","","-13.529515","-15.129999","","","","","","D1 PROFILE","",""
"60602900001809","Nodes","","21.000000","39.159189","Default Known Flow Node","Known Flow","390693.303164","793464.905517","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60602900001767","Nodes","","21.000000","37.879379","Default Known Flow Node","Known Flow","390962.410540","793376.463094","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60602900000127","Nodes","","21.000000","28.230883","DDS demands","Known Flow","390972.795543","793086.837016","","0.000000","","","","-7.040000","","","-6.295293","-7.040000","","","","","","D1 PROFILE","",""
"60602900001783","Nodes","","21.000000","28.242172","Default Known Flow Node","Known Flow","390973.290543","793099.633019","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60602900001812","Nodes","","21.000000","37.023728","Default Known Flow Node","Known Flow","390982.476546","793481.453123","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60602900001795","Nodes","","21.000000","42.657326","Default Known Flow Node","Known Flow","390572.827434","793375.881094","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60602900000025","Nodes","","21.000000","41.205949","DDS demands","Known Flow","390609.128443","793461.701785","","0.000000","","","","-4.770000","","","-4.265419","-4.770000","","","","","","D1 PROFILE","",""
"60602900001768","Nodes","","21.000000","41.226805","Default Known Flow Node","Known Flow","390606.862732","793464.095271","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60602900000026","Nodes","","21.000000","40.686159","DDS demands","Known Flow","390625.919745","793449.282385","","0.000000","","","","-4.570000","","","-4.086575","-4.570000","","","","","","D1 PROFILE","",""
"60602900000027","Nodes","","21.000000","40.814584","DDS demands","Known Flow","390622.201448","793415.383105","","0.000000","","","","-2.890000","","","-2.584289","-2.890000","","","","","","D1 PROFILE","",""
"60602900001806","Nodes","","21.000000","43.723282","Default Known Flow Node","Known Flow","390520.620877","793432.598642","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60602900000022","Nodes","","21.000000","43.688190","Default Known Flow Node","Known Flow","390510.721797","793398.610815","","0.000000","","","","0.000000","","","0.000000","0.000000","","","","","","D1 PROFILE","",""
"60602900001773","Nodes","","21.000000","43.701131","Default Known Flow Node","Known Flow","390510.029499","793399.043434","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60602900001804","Nodes","","21.000000","44.045445","Default Known Flow Node","Known Flow","390517.441419","793419.182106","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60602900001780","Nodes","","21.000000","43.739630","Default Known Flow Node","Known Flow","390519.328061","793431.610424","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60602900001765","Nodes","","21.000000","37.066846","Default Known Flow Node","Known Flow","391012.552554","793474.643121","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60602900000049","Nodes","","21.000000","36.557639","Default Known Flow Node","Known Flow","391039.122561","793383.258096","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60602900000050","Nodes","","21.000000","35.438748","DDS demands","Known Flow","391044.666563","793474.243121","","0.000000","","","0.000000","-13.109999","","","-11.723195","-13.109999","","","","","C4 PROFILE","D1 PROFILE","",""
"60602900001781","Nodes","","21.000000","37.031804","Default Known Flow Node","Known Flow","391011.474554","793376.083094","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60602900001796","Nodes","","21.000000","37.031804","Default Known Flow Node","Known Flow","391005.256552","793376.355094","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60602900000087","Nodes","","21.000000","34.109655","DDS demands","Known Flow","391099.080577","793453.548115","","0.000000","","","","-9.479999","","","-8.477184","-9.479999","","","","","","D1 PROFILE","",""
"60602900000088","Nodes","","21.000000","27.438164","DDS demands","Known Flow","391153.932592","793426.166108","","0.000000","","","","-12.619999","","","-11.285027","-12.619999","","","","","","D1 PROFILE","",""
"60602900001803","Nodes","","21.000000","26.297043","Default Known Flow Node","Known Flow","391136.143520","793395.257338","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60602900001799","Nodes","","21.000000","25.937759","DDS demands","Known Flow","391162.425595","793381.718096","","0.000000","","","","-8.310000","","","-7.430949","-8.310000","","","","","","D1 PROFILE","",""
"60602900001813","Nodes","","21.000000","35.408004","Default Known Flow Node","Known Flow","391046.259563","793482.248123","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60602900001801","Nodes","","21.000000","37.119293","Default Known Flow Node","Known Flow","391006.323919","793385.570992","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60602900000183","Nodes","","21.000000","24.358925","DDS demands","Known Flow","391296.669631","793460.643117","","0.000000","","","","-1.860000","","","-1.663245","-1.860000","","","","","","D1 PROFILE","",""
"60602900001802","Nodes","","21.000000","24.235431","Default Known Flow Node","Known Flow","391299.813850","793438.398518","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60602900000094","Nodes","","21.000000","24.059434","DDS demands","Known Flow","391297.125631","793422.535107","","0.000000","","","","-9.159999","","","-8.191035","-9.159999","","","","","","D1 PROFILE","",""
"60602900000093","Nodes","","21.000000","24.059134","DDS demands","Known Flow","391275.604625","793418.233106","","0.000000","","","-5.659999","-7.409999","","","-11.687426","-13.070000","","","","","C4 PROFILE","D1 PROFILE","",""
"60602900000167","Nodes","","21.000000","23.239773","DDS demands","Known Flow","391295.097196","793388.861947","","0.000000","","","","-7.869999","","","-7.037493","-7.869999","","","","","","D1 PROFILE","",""
"60602900000091","Nodes","","21.000000","22.917718","DDS demands","Known Flow","391310.479466","793353.906641","","0.000000","","","","-6.179999","","","-5.526266","-6.179999","","","","","","D1 PROFILE","",""
"60602900000090","Nodes","","21.000000","25.175327","DDS demands","Known Flow","391156.555593","793287.886070","","0.000000","","","","-1.249999","","","-1.117772","-1.249999","","","","","","D1 PROFILE","",""
"60602900001790","Nodes","","21.000000","22.599650","Default Known Flow Node","Known Flow","391253.902620","793271.571066","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60602900001786","Nodes","","21.000000","25.175327","Default Known Flow Node","Known Flow","391140.664589","793291.409071","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60602900000039","Nodes","","21.000000","37.206157","DDS demands","Known Flow","391006.582552","793387.804098","","0.000000","","","","-16.799999","","","-15.022858","-16.799999","","","","","","D1 PROFILE","",""
"60602900000089","Nodes","P00060432, Greystone Place, -34.33","22.999998","25.168739","CSEP DDS Matched","Known Flow","391113.552153","793368.133102","","0.000000","","","","-6.449999","-25.259999","","-28.355646","-31.709998","","","","","","D1 PROFILE","DC PROFILE",""
"60602900001792","Nodes","","21.000000","22.900663","Default Known Flow Node","Known Flow","391294.813975","793333.039904","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60602900001794","Nodes","","21.000000","22.745917","DDS demands","Known Flow","391258.463621","793343.751086","","0.000000","","","","-9.840000","","","-8.799103","-9.840000","","","","","","D1 PROFILE","",""
"60602900001772","Nodes","","21.000000","22.745917","Default Known Flow Node","Known Flow","391255.414620","793344.103086","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60602900001775","Nodes","","21.000000","22.745917","Default Known Flow Node","Known Flow","391246.360618","793357.508089","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60602900001793","Nodes","","21.000000","22.900826","DDS demands","Known Flow","391295.427487","793333.888573","","0.000000","","","","-12.479999","","","-11.159837","-12.479999","","","","","","D1 PROFILE","",""
"60602900000031","Nodes","","21.000000","37.848635","DDS demands","Known Flow","390739.744480","793509.847131","","0.000000","","","","-9.729999","","","-8.700738","-9.729999","","","","","","D1 PROFILE","",""
"60602900000030","Nodes","","21.000000","39.282099","DDS demands","Known Flow","390653.686456","793520.447134","","0.000000","","","","-7.239999","","","-6.474136","-7.239999","","","","","","D1 PROFILE","",""
"60602900000149","Nodes","","21.000000","36.372131","DDS demands","Known Flow","390974.283543","793539.565139","","0.000000","","","","-14.109999","","","-12.617412","-14.109999","","","","","","D1 PROFILE","",""
"60602900001770","Nodes","","21.000000","35.534111","Default Known Flow Node","Known Flow","390820.259502","793789.726207","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60602900000145","Nodes","","21.000000","35.534111","DDS demands","Known Flow","390815.903500","793782.104205","","0.000000","","","","-10.989999","","","-9.827452","-10.989999","","","","","","D1 PROFILE","",""
"60602900001814","Nodes","","21.000000","36.363016","Default Known Flow Node","Known Flow","390971.290543","793545.933141","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60602900001777","Nodes","","21.000000","36.363016","Default Known Flow Node","Known Flow","390972.790543","793548.180141","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60602900000135","Nodes","","21.000000","31.562133","DDS demands","Known Flow","390984.824546","793976.684258","","0.000000","","","","-8.699999","","","-7.779694","-8.699999","","","","","","D1 PROFILE","",""
"60602900000129","Nodes","","21.000000","31.806525","DDS demands","Known Flow","390965.247541","793899.636237","","0.000000","","","","-16.659999","","","-14.897668","-16.659999","","","","","","D1 PROFILE","",""
"60602900000173","Nodes","","21.000000","36.350564","DDS demands","Known Flow","390813.942414","793799.301479","","0.000000","","","","-1.479999","","","-1.323442","-1.479999","","","","","","D1 PROFILE","",""
"60602900001750","Nodes","","21.000000","36.789629","DDS demands","Known Flow","390800.324794","793602.661568","","0.000000","","","","-7.550000","","","-6.751344","-7.550000","","","","","","D1 PROFILE","",""
"60602900000035","Nodes","","21.000000","36.806380","DDS demands","Known Flow","390798.717496","793600.640155","","0.000000","","","","-10.499999","","","-9.389286","-10.499999","","","","","","D1 PROFILE","",""
"60602900000034","Nodes","","21.000000","36.973246","DDS demands","Known Flow","390747.262482","793638.458166","","0.000000","","","","-7.259999","","","-6.492021","-7.259999","","","","","","D1 PROFILE","",""
"60602900000120","Nodes","","21.000000","37.170235","DDS demands","Known Flow","390772.137488","793565.957146","","0.000000","","","","-12.369999","","","-11.061473","-12.369999","","","","","","D1 PROFILE","",""
"60602900000086","Nodes","","21.000000","36.770380","DDS demands","Known Flow","390810.591499","793619.766161","","0.000000","","","","-8.339999","","","-7.457776","-8.339999","","","","","","D1 PROFILE","",""
"60602900000032","Nodes","","21.000000","37.404244","DDS demands","Known Flow","390756.001484","793543.946140","","0.000000","","","","-11.400000","","","-10.194082","-11.400000","","","","","","D1 PROFILE","",""
"60602900000033","Nodes","","21.000000","37.570395","DDS demands","Known Flow","390700.762469","793577.958149","","0.000000","","","","-7.250000","","","-6.483079","-7.250000","","","","","","D1 PROFILE","",""
"60602900000121","Nodes","","21.000000","36.251470","DDS demands","Known Flow","390869.577515","793568.377147","","0.000000","","","","-11.870000","","","-10.614365","-11.870000","","","","","","D1 PROFILE","",""
"60602900000085","Nodes","","21.000000","36.599355","Default Known Flow Node","Known Flow","390810.077499","793658.627171","","0.000000","","","","0.000000","","","0.000000","0.000000","","","","","","D1 PROFILE","",""
"60602900000185","Nodes","","21.000000","32.358152","DDS demands","Known Flow","390944.338535","793786.355206","","0.000000","","","","-7.369999","","","-6.590385","-7.369999","","","","","","D1 PROFILE","",""
"60602900000186","Nodes","","21.000000","32.219280","DDS demands","Known Flow","390879.787518","793814.225214","","0.000000","","","","-8.319999","","","-7.439892","-8.319999","","","","","","D1 PROFILE","",""
"60602900000147","Nodes","","21.000000","32.861608","DDS demands","Known Flow","390937.196533","793759.738199","","0.000000","","","","-10.369999","","","-9.273038","-10.369999","","","","","","D1 PROFILE","",""
"60602900000128","Nodes","","21.000000","32.078685","Default Known Flow Node","Known Flow","390951.198537","793804.120211","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60602900000146","Nodes","","21.000000","34.208370","DDS demands","Known Flow","390927.840531","793712.499186","","0.000000","","","","-5.539999","","","-4.953966","-5.539999","","","","","","D1 PROFILE","",""
"60602900000144","Nodes","","21.000000","36.662055","DDS demands","Known Flow","390983.895546","793556.203143","","0.000000","","","","-17.040000","","","-15.237472","-17.040000","","","","","","D1 PROFILE","",""
"60602900000143","Nodes","","21.000000","36.869080","Default Known Flow Node","Known Flow","390975.959544","793541.716139","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60602900000100","Nodes","","21.000000","33.074471","DDS demands","Known Flow","391066.046568","793575.628149","","0.000000","","","","-5.229999","","","-4.676758","-5.229999","","","","","","D1 PROFILE","",""
"60602900000187","Nodes","","21.000000","29.927445","DDS demands","Known Flow","390996.235549","793843.732222","","0.000000","","","","-7.889999","","","-7.055378","-7.889999","","","","","","D1 PROFILE","",""
"60602900000148","Nodes","","21.000000","30.165202","DDS demands","Known Flow","391025.096557","793760.592199","","0.000000","","","","-16.840000","","","-15.058627","-16.840000","","","","","","D1 PROFILE","",""
"60602900000130","Nodes","","21.000000","31.516398","DDS demands","Known Flow","391009.375553","793897.107236","","0.000000","","","","-1.890000","","","-1.690071","-1.890000","","","","","","D1 PROFILE","",""
"60602900000132","Nodes","","21.000000","30.582769","DDS demands","Known Flow","391040.463562","793871.705229","","0.000000","","","","-11.170000","","","-9.988413","-11.170000","","","","","","D1 PROFILE","",""
"60602900000069","Nodes","","21.000000","31.243292","Default Known Flow Node","Known Flow","391144.909590","793821.263215","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60602900000058","Nodes","","21.000000","31.116133","Default Known Flow Node","Known Flow","391175.001166","793822.997464","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60602900000139","Nodes","","21.000000","31.265848","DDS demands","Known Flow","391072.973559","793997.129673","","0.000000","","","","-2.609999","","","-2.333908","-2.609999","","","","","","D1 PROFILE","",""
"60602900000140","Nodes","","21.000000","31.191111","DDS demands","Known Flow","391093.079334","793953.074878","","0.000000","","","","-3.079999","","","-2.754190","-3.079999","","","","","","D1 PROFILE","",""
"60602900000137","Nodes","","21.000000","31.542553","DDS demands","Known Flow","391014.004258","793985.092147","","0.000000","","","","-7.050000","","","-6.304235","-7.050000","","","","","","D1 PROFILE","",""
"60602900000133","Nodes","","21.000000","30.581124","DDS demands","Known Flow","391052.181565","793825.027217","","0.000000","","","","-3.670000","","","-3.281779","-3.670000","","","","","","D1 PROFILE","",""
"60602900000057","Nodes","","21.000000","31.209526","Default Known Flow Node","Known Flow","391178.367599","793771.019202","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60602900000080","Nodes","","21.000000","31.193946","DDS demands","Known Flow","391204.835815","793726.359247","","0.000000","","","","-4.539999","","","-4.059748","-4.539999","","","","","","D1 PROFILE","",""
"60602900000061","Nodes","","21.000000","31.180933","DDS demands","Known Flow","391223.342168","793721.098731","","0.000000","","","","-6.130000","","","-5.481555","-6.130000","","","","","","D1 PROFILE","",""
"60602900001756","Nodes","","21.000000","31.005750","Default Known Flow Node","Known Flow","391243.319987","793717.472546","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60602900001759","Nodes","","21.000000","31.367891","Default Known Flow Node","Known Flow","391170.451394","793726.239660","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60602900000072","Nodes","","21.000000","31.515736","Default Known Flow Node","Known Flow","391119.030810","793693.610818","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60602900001757","Nodes","","21.000000","31.385793","Default Known Flow Node","Known Flow","391128.140244","793722.997350","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60602900000074","Nodes","","21.000000","31.387145","Default Known Flow Node","Known Flow","391139.954472","793694.854777","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60602900000062","Nodes","","21.000000","31.004478","DDS demands","Known Flow","391243.676267","793712.346245","","0.000000","","","","-2.679999","","","-2.396503","-2.679999","","","","","","D1 PROFILE","",""
"60602900001755","Nodes","","21.000000","30.920874","Default Known Flow Node","Known Flow","391244.857908","793697.471385","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60602900000063","Nodes","","21.000000","30.913532","DDS demands","Known Flow","391247.162933","793669.350219","","0.000000","","","","-1.840000","","","-1.645360","-1.840000","","","","","","D1 PROFILE","",""
"60602900000078","Nodes","","21.000000","30.892506","DDS demands","Known Flow","391250.040144","793645.338535","","0.000000","","","","-3.319999","","","-2.968802","-3.319999","","","","","","D1 PROFILE","",""
"60602900000082","Nodes","","21.000000","31.181762","DDS demands","Known Flow","391205.641167","793699.751117","","0.000000","","","","-3.710000","","","-3.317548","-3.710000","","","","","","D1 PROFILE","",""
"60602900001782","Nodes","","21.000000","31.489293","Default Known Flow Node","Known Flow","391203.862991","793648.985164","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60602900000076","Nodes","","21.000000","31.640253","DDS demands","Known Flow","391169.227181","793633.488023","","0.000000","","","","-5.339999","","","-4.775123","-5.339999","","","","","","D1 PROFILE","",""
"60602900001752","Nodes","","21.000000","31.867922","Default Known Flow Node","Known Flow","391130.874591","793638.238922","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60602900001751","Nodes","","21.000000","32.669137","Default Known Flow Node","Known Flow","391077.287572","793612.339159","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60602900000052","Nodes","","21.000000","31.995585","DDS demands","Known Flow","391114.166582","793636.214165","","0.000000","","","","-9.180000","","","-8.208919","-9.180000","","","","","","D1 PROFILE","",""
"60602900000084","Nodes","","21.000000","31.995585","Default Known Flow Node","Known Flow","391102.558578","793640.823166","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60602900000083","Nodes","","21.000000","31.995585","Default Known Flow Node","Known Flow","391103.169579","793625.725162","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60602900000176","Nodes","","21.000000","31.130482","Default Known Flow Node","Known Flow","391116.289582","793569.332147","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60602900000098","Nodes","","21.000000","29.949508","DDS demands","Known Flow","391148.007591","793571.412148","","0.000000","","","","-8.619999","","","-7.708157","-8.619999","","","","","","D1 PROFILE","",""
