"NAME","TYPE","FlowCategoryTotalVolumetricFlow","FlowCategoryTotalThermalFlow","FlowCategoryMultiplier","FlowCategoryType","CategoryActive"
"Base Volumetric","Flow Categories","0.000000","0.000000","1.000000","Volumetric","-1.000000"
"Base Thermal","Flow Categories","","","1.000000","Thermal","-1.000000"
"D1","Flow Categories","-164.899999","0.000000","1.000000","Volumetric","-1.000000"
"I2","Flow Categories","-4.880000","0.000000","1.000000","Volumetric","-1.000000"
"C3","Flow Categories","-2.529999","0.000000","1.000000","Volumetric","-1.000000"
"DL","Flow Categories","0.000000","0.000000","1.000000","Volumetric","0"
"DH","Flow Categories","-18.719999","0.000000","1.000000","Volumetric","0"
"DC","Flow Categories","-125.099998","0.000000","1.000000","Volumetric","-1.000000"
"C1","Flow Categories","-2.840000","0.000000","1.000000","Volumetric","-1.000000"
"PL-AF","Flow Categories","","","1.000000","Volumetric","-1.000000"
"Base Diversified Volumetric","Flow Categories","","","1.000000","Diversified Volumetric","-1.000000"
"Base Diversified Thermal","Flow Categories","","","1.000000","Diversified Thermal","-1.000000"
