"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-PL)"
"60601700001021","Nodes","1021","21.000000","25.191297","Default Known Flow Node","Known Flow","372390.516487","849927.159482","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60601700000239","Nodes","239, 331918, MANSE ROAD, 7.20","22.999998","25.188278","CSEP DDS Matched","Known Flow","372391.516487","849927.150482","","0.000000","","","","","","-7.199999","","","","-6.438368","-7.199999","","","","","","","","DC PROFILE","","",""
"60601700000042","Nodes","42","21.000000","25.364978","DDS demands","Known Flow","372386.367486","849946.008488","","0.000000","-57.389998","","","-5.469999","-11.190000","","","","","-66.216834","-74.049998","","","C1 PROFILE","","","C4 PROFILE","D1 PROFILE","","","",""
"60601700323995","Nodes","","21.000000","25.188642","Default Known Flow Node","Known Flow","372390.742487","849926.133482","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60601700000351","Nodes","351","21.000000","28.081552","DDS demands","Known Flow","372007.242069","850258.151465","","0.000000","","","","","-5.389999","","","","","-4.819834","-5.389999","","","","","","","D1 PROFILE","","","",""
"60601700000090","Nodes","90","21.000000","27.937980","DDS demands","Known Flow","371996.791607","850261.721167","","0.000000","","","","","-1.630000","","","","","-1.457575","-1.630000","","","","","","","D1 PROFILE","","","",""
"60601700001008","Nodes","Logger 9094, Knockie Road","21.000000","30.156530","Val Log Cath","Known Flow","372089.110086","850098.086689","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60601700000086","Nodes","86","21.000000","30.236378","DDS demands","Known Flow","372067.992399","850133.258538","","0.000000","","","","","-24.009999","","","","","-21.470170","-24.009999","","","","","","","D1 PROFILE","","","",""
"60601700001010","Nodes","1010","21.000000","30.280005","Default Known Flow Node","Known Flow","372032.867389","850202.008557","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60601700000093","Nodes","93","21.000000","27.460034","DDS demands","Known Flow","371957.617369","850346.758597","","0.000000","","","","","-6.550000","","","","","-5.857127","-6.550000","","","","","","","D1 PROFILE","","","",""
"60601700001019","Nodes","1019","21.000000","27.900560","Default Known Flow Node","Known Flow","371999.463715","850269.036113","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60601700000089","Nodes","89","21.000000","26.490210","DDS demands","Known Flow","371937.617363","850232.508566","","0.000000","","","","","-9.439999","","","","","-8.441416","-9.439999","","","","","","","D1 PROFILE","","","",""
"60601700327765","Nodes","","21.000000","21.919271","Default Known Flow Node","Known Flow","373400.117761","849750.383434","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60601700001009","Nodes","Logger 9669, 8 Roseacre Crescent","21.000000","21.653872","Val Log Cath","Known Flow","373383.614797","849693.384054","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60601700001020","Nodes","1020","21.000000","21.393050","DDS demands","Known Flow","373356.242749","849699.258420","","0.000000","","","","","-4.590000","","","","","-4.104460","-4.590000","","","","","","","D1 PROFILE","","","",""
"60601700001000","Nodes","1000","21.000000","30.644107","Default Known Flow Node","Known Flow","372115.742412","850051.508516","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60601700000213","Nodes","213","21.000000","28.311791","DDS demands","Known Flow","373094.117678","849722.133427","","0.000000","","","","","-13.009999","","","","","-11.633774","-13.009999","","","","","","","D1 PROFILE","","","",""
"60601700001007","Nodes","Logger 9683, Whiteleigh, Balmellie Road","21.000000","27.850412","Val Log Cath","Known Flow","373151.060903","849702.096381","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60601700000097","Nodes","97","21.000000","27.645635","DDS demands","Known Flow","373183.992703","849690.508418","","0.000000","","","","","-3.819999","","","","","-3.415912","-3.819999","","","","","","","D1 PROFILE","","","",""
"60601700000098","Nodes","98","21.000000","27.325262","DDS demands","Known Flow","373251.117721","849679.258415","","0.000000","","","","","-14.909999","","","","","-13.332789","-14.909999","","","","","","","D1 PROFILE","","","",""
"60601700000210","Nodes","210","21.000000","30.429021","DDS demands","Known Flow","372837.117608","849775.133441","","0.000000","","","","","-1.070000","","","","","-0.956813","-1.070000","","","","","","","D1 PROFILE","","","",""
"60601700000326","Nodes","Logger 9376, Altanower, Balmellie Road","21.000000","29.367085","Val Log Cath","Known Flow","372928.026584","849793.422821","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60601700000212","Nodes","212","21.000000","28.615818","DDS demands","Known Flow","372978.742647","849769.258439","","0.000000","","","","","-12.950000","","","","","-11.580122","-12.950000","","","","","","","D1 PROFILE","","","",""
"60601700000049","Nodes","49","21.000000","25.012677","DDS demands","Known Flow","372940.992636","850067.133521","","0.000000","","","","","-24.110001","","","","","-21.559593","-24.110001","","","","","","","D1 PROFILE","","","",""
"60601700000325","Nodes","Logger 9586, 9 Highfield Walk","21.000000","24.989351","Val Log Cath","Known Flow","372985.503742","850045.536416","","","","","","","0.000000","","","","","0.000000","0.000000","","","","","","","D1 PROFILE","","","",""
"60601700000078","Nodes","78","21.000000","24.608318","DDS demands","Known Flow","373120.867685","849982.008497","","0.000000","","","","","-18.589999","","","","","-16.623510","-18.589999","","","","","","","D1 PROFILE","","","",""
"60601700000227","Nodes","227","21.000000","40.189514","DDS demands","Known Flow","372266.617453","849378.508333","","0.000000","","","","","-6.010000","","","","","-5.374249","-6.010000","","","","","","","D1 PROFILE","","","",""
"60601700000066","Nodes","66","21.000000","40.928062","DDS demands","Known Flow","372457.867505","849355.758327","","0.000000","-19.619999","","","","0.000000","","","","","-17.544556","-19.619999","","","C1 PROFILE","","","","D1 PROFILE","","","",""
"60601700000069","Nodes","","21.000000","40.092614","DDS demands","Known Flow","372681.053566","849256.887300","","0.000000","","","","","-28.299998","","","","","-25.306366","-28.299998","","","","","","","D1 PROFILE","","","",""
"60601700000026","Nodes","26","21.000000","28.656695","DDS demands","Known Flow","371989.742378","849988.383499","","0.000000","-6.079999","","-2.339999","","-27.459998","","","","","-32.084536","-35.879997","","","C1 PROFILE","","C3 PROFILE","","D1 PROFILE","","","",""
"60601700323961","Nodes","","21.000000","29.772534","Default Known Flow Node","Known Flow","372000.446382","849977.485454","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60601700000065","Nodes","65","21.000000","43.020804","Default Known Flow Node","Known Flow","372374.492482","849629.508401","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60601700323990","Nodes","","21.000000","42.935842","Default Known Flow Node","Known Flow","372349.617476","849624.883400","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60601702980905","Nodes","","21.000000","49.186652","Default Known Flow Node","Known Flow","372338.367472","849682.008416","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60601700000001","Nodes","1, TURRIFF DG, Site ID 1011","21.000000","49.999998","Default Known Pressure Node","Known Pressure","372333.992471","849684.883416","","999998.967025","","","","","","","","","","2211.561713","2473.179905","","","","","","","","","","",""
"60601700000211","Nodes","211","21.000000","45.893432","DDS demands","Known Flow","372364.548480","849695.258419","","0.000000","","","","","-5.689999","","","","","-5.088099","-5.689999","","","","","","","D1 PROFILE","","","",""
"60601700323994","Nodes","","21.000000","45.921036","Default Known Flow Node","Known Flow","372364.923480","849694.133419","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60601700000216","Nodes","216","21.000000","47.037954","Default Known Flow Node","Known Flow","372365.198525","849686.519832","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60601700000062","Nodes","62","21.000000","46.954344","Default Known Flow Node","Known Flow","372366.617480","849686.758417","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60601700000061","Nodes","61","21.000000","43.409933","DDS demands","Known Flow","372381.242484","849630.758402","","0.000000","","","","","-8.329999","","","","","-7.448834","-8.329999","","","","","","","D1 PROFILE","","","",""
"60601700000070","Nodes","70","21.000000","42.012843","DDS demands","Known Flow","372322.617468","849804.883449","","0.000000","-11.390000","","-4.790000","","-10.939999","","","","","-24.251189","-27.120000","","","C1 PROFILE","","C3 PROFILE","","D1 PROFILE","","","",""
"60601700756284","Nodes","","21.000000","42.090309","Default Known Flow Node","Known Flow","372329.617470","849805.758449","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60601700000029","Nodes","29","21.000000","31.225710","DDS demands","Known Flow","372154.117422","849988.883499","","0.000000","","","","","-22.819999","","","","","-20.406053","-22.819999","","","","","","","D1 PROFILE","","","",""
"60601700756281","Nodes","","21.000000","31.186927","Default Known Flow Node","Known Flow","372156.242423","849985.883498","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60601700756283","Nodes","","21.000000","41.630836","Default Known Flow Node","Known Flow","372258.983382","849820.163579","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60601702980914","Nodes","","21.000000","41.630836","Default Known Flow Node","Known Flow","372227.992442","849804.383449","","","0.000000","","","","0.000000","","","","","0.000000","0.000000","","","C1 PROFILE","","","","D1 PROFILE","","","",""
"60601700000331","Nodes","331","21.000000","43.396145","DDS demands","Known Flow","372327.631331","849760.863607","","0.000000","-43.240003","","","","","","","","","-38.665984","-43.240003","","","C1 PROFILE","","","","","","","",""
"60601700000330","Nodes","330","21.000000","42.055427","DDS demands","Known Flow","372334.742471","849806.383450","","0.000000","","","","-2.289999","-3.089999","","-6.000000","","","-10.176199","-11.380000","","","","","","C4 PROFILE","D1 PROFILE","","I2 PROFILE","",""
"60601700323988","Nodes","","21.000000","41.691111","Default Known Flow Node","Known Flow","372344.617474","849807.633450","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60601700323989","Nodes","","21.000000","41.691111","Default Known Flow Node","Known Flow","372344.742474","849804.758449","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60601700323987","Nodes","","21.000000","43.020804","Default Known Flow Node","Known Flow","372339.242473","849658.008409","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60601700323991","Nodes","","21.000000","42.935842","Default Known Flow Node","Known Flow","372350.742476","849622.133399","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60601700000240","Nodes","240","21.000000","25.018352","DDS demands","Known Flow","372340.742473","849925.508482","","0.000000","-6.000000","","","","-0.479999","","","","","-5.794532","-6.480000","","","C1 PROFILE","","","","D1 PROFILE","","","",""
"60601700000333","Nodes","333","21.000000","34.251699","Default Known Flow Node","Known Flow","372544.742529","849781.883443","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60601700756289","Nodes","","21.000000","34.071138","Default Known Flow Node","Known Flow","372550.992530","849781.633443","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60601700324010","Nodes","","21.000000","33.913798","Default Known Flow Node","Known Flow","372564.903094","849715.640903","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60601700000235","Nodes","235","21.000000","28.929187","DDS demands","Known Flow","372624.367550","849895.883474","","0.000000","","","","","-28.810000","","","","","-25.762419","-28.810000","","","","","","","D1 PROFILE","","","",""
"60601700000236","Nodes","236","21.000000","28.553899","DDS demands","Known Flow","372639.242554","849824.758455","","0.000000","","","","","-7.690000","","","","","-6.876535","-7.690000","","","","","","","D1 PROFILE","","","",""
"60601700000205","Nodes","205","21.000000","27.791499","DDS demands","Known Flow","372729.867579","849917.133480","","0.000000","","","","","-25.660000","","","","","-22.945630","-25.660000","","","","","","","D1 PROFILE","","","",""
"60601700000046","Nodes","46","21.000000","24.524829","DDS demands","Known Flow","372902.117626","849952.383489","","0.000000","","-10.459999","","","-11.180000","","","","","-19.350876","-21.640001","","","","C2 PROFILE","","","D1 PROFILE","","","",""
"60601700324035","Nodes","","21.000000","24.508664","Default Known Flow Node","Known Flow","372905.492627","849953.008489","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60601700000237","Nodes","237","21.000000","25.805899","DDS demands","Known Flow","372801.867599","849932.008484","","0.000000","","","","","-16.719998","","","","","-14.951322","-16.719998","","","","","","","D1 PROFILE","","","",""
"60601700324031","Nodes","","21.000000","25.021167","Default Known Flow Node","Known Flow","372861.253840","849944.078256","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60601700000238","Nodes","238","21.000000","25.506297","DDS demands","Known Flow","372812.242601","849880.883470","","0.000000","","","","","-8.010000","","","","","-7.162685","-8.010000","","","","","","","D1 PROFILE","","","",""
"60601700000056","Nodes","56","21.000000","31.143883","DDS demands","Known Flow","372847.617611","849722.883427","","0.000000","","-4.249999","","","-22.609999","","","","","-24.018693","-26.860000","","","","C2 PROFILE","","","D1 PROFILE","","","",""
"60601700000045","Nodes","45","21.000000","30.601530","DDS demands","Known Flow","372530.242525","849877.633469","","0.000000","-27.569998","","0.000000","0.000000","-19.050000","","","","","-41.688436","-46.619998","","","C1 PROFILE","","C3 PROFILE","C4 PROFILE","D1 PROFILE","","","",""
"60601700000043","Nodes","43","21.000000","28.546206","DDS demands","Known Flow","372510.367519","849971.383494","","0.000000","-7.159999","","-7.519999","-5.449999","-30.060000","","-1.990000","","","-46.660288","-52.179998","","","C1 PROFILE","","C3 PROFILE","C4 PROFILE","D1 PROFILE","","I2 PROFILE","",""
"60601700000059","Nodes","59","21.000000","34.093186","DDS demands","Known Flow","372550.742530","849783.133443","","0.000000","-60.469999","","-2.319999","-4.650000","-31.340000","","-8.850000","","","-96.244672","-107.629999","","","C1 PROFILE","","C3 PROFILE","C4 PROFILE","D1 PROFILE","","I2 PROFILE","",""
"60601700000332","Nodes","332","21.000000","34.079100","DDS demands","Known Flow","372550.117530","849785.883444","","0.000000","","","","","-0.850000","","","","","-0.760085","-0.850000","","","","","","","D1 PROFILE","","","",""
"60601700756286","Nodes","","21.000000","34.108447","Default Known Flow Node","Known Flow","372547.495812","849781.741211","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60601700000334","Nodes","334","21.000000","34.108447","Default Known Flow Node","Known Flow","372545.617529","849781.383443","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60601700756287","Nodes","","21.000000","34.116072","Default Known Flow Node","Known Flow","372547.742529","849780.508443","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60601700756288","Nodes","","21.000000","34.094501","Default Known Flow Node","Known Flow","372550.867530","849782.383443","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60601700000335","Nodes","335","21.000000","31.964572","DDS demands","Known Flow","372647.492557","849801.258448","","0.000000","-2.160000","","","","-13.060000","","","","","-13.609997","-15.220000","","","C1 PROFILE","","","","D1 PROFILE","","","",""
"60601700324011","Nodes","","21.000000","33.910568","Default Known Flow Node","Known Flow","372565.293169","849713.771092","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60601700324013","Nodes","","21.000000","33.870520","Default Known Flow Node","Known Flow","372606.492545","849724.133427","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60601700324012","Nodes","","21.000000","33.886145","Default Known Flow Node","Known Flow","372568.242535","849699.633421","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60601700000221","Nodes","221","21.000000","33.882247","DDS demands","Known Flow","372568.742535","849697.383420","","0.000000","-2.300000","-7.369999","","-1.919999","-2.319999","","","","","-12.438570","-13.910000","","","C1 PROFILE","C2 PROFILE","","C4 PROFILE","D1 PROFILE","","","",""
"60601700324009","Nodes","","21.000000","33.886145","Default Known Flow Node","Known Flow","372558.992532","849697.633420","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60601700000341","Nodes","341","21.000000","27.422338","Default Known Flow Node","Known Flow","372619.492549","849993.258500","","","","","","","0.000000","","","","","0.000000","0.000000","","","","","","","D1 PROFILE","","","",""
"60601700000342","Nodes","342","21.000000","27.378526","Default Known Flow Node","Known Flow","372620.492549","849945.258487","","","","","","","0.000000","","","","","0.000000","0.000000","","","","","","","D1 PROFILE","","","",""
"60601700324017","Nodes","","21.000000","27.378526","Default Known Flow Node","Known Flow","372634.117553","849948.633488","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60601700324014","Nodes","","21.000000","27.378526","Default Known Flow Node","Known Flow","372617.367548","849944.508487","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60601700000337","Nodes","337","21.000000","31.048461","DDS demands","Known Flow","372717.242576","849815.508452","","0.000000","","","","","-3.910000","","","","","-3.496392","-3.910000","","","","","","","D1 PROFILE","","","",""
"60601700000336","Nodes","","21.000000","31.908757","Default Known Flow Node","Known Flow","372658.040559","849739.744431","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60601700000339","Nodes","339","21.000000","30.709027","Default Known Flow Node","Known Flow","372750.117584","849822.133454","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60601700000338","Nodes","","21.000000","31.007375","Default Known Flow Node","Known Flow","372726.265578","849765.977439","","0.000000","","","","","-1.949999","","","","","-1.743724","-1.949999","","","","","","","D1 PROFILE","","","",""
"60601700000057","Nodes","57","21.000000","30.081189","DDS demands","Known Flow","372819.742603","849836.258458","","0.000000","-2.140000","","","-4.999999","-30.590001","","","","","-33.738843","-37.730001","","","C1 PROFILE","","","C4 PROFILE","D1 PROFILE","","","",""
"60601700000340","Nodes","340","21.000000","30.567011","DDS demands","Known Flow","372762.367588","849764.133438","","0.000000","","","","","-1.529999","","","","","-1.368153","-1.529999","","","","","","","D1 PROFILE","","","",""
"60601700756290","Nodes","","21.000000","25.506297","Default Known Flow Node","Known Flow","372812.992602","849877.383469","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60601700324034","Nodes","","21.000000","24.977189","Default Known Flow Node","Known Flow","372880.117620","849911.258478","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60601700000206","Nodes","206","21.000000","24.271961","DDS demands","Known Flow","372963.992643","849964.383493","","0.000000","","","","","-14.300000","","","","","-12.787315","-14.300000","","","","","","","D1 PROFILE","","","",""
"60601700324036","Nodes","","21.000000","24.420618","Default Known Flow Node","Known Flow","372913.367629","849918.633480","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60601700000054","Nodes","","21.000000","24.125372","Default Known Flow Node","Known Flow","372961.842642","849895.095474","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60601700000053","Nodes","53","21.000000","24.213402","DDS demands","Known Flow","373029.291304","849877.909820","","0.000000","","","","","-25.590000","","","","","-22.883036","-25.590000","","","","","","","D1 PROFILE","","","",""
"60601700000209","Nodes","209","21.000000","24.311056","DDS demands","Known Flow","373180.242702","849910.758478","","0.000000","","","","","-8.229999","","","","","-7.359412","-8.229999","","","","","","","D1 PROFILE","","","",""
"60601700327758","Nodes","","21.000000","24.213774","Default Known Flow Node","Known Flow","373166.992698","849851.133462","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60601700327747","Nodes","","21.000000","24.081348","Default Known Flow Node","Known Flow","373027.742660","849873.383468","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60601700327759","Nodes","","21.000000","24.311056","Default Known Flow Node","Known Flow","373182.867702","849910.508478","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60601700000218","Nodes","218","21.000000","24.398638","DDS demands","Known Flow","373165.992698","849845.383460","","0.000000","","","","","-7.129999","","","","","-6.375773","-7.129999","","","","","","","D1 PROFILE","","","",""
"60601700327761","Nodes","","21.000000","24.468242","DDS demands","Known Flow","373197.117706","849840.508459","","0.000000","","","","","-2.890000","","","","","-2.584289","-2.890000","","","","","","","D1 PROFILE","","","",""
"60601700000301","Nodes","301","21.000000","23.029133","DDS demands","Known Flow","373224.867714","849841.758459","","0.000000","","","","","-7.989999","","","","","-7.144800","-7.989999","","","","","","","D1 PROFILE","","","",""
"60601700000302","Nodes","302","21.000000","22.279293","DDS demands","Known Flow","373309.242737","849827.383455","","0.000000","","","","","-4.010000","","","","","-3.585814","-4.010000","","","","","","","D1 PROFILE","","","",""
"60601700000304","Nodes","304","21.000000","22.130552","Default Known Flow Node","Known Flow","373408.992764","849804.883449","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60601700000172","Nodes","172","21.000000","27.427543","DDS demands","Known Flow","373100.617680","849595.508392","","0.000000","-17.209999","","","","-9.620000","","","","","-23.991866","-26.830000","","","C1 PROFILE","","","","D1 PROFILE","","","",""
"60601700000347","Nodes","347","21.000000","27.252830","Default Known Flow Node","Known Flow","373103.367681","849556.758382","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60601700000308","Nodes","308","21.000000","26.938263","DDS demands","Known Flow","373449.242775","849567.633385","","0.000000","","","","","-3.589999","","","","","-3.210242","-3.589999","","","","","","","D1 PROFILE","","","",""
"60601700000261","Nodes","261","21.000000","26.734392","DDS demands","Known Flow","373464.992779","849556.758382","","0.000000","","","","","-6.919999","","","","","-6.187987","-6.919999","","","","","","","D1 PROFILE","","","",""
"60601700000224","Nodes","224","21.000000","23.746268","DDS demands","Known Flow","373099.492680","849849.258461","","0.000000","","","","","-9.699999","","","","","-8.673912","-9.699999","","","","","","","D1 PROFILE","","","",""
"60601700000180","Nodes","180","21.000000","24.737433","DDS demands","Known Flow","373002.367653","849800.633448","","0.000000","","","","","-5.400000","","","","","-4.828776","-5.400000","","","","","","","D1 PROFILE","","","",""
"60601700000324","Nodes","324","21.000000","27.296501","Default Known Flow Node","Known Flow","373046.867665","849565.633384","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60601700327754","Nodes","","21.000000","27.252830","Default Known Flow Node","Known Flow","373101.867680","849533.633375","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60601700327756","Nodes","","21.000000","24.604531","Default Known Flow Node","Known Flow","373121.767025","849983.997493","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60601700001038","Nodes","1038","21.000000","27.378314","Default Known Flow Node","Known Flow","373398.617761","849596.133392","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60601700327766","Nodes","","21.000000","27.422055","Default Known Flow Node","Known Flow","373429.742769","849603.758394","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60601700327763","Nodes","","21.000000","21.786612","Default Known Flow Node","Known Flow","373359.367750","849757.258436","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60601700000228","Nodes","228","21.000000","28.427615","DDS demands","Known Flow","371947.492366","849977.758496","","0.000000","","","","","-1.980000","","","","","-1.770551","-1.980000","","","","","","","D1 PROFILE","","","",""
"60601700000229","Nodes","229","21.000000","28.514946","Default Known Flow Node","Known Flow","371875.242346","850057.383518","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60601700323958","Nodes","","21.000000","27.215963","Default Known Flow Node","Known Flow","371870.742345","850445.133623","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60601700000094","Nodes","94","21.000000","27.172128","DDS demands","Known Flow","371886.992350","850424.883618","","0.000000","","","","","0.000000","","","","","0.000000","0.000000","","","","","","","D1 PROFILE","","","",""
"60601700756280","Nodes","","21.000000","27.172128","Default Known Flow Node","Known Flow","371922.867359","850397.883611","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
